경도,위도
127.03000231200001,37.613765142
127.0216800673,37.5988124984
127.0180870417,37.5937751071
127.0287005024,37.6197095673
127.0241845482,37.6036093788
127.02823204799999,37.6068897684
127.0147214546,37.6035333244
127.0331233065,37.6014694388
127.0342434232,37.5992522052
127.0214008015,37.6181055358
127.01440939129999,37.5906588219
127.0092102337,37.5898834226
127.019299,37.585282
127.0173202731,37.5882905568
127.00984891700001,37.6084714968
127.0114514047,37.605178794000004
127.0367938167,37.5888049152
127.02393300000001,37.601971999999996
127.0313059234,37.6059147758
127.00844521129999,37.61157851
127.02854238360001,37.6171719852
127.0252509718,37.6181643071
127.0357831859,37.5948209235
127.0316635859,37.5851062255
127.03605235549999,37.594378876
127.0162659964,37.593399898
127.0076356941,37.605823975700005
127.019175285,37.602358249
127.011024,37.604760999999996
127.0316605575,37.6164471234
127.0321633111,37.6100659535
127.0347492384,37.5881642203
127.0150321421,37.5968524981
127.0353400807,37.6105762289
127.0366654139,37.6066346712
127.013771643,37.6006378138
127.02209415889999,37.6154581102
127.0220826076,37.6115374602
127.0233780096,37.6078573327
127.03608017559999,37.612149839000004
127.03578315909999,37.6118940155
127.04048906530001,37.614406225399996
127.0263858735,37.6038916874
127.0349190878,37.588491248400004
127.0374580008,37.6041484498
127.0351662979,37.6028019378
127.0244725057,37.6020310968
127.0378313277,37.5875196731
127.0180402287,37.602794832
127.042305076,37.602843959299996
127.0254858421,37.5863118607
127.0223717498,37.5862576795
127.0080361564,37.6123208475
127.01342079690001,37.6025035348
127.0165522454,37.592004085700005
127.008269487,37.6120632959
127.0293074582,37.607859421
127.03086200000001,37.614651
127.0326975602,37.6115440433
127.00940617180001,37.6002355214
127.0321966828,37.6099865112
127.03571504840001,37.6094604036
127.03927669030001,37.6024463392
127.03591551379999,37.6091337935
127.00509799790001,37.6103867411
127.0447746193,37.6043772721
127.0070863613,37.61276533
127.0301831322,37.6140773192
127.04005858299999,37.591208084899996
127.030547612,37.6129620654
127.03807107639999,37.6136824773
127.03899005790001,37.6137718421
127.0042672309,37.608241522600004
127.04649854600001,37.605375272399996
127.03052261159999,37.5862555167
127.04273806190001,37.6030780961
127.0235057881,37.6030985781
127.0194880842,37.6023644981
127.0152998,37.6174684642
127.01671826319999,37.6162550159
127.01860967340001,37.6164162425
127.0346057144,37.6165921427
127.0305479083,37.6128764327
127.00553594799999,37.599333059
127.01432273350001,37.5984416956
127.0120109216,37.615058271799995
127.0134058924,37.6115257954
127.0144264523,37.6104681845
127.01536212200001,37.609173487
127.01570275590001,37.6074073686
127.03344092270001,37.616113815700004
127.0181948129,37.6110121224
127.02977407639999,37.597794590599996
127.0310132998,37.5980223432
127.0319598554,37.5978402676
127.038206836,37.6137042583
127.03750961450001,37.6020920985
