경도,위도
127.03647592791799,37.6184115650264
127.03446065010401,37.616937523560296
127.05966412459499,37.6292472102426
127.067796621969,37.6015332826351
127.06286740810499,37.6048015601149
127.06335411761299,37.6031629394921
127.03796418183599,37.6008411734995
127.04561195862301,37.608772493692605
127.038709467417,37.6074738406161
127.047698413283,37.6227404118122
127.036913604861,37.609947091433604
127.04173679166401,37.5975081254608
127.054866914628,37.60915931290379
127.039226934965,37.5993136713173
127.034640459594,37.601428920914294
127.046528885296,37.618986733909296
127.06226739938299,37.606543221237104
127.052253351246,37.6179215325736
127.051719017992,37.6212857858679
127.07333872202601,37.6132804037442
