,주차장id,주차장이름,주소,경도,위도
719,981149598,장한평자동차시장 나동 노상공영주차장,서울 성동구 용답동 239-6,127.06493586059261,37.55980483043191
720,214874387,장한평자동차시장 노외공영주차장,서울 성동구 용답동 225-8,127.059118813278,37.5617450293562
721,1614804724,장한동자동차시장 가동 노상공영주차장,서울 성동구 용답동 239-3,127.06270221678,37.5604349335406
722,27196143,장한평자동차시장다동 노상공영주차장,서울 성동구 용답동 239-6,127.06616319698526,37.55905181663716
723,1080673973,쏘카존 용답 제2공영주차장,서울 성동구 용답동 182-10,127.056649228065,37.5633256868898
724,900290524,서울메트로 인재개발원 주차장,서울 성동구 용답동 223-5,127.05679382667188,37.561467762704595
727,644506661,노상공영주차장,서울 성동구 하왕십리동 301-9,127.029755524886,37.5696406974068
770,20589068,화양동 공영주차장,서울 광진구 화양동 63-2,127.07117638592416,37.54529786996797
771,11475808,광진광장 공영주차장,서울 광진구 군자동 374-7,127.073111618774,37.5478519202536
772,20589328,능동공영주차장,서울 광진구 능동 205,127.080261032716,37.5540425401047
777,1115982251,중곡시장 주차장,서울 광진구 중곡동 221-6,127.08189572322843,37.563804619739464
778,445668034,중곡복개천길노상공영주차장,서울 광진구 중곡동 150-196,127.085768447545,37.56040691557
779,1515829123,동대문소방서 노상공영주차장,서울 동대문구 장안동 480-9,127.06693802443871,37.56361222461358
780,26500971,덕원공영주차장,서울 동대문구 장안동 458-9,127.0686571528179,37.56220207914071
783,20576632,신일피혁주변 노상공영주차장,서울 동대문구 장안동 480-9,127.068266227366,37.5654386841691
785,1873327575,장안보성연립 노상공영주차장,서울 동대문구 장안동 479-2,127.066623049632,37.5657964172497
789,20582962,중곡3동공영주차장,서울 광진구 중곡동 195-1,127.08459089127594,37.569996163469945
791,27081118,용마산 남측 거주자주차장,서울 광진구 중곡동 69-2,127.09216152683453,37.55907763317766
798,40499066,뻥튀기공원 거주자주차장,서울 광진구 중곡동 176-110,127.089705282256,37.5682967150002
799,1897195789,구의2동주택가 공동주차장,서울 광진구 구의동 30-18,127.09295747352743,37.55294121791408
823,1757717056,아차산근린공영주차장,서울 광진구 광장동 369-6,127.100289559012,37.551971150318
825,20513709,구의2동공영주차장,서울 광진구 구의동 63-6,127.09012573005357,37.54710134107951
826,9895039,용마폭포공원 공영주차장,서울 중랑구 면목동 산 1-4,127.08929237422132,37.57419133695125
829,20513708,구의1동 공영주차장,서울 광진구 구의동 243-78,127.087901954018,37.5382840360872
830,20513710,구의3동 공영주차장,서울 광진구 구의동 219-15,127.09139022182696,37.539157159957895
831,984541335,중곡초등학교 공영주차장,서울 중랑구 면목동 380,127.083439497938,37.5748929885886
837,2125038553,구의3동 공영주차장 전기차충전소,서울 광진구 구의동 219-15,127.091450117954,37.5390976475993
838,26535713,동서울노외공영 주차장,서울 광진구 구의동 598-1,127.09131318765,37.5335133538511
843,1024050774,노외공영주차장,서울 송파구 풍납동 49-2,127.116284228762,37.5414490371922
844,1835888,광나루 즈믄길나들목 앞 노상공영주차장,서울 강동구 천호동 483-8,127.120590152598,37.5466678089626
846,20576168,천호유수지 공영주차장,서울 강동구 천호동 329,127.12202872603638,37.54477513500226
847,961348435,천호역 공영주차장,서울 강동구 성내동 62-1,127.12556109152739,37.53778868761116
849,20587606,천호2동 노외공영주차장,서울 강동구 천호동 457-7,127.123026231132,37.5403141545189
851,27597289,광나루한강공원 제1주차장,서울 강동구 암사동 613-8,127.123288615539,37.553980224194
852,27218338,공영주차장,서울 송파구 풍납동 175,127.116072001966,37.535931523655
854,1689462605,송림기사식당길A 공영주차장,서울 광진구 자양동 794-10,127.076637541616,37.5366016072395
856,943673542,송림식당길 노상공영주차장,서울 광진구 자양동 227-137,127.07644081502737,37.53674409279209
857,17032762,자양유수지 공영주차장,서울 광진구 자양동 594,127.07761018399374,37.52966146352903
858,1816668665,송림식당길 노상공영주차장,서울 광진구 자양동 727,127.07529088545607,37.531868615874295
860,20515753,뚝섬1주차장,서울 광진구 자양동 409,127.078092285273,37.5276338922948
861,204656001,동서울호텔길A 공영주차장,서울 광진구 구의동 609-1,127.09167226282473,37.53293283118506
863,27270872,뚝섬한강공원 2주차장,서울 광진구 자양동 435,127.0734756012096,37.52899556513924
864,11475801,자양4동 공영주차장,서울 광진구 자양동 5-5,127.0681829855648,37.53867728973217
865,736428669,뚝섬3주차장(수영장앞),서울 광진구 자양동 97-5,127.067336412854,37.5308760109023
868,1474436273,뚝섬한강공원 4주차장,서울 광진구 자양동 97-5,127.06442701765964,37.53142003664206
877,27296444,한강공원 잠실제1주차장,서울 송파구 잠실동 1-1,127.094083852303,37.5198916369544
880,887672695,잠실자연학습장앞 공영주차장,서울 송파구 잠실동 1-1,127.081306954929,37.5177711524682
881,995207595,잠실안내센터앞 공영주차장,서울 송파구 잠실동 1-1,127.088729660779,37.517777522625
882,1940257404,노상공영주차장,서울 송파구 잠실동 1-1,127.087823444969,37.5176466534617
901,26535897,회기동공영주차장,서울 동대문구 회기동 1-1,127.055785135736,37.5915019881381
902,2085355453,회기동공영주차장 전기차충전소,서울 동대문구 이문동 340-1,127.05595938726336,37.59134243006527
903,607395797,회기동공영주차장 여성안심택배보관함,서울 동대문구 회기동 1-1,127.05584524817,37.5916380095055
904,20589150,회기역주변 공영주차장,서울 동대문구 휘경동 255-4,127.05818333321297,37.59008627271299
905,127260319,회기역노상공영주차장,서울 동대문구 휘경동 255-13,127.060698282932,37.5903390860189
906,20519695,외대주차빌딩 노외공영주차장,서울 동대문구 이문동 306-14,127.062636135537,37.5950520627227
907,1786079356,외대역공영주차장,서울 동대문구 이문동 306-14,127.06269278844094,37.59509528023378
908,20576606,이경시장옆 노상공영주차장,서울 동대문구 이문동 85-90,127.06500315464261,37.59556164497807
909,20583101,중화2동공영주차장,서울 중랑구 중화동 403-3,127.070793938929,37.5955556107447
910,9619749,휘경유수지 공영주차장,서울 동대문구 휘경동 348,127.069577905961,37.5883664186022
911,1845499191,견인보관소내 공영주차장,서울 동대문구 휘경동 361-2,127.06892512627853,37.58892811984715
912,20583102,중화동노상공영주차장,서울 중랑구 중화동 209-10,127.0727330418706,37.593779478571804
913,1096523057,배봉공영주차장,서울 동대문구 휘경동 286-66,127.062538947277,37.5871630278669
914,27213529,중화동공영주차장,서울 중랑구 중화동 61,127.072532446858,37.5947652867327
916,20589219,휘경마을공영주차장,서울 동대문구 휘경동 308-32,127.058128532117,37.588048254947
917,1194234627,중랑역 제1공영주차장,서울 중랑구 중화동 73-6,127.07782437845505,37.595303411889
918,237456098,중화제3공영주차장,서울 중랑구 중화동 73-3,127.07612171353895,37.59677764294265
923,237940441,배봉공영주차장 전기차충전소,서울 동대문구 휘경동 286-66,127.061746338681,37.5870913657321
924,20587660,청량리동공영주차장,서울 동대문구 청량리동 435,127.044535725127,37.5854376831443
925,227704958,그린존 청량리동 공영주차장,서울 동대문구 청량리동 435,127.044531194232,37.5854340808817
929,27185878,동부청과 공영주차장,서울 동대문구 용두동 8-1,127.044589803279,37.5773971958314
931,27045385,용신동A지구47 거주자우선주차장,서울 동대문구 용두동 255,127.03400923477,37.5717965313262
932,1861309757,서울약령시 공영주차장,서울 동대문구 제기동 1082,127.037709564635,37.5805467661844
933,27133285,청량리시장 제2공영주차장,서울 동대문구 제기동 988,127.041113142632,37.5792977533759
934,1173406103,청량리시장 제1노상공영주차장,서울 동대문구 제기동 849,127.041106367899,37.5793301915168
935,1063778994,동서시장과일채소부 공영주차장,서울 동대문구 제기동 849,127.040549016755,37.5807530535305
936,25612977,정릉천변노상공영주차장,서울 동대문구 제기동 1205,127.03566000684845,37.58201331978701
937,246352377,동서시장식품공영주차장,서울 동대문구 제기동 854-1,127.040534918637,37.5818955182924
938,27121742,정릉천변 거주자우선주차장,서울 동대문구 제기동 858-2,127.036570033252,37.5862116697359
939,756036670,노외공영주차장,서울 동대문구 제기동 271-50,127.035049988333,37.5800304153832
940,2018241220,노상공영주차장,서울 동대문구 제기동 855,127.040433803707,37.5854256446046
947,23885230,전농4동 공영주차장,서울 동대문구 전농동 273-5,127.054489204335,37.5782471839427
948,20563340,전농4동공영주차장,서울 동대문구 전농동 206-62,127.053434367682,37.5786116677145
964,23371072,장안2동 공영주차장,서울 동대문구 장안동 286-9,127.0706009600209,37.57826387531144
965,26105206,장안근린공원지하 공영주차장,서울 동대문구 장안동 300,127.07183915105082,37.57677018109237
966,20594591,동답공영주차장,서울 동대문구 답십리동 2-283,127.063538279758,37.5693588525049
969,20583006,중산공영주차장,서울 동대문구 답십리동 23-3,127.058887739807,37.5687053391359
971,1687797569,Tmap주차 마루하우스 민영 주차장,서울 동대문구 장안동 94-27,127.070708137628,37.5814641408989
972,20514573,장영당길공영주차장,서울 동대문구 답십리동 484-45,127.05300962376423,37.56872974871337
973,1031031743,신답고가 노상공영주차장,서울 동대문구 답십리동 530-5,127.050358289598,37.5699004014974
976,20589355,공영주차장,서울 동대문구 답십리동 528,127.054095689557,37.5663470234521
979,27053688,답십리부품상가 공영주차장,서울 동대문구 답십리동 959-1,127.0586627718404,37.56474106962605
981,178054062,삼희상가 노상공영주차장,서울 동대문구 답십리동 530-3,127.05449293651525,37.56627926607354
987,1816598083,노상공영주차장,서울 동대문구 답십리동 530-3,127.054621905003,37.5661864038989
1008,868138056,장안2동 공영주차장 여성안심택배보관함,서울 동대문구 장안동 286-9,127.070600963424,37.5782674792853
1015,20577578,중랑천로노상공영주차장,서울 중랑구 중화동 50-17,127.073325112594,37.5994175149088
1024,682110002,노외공영주차장,서울 중랑구 중화동 73-4,127.074786281019,37.5975281212374
1030,20589690,석계역 공영주차장,서울 노원구 월계동 50-9,127.063196763448,37.6152771850663
1032,20516205,묵2동공영주차장,서울 중랑구 묵동 236-16,127.073768064588,37.6122185011823
1033,27151944,묵중안공영주차장,서울 중랑구 묵동 250-39,127.0772448329408,37.60536515424237
1035,145431594,노상공영주차장,서울 중랑구 중화동 65-3,127.07752229393,37.6031836756184
1037,1938210185,목중안노상공영주차장,서울 중랑구 중화동 69-2,127.077604069355,37.6023231762411
1038,933182581,석계역앞 주차장,서울 노원구 월계동 59-3,127.065185948121,37.6155860430148
1039,27152212,나들목공영주차장,서울 중랑구 중화동 304-36,127.078493522089,37.5995511413644
1040,2005321956,성북정보도서관 노상주차장,서울 성북구 상월곡동 24-348,127.050708024465,37.6048930049404
1056,11078846,면목2동공영주차장,서울 중랑구 면목2동 146-1,127.080926919215,37.5879267068768
1057,609508605,면목2동공영주차장 전기차충전소,서울 중랑구 면목동 146-1,127.080934795029,37.5878807508621
1058,26335740,"면목2동공영주차장,체육관 개방화장실",서울 중랑구 면목동 146-1,127.080881634154,37.5879303418856
1059,11461925,면목2동체육관,서울 중랑구 면목동 146-1,127.081108047686,37.587901354767
1060,1597127222,서울중랑초등학교 공영주차장,서울 중랑구 면목동 192-1,127.07622937167835,37.58908941125397
1061,27299270,그린존 중랑초교 공영주차장,서울 중랑구 면목동 181-132,127.076476204994,37.589093756549
1064,1205834917,면목4동주민센터 주차장,서울 중랑구 면목동 378-13,127.085400011552,37.5747546354536
1065,20516003,답십리로75공영주차장,서울 중랑구 면목동 376-50,127.081026325605,37.5751793838044
1066,20516007,면목시장 주차장,서울 중랑구 면목동 666-17,127.084248602925,37.5776458522331
1068,1573741409,면목유수지 공영주차장,서울 중랑구 면목동 168-2,127.08140132721272,37.579613818542775
1069,26535439,까치공원공영주차장,서울 중랑구 면목동 570,127.087665326379,37.5835574858375
1070,20517024,사가정공원 공영주차장,서울 중랑구 면목동 1081-1,127.093639655939,37.5807886504695
1074,16062131,면목5동공영주차장,서울 중랑구 면목동 162-22,127.08017794833347,37.58317267893299
1076,20516006,면목5동공영주차장,서울 중랑구 면목동 173-99,127.076806497382,37.5843723406076
1092,25623856,동원시장공영주차장,서울 중랑구 면목동 74-33,127.093107533556,37.5898566625804
1095,16061560,망우역 부설주차장,서울 중랑구 상봉동 184-39,127.093119379677,37.5993639139135
1096,1121348691,봉수대공원 주차장,서울 중랑구 상봉동 12-2,127.09152819611121,37.6066244356177
1097,20583100,중화1동공영주차장,서울 중랑구 중화동 29-2,127.081626960818,37.6027385219237
1098,25613097,상봉복개 노상공영주차장,서울 중랑구 상봉동 399-4,127.08795748963246,37.594021405526426
1099,7923164,상봉2동공영주차장,서울 중랑구 상봉동 110-60,127.084225181208,37.593031222341
1100,1807903525,노상공영주차장,서울 중랑구 상봉동 400-1,127.090038824474,37.5943063386107
1101,921215272,중화제4주차장,서울 중랑구 중화동 73-10,127.07978501263,37.5958273807497
1104,261810606,동부갯 노상공영주차장,서울 중랑구 망우동 535-10,127.095764829753,37.5994951436662
1105,1675212826,맛솜씨노상공영주차장,서울 중랑구 망우동 536-9,127.097226613442,37.5985136707072
1106,20594654,면목1동공영주차장,서울 중랑구 면목동 1262-1,127.089436924253,37.591881326841
1107,20590323,망우본동공영주차장,서울 중랑구 망우동 463-8,127.09815255500608,37.59652351647607
1113,20563676,주차장,서울 중랑구 상봉동 399-6,127.079329553866,37.5934526743544
1114,27097575,그린존 상봉2동 공영주차장,서울 중랑구 상봉동 110-38,127.084216114675,37.5930240208772
1116,1913452252,중화1동 공영주차장 전기차충전소,서울 중랑구 중화동 29-2,127.081658681193,37.6027493118628
1118,1579824588,중화2동 제4공영주차장,서울 중랑구 중화동 73-10,127.07840609772,37.5960949982156
1127,1016050165,중화제1공영주차장 전기차충전소,서울 중랑구 중화동 73-5,127.073455361814,37.5982893934203
1129,1587291186,태릉시장 중화공영주차장 전기차충전소,서울 중랑구 중화동 73-4,127.07476134905379,37.59750831523034
1131,20577574,주차장,서울 중랑구 중화동 304-50,127.078087082152,37.6007226987395
1132,20516204,묵1동공영주차장,서울 중랑구 묵동 122-178,127.080152110147,37.6086968768214
1133,1090112176,중랑구립도서관 주차장,서울 중랑구 묵동 22,127.08719070875732,37.615371816882224
1135,175499777,노상공영주차장,서울 중랑구 묵동 195-11,127.07672672573399,37.60812792628743
1136,11470681,묵중안주차장,서울 중랑구 묵동 245,127.075951640362,37.6121558488066
1138,959189899,망우3동공영주차장,서울 중랑구 망우동 529-2,127.094917152726,37.5918581262721
1139,20515950,망우3동주차장,서울 중랑구 망우동 423-8,127.102834691498,37.5922992866358
1140,16066419,면일초교공영주차장,서울 중랑구 망우동 440,127.09908803202288,37.59151412365588
1141,324168894,그린존 망우3동 공영주차장,서울 중랑구 망우동 529-2,127.094917204219,37.5918986708595
1142,12416878,화랑대역 공영주차장,서울 중랑구 묵동 29,127.086751665169,37.6196338131418
1143,907003513,봉화산역 공영주차장,서울 중랑구 신내동 640,127.092711006903,37.6170407438625
1144,20514390,노상공영주차장,서울 중랑구 신내동 493-158,127.099213100703,37.6004329294492
1145,566476356,망우제2공영주차장,서울 중랑구 망우동 353-1,127.10193009397,37.6031660204211
1146,297962955,동부갯 공영주차장,서울 중랑구 신내동 510-8,127.100255016116,37.6005032272381
1147,27153091,금란주차장,서울 중랑구 망우동 360-1,127.102201758709,37.5997636463588
1153,98605779,양원로역24 공영주차장,서울 중랑구 망우동 86-1,127.108271393171,37.6028540367437
1154,1568480650,우림시장노상공영주차장,서울 중랑구 망우동 542-9,127.09968829957435,37.595878020748394
1155,20513362,봉화산남공영주차장,서울 중랑구 신내동 647,127.09196040259198,37.616407936642304
1156,100165424,노상공영주차장,서울 중랑구 신내동 643-1,127.09209237734,37.6168835553768
1178,20514485,늘봄공영주차장,서울 중랑구 면목동 22-12,127.096354820741,37.5898432445114
1210,20514068,길음환승주차장,서울 성북구 하월곡동 104-116,127.02586562061,37.604100984888
1211,13598048,제이에스앤디,서울 성북구 하월곡동 88-198,127.02975368063,37.6076715926722
1212,20563654,종암주차장,서울 성북구 종암동 133-8,127.032681272833,37.5999439262506
1213,20512964,개운산공영주차장,서울 성북구 안암동5가 산 1-93,127.02702675210313,37.59567555954839
1214,27209806,종암1팀자율방범대 종암주차장,서울 성북구 종암동 71,127.032879918297,37.5984482261628
1215,20518222,송중동공영주차장,서울 강북구 미아동 48-1,127.033624161529,37.6116204905392
1216,2077284886,송중동 노상공영주차장,서울 강북구 미아동 860-301,127.03346533814278,37.61103669477724
1217,20589572,송중동임시공영주차장,서울 강북구 미아동 860-301,127.033488017119,37.6110979556023
1218,20518425,시네마빌딩 공영주차장,서울 성북구 돈암동 538-59,127.014816265643,37.5991834807565
1219,23885036,송천동공영주차장,서울 강북구 미아동 439-138,127.02515342264,37.6145634274752
1220,25613338,거주자우선주차장,서울 성북구 하월곡동 226-4,127.041256107354,37.6003917357356
1221,26536037,보문국로8길65 거주자우선주차장,서울 성북구 정릉동 410-45,127.011452326999,37.6092389055034
1222,1762166227,도봉로15길 노상공영주차장,서울 강북구 미아동 458-7,127.028289363763,37.6167395053711
1223,201582169,장위12구역공영주차장,서울 성북구 장위동 231-482,127.038793754331,37.6125415170418
1224,317294891,정릉시장 공영주차장,서울 성북구 정릉동 405-4,127.009413611793,37.6082191656328
1228,20563408,솔샘로4길 거주자우선주차장,서울 성북구 정릉동 374-11,127.006804280113,37.608478829912
1234,20517890,성북구공용주차장,서울 성북구 정릉동 712-9,127.006016246536,37.6111097615525
1246,20576652,정릉천변 공영주차장,서울 동대문구 제기동 1205,127.03647196606921,37.58478092319286
1275,26974074,국민대앞공영주차장,서울 성북구 정릉동 865-7,126.99577783567105,37.609677266490884
1301,11471971,대지시장길 공영주차장,서울 강북구 미아동 703-8,127.020116998448,37.6201649358859
1305,20561252,구세군길공영주차장,서울 강북구 미아동 791-1360,127.013480358029,37.6260511296088
1306,20589645,삼양마을공원주차장,서울 강북구 미아동 748-2,127.018219237619,37.6229006422658
1314,20587695,청암공영주차장,서울 강북구 미아동 791-1694,127.015460218788,37.6247030103571
1316,20561255,삼양시장길 공영주차장,서울 강북구 미아동 791-1429,127.015723265773,37.6258490310001
1318,26535878,냉천길공영주차장,서울 강북구 미아동 756-1,127.019538054392,37.6240068435818
1321,26542151,수유마을시장공영주차장,서울 강북구 수유동 55-29,127.02186554527692,37.63052597455399
1335,27217999,공영주차장,서울 강북구 미아동 137,127.029798854543,37.618706891826
1336,1622660607,교육청길 노상공영주차장,서울 강북구 미아동 230-2,127.030061611426,37.6186383500979
1348,689076100,어울림소공원 공영주차장,서울 강북구 미아동 4-1,127.035325468223,37.61675833159167
1356,20517891,동방고개 공영주차장,서울 성북구 장위동 230-110,127.04097859174097,37.614706755390124
1361,135174752,장위행복누림복합센터 거주자우선주차장,서울 성북구 장위동 283-1,127.046030329234,37.6150364568022
1363,443697553,장위전통시장 공영주차장,서울 성북구 장위동 68-130,127.0498894700808,37.610324518961356
1370,1230046416,장위전통시장 제2공영주차장,서울 성북구 장위동 68-110,127.0524949122759,37.611098239383075
1374,1582816394,마을공원 공영주차장,서울 성북구 장위동 77-79,127.052929648151,37.6172454901448
1376,963722416,장위3동 공영주차장,서울 성북구 장위동 77-79,127.053280683637,37.6171164908734
1405,806667101,석계역노상공영주차장,서울 노원구 월계동 36-5,127.06496125041,37.6163889474356
1407,20562676,월계1동공영주차장,서울 노원구 월계동 36-4,127.064693120867,37.6167467870261
1410,25613135,북부지원주변 노상공영주차장,서울 노원구 공릉동 629-1,127.07754807633943,37.61929063716312
1414,26331890,한천로 공영주차장 개방화장실,서울 성북구 장위동 158-1,127.05259119103513,37.62076129594866
1464,988158314,수송초등학교 공영주차장,서울 강북구 번동 456,127.033503185599,37.637329289204
1465,11471965,시범공영주차장,서울 강북구 수유동 190-11,127.025873521869,37.6399783026506
1466,25612821,구청앞주차장,서울 강북구 수유동 142,127.02549475634996,37.63898730186905
1467,8536667,창2동 제2공영주차장,서울 도봉구 창동 632-75,127.035409530805,37.6411543138345
1468,8102630,창2동 제3공영주차장,서울 도봉구 창동 578-4,127.037424963284,37.6384327179712
1469,11511946,창2동제4공영주차장,서울 도봉구 창동 582-22,127.036338782275,37.6414928014334
1470,25625033,나눔터길 노상공영주차장,서울 강북구 수유동 45-26,127.02185461878626,37.635767911597846
1471,20576198,가오천공영주차장,서울 강북구 수유동 181-1,127.023930409939,37.6435357992497
1472,1753346870,가오천공영주차장,서울 강북구 수유동 147,127.024600134273,37.6437807291846
1473,16680693,성신여대 운정캠퍼스 부설주차장,서울 강북구 미아동 147,127.02692985352188,37.63156376429947
1474,1678814571,수유쌈지공영주차장,서울 강북구 수유동 612-6,127.0235823277278,37.63205371620813
1475,8102629,창2동제1공영주차장,서울 도봉구 창동 623-42,127.037223758083,37.6439107672415
1476,8102628,창1동 제1공영주차장,서울 도봉구 창동 657-37,127.037198158426,37.6471074658833
1478,20001973,인수동공영주차장,서울 강북구 수유동 126,127.018535168783,37.6361522995085
1479,23886593,번2동 공영주차장,서울 강북구 번동 148-140,127.036626106497,37.6266913217707
1480,24062513,번동햇살 공영 주차장,서울 강북구 번동 148-380,127.033408205453,37.6250993320283
1481,27097773,그린존 번동 햇살공영주차장,서울 강북구 번동 148-380,127.0331657158448,37.62493542080765
1482,1010728249,강북문화정보도서관 주차장,서울 강북구 번동 산 27-108,127.03607136954084,37.62505349861589
1489,20519584,오패산공영주차장,서울 강북구 미아동 133-100,127.031164027773,37.6220906488851
1491,26535527,창3동제1공영주차장,서울 도봉구 창동 504-21,127.04120168355361,37.63311204235972
1496,479165983,교육청길노상공영주차장,서울 강북구 미아동 228-44,127.02972106787662,37.61963402795385
1500,27105597,빨래골 노상공영주차장,서울 강북구 수유동 55-7,127.0192833426299,37.63340327286656
1501,20517514,색동공원공영주차장,서울 강북구 수유동 49-7,127.0205611969582,37.63313636532883
1502,1704553327,수유일공원 공영주차장,서울 강북구 수유동 605-407,127.0174394386979,37.63061500839996
1503,20517115,삼각산공원공영주차장,서울 강북구 수유동 605-407,127.017446247306,37.6306636606443
1507,20562875,은혜공영주차장,서울 강북구 미아동 791-1049,127.016983419985,37.6279607691772
1511,17255159,미아동공영주차장,서울 강북구 미아동 222-100,127.02234418111,37.6286266058003
1513,17281253,수유2동공영주차장,서울 강북구 수유동 660-30,127.021746596539,37.6460842046146
1518,26126563,벽산노상공영주차장,서울 강북구 수유동 605-264,127.0187267051068,37.64093199424149
1522,20512788,가오리공영주차장,서울 강북구 수유동 349-3,127.014987844393,37.64160556388
1523,1332996889,쌍문1동제2공영주차장,서울 도봉구 쌍문동 378-35,127.025772256517,37.6485809202978
1536,2112131308,미아동공영주차장 전기차충전소,서울 강북구 미아동 222-100,127.02235096683088,37.62858876308494
1538,1103481184,으뜸공원 공영주차장,서울 강북구 미아동 309-14,127.025219927134,37.6236742027152
1561,1706629496,냉천길 공영주차장 전기차충전소,서울 강북구 미아동 756-1,127.019538054392,37.6240068435818
1562,1634291467,도봉세무서 주차장,서울 강북구 미아동 327-5,127.028313088402,37.619564998116
1571,25612842,큰마을길 노상공영주차장,서울 강북구 미아동 309-63,127.02488913513287,37.62360219397666
1578,19122441,우이동공영주차장,서울 강북구 우이동 105-2,127.011591071911,37.6566992187203
1579,27210360,교통광장공영주차장,서울 강북구 우이동 265,127.012730012025,37.6633663653859
1580,20576207,백련지킴터입구공영주차장,서울 강북구 수유동 535-387,127.0048541404,37.644676970261
1581,17281277,우이동교통광장,서울 강북구 우이동 산 99-2,127.012870576661,37.663521318883
1585,734126719,아카데미노상공영주차장,서울 강북구 수유동 산 73-7,127.00408247205485,37.64400486539393
1586,26377469,아카데미노상공영주차장,서울 강북구 수유동 535-292,127.00529818551423,37.642922735069284
1587,1967396919,가오리공영주차장 전기차충전소,서울 강북구 수유동 349-3,127.01500597084714,37.641594749762454
1589,7985058,쌍문1동 제1공영주차장,서울 도봉구 쌍문동 460-103,127.022383273796,37.6532054568329
1590,11511922,쌍문3동 제2공영주차장,서울 도봉구 쌍문동 315-62,127.029326061909,37.6492468180553
1594,11511915,쌍문4동 제1공영주차장,서울 도봉구 쌍문동 137-139,127.030841142165,37.652111557755
1595,7986737,쌍문3동 제1공영주차장,서울 도봉구 쌍문동 143-17,127.034684213154,37.650521156555
1597,7982314,쌍문2동 1공영주차장,서울 도봉구 쌍문동 85-7,127.033651105937,37.6512926972168
1601,7983459,쌍문2동 제2공영주차장,서울 도봉구 쌍문동 81-102,127.033565864591,37.6532496561134
1604,2083046490,쌍문2동 제5공영주차장,서울 도봉구 쌍문동 715-2,127.040867514649,37.6600695889962
1605,8473129,쌍문2동 제3공영주차장,서울 도봉구 쌍문동 710-4,127.038705722703,37.6611911391217
1607,211340010,쌍문2동 제3공영주차장 전기차충전소,서울 도봉구 쌍문동 710-4,127.038687568743,37.6611515018951
1626,1725856698,학마을도서관 주차장,서울 도봉구 방학동 446-5,127.027830583539,37.6621600582705
1630,20516460,방학동도깨비시장 공영주차장,서울 도봉구 방학동 632-1,127.033988018598,37.6645045995601
1635,11511925,방학2동 제2공영주차장,서울 도봉구 방학동 632-14,127.03356237456937,37.66563635335651
1637,11156784,창5동 제1공영주차장,서울 도봉구 창동 690-1,127.039594202464,37.6525486242554
1638,10396768,방학1동 제1공영주차장,서울 도봉구 방학동 653-15,127.042890185753,37.6693886168484
1639,11511926,방학1동 제2공영주차장,서울 도봉구 방학동 684-4,127.039197778212,37.665858058471
1640,11511966,월드상가공영주차장,서울 도봉구 방학동 720-33,127.04779039970165,37.668026253051025
1642,10396769,방학2동 제1공영주차장,서울 도봉구 방학동 629-12,127.034646651228,37.6672325775058
1643,11511932,방학2동 제4공영주차장,서울 도봉구 방학동 600-13,127.03728215081,37.6700536441333
1644,11511929,방학2동 제3공영주차장,서울 도봉구 방학2동 612-28,127.031604906272,37.6681236004156
1645,989312102,방학2동 5공영주차장,서울 도봉구 방학동 599-7,127.039268410565,37.6708458619706
1663,1364113481,창1동제1공영주차장 여성안심택배보관함,서울 도봉구 창동 657-37,127.037184569937,37.6471254898384
1664,110393009,쏘카존 창1동공영주차장,서울 도봉구 창동 657-37,127.03729106547635,37.64708941688101
1665,98727608,도봉문화정보도서관 주차장,서울 도봉구 창동 418,127.043768852697,37.6446905747004
1670,1144956896,창2동 제4공영주차장 전기차충전소,서울 도봉구 창동 582-22,127.036203909287,37.6414072493768
1672,110280136,창3동 제1공영주차장 전기차충전소,서울 도봉구 창동 503-7,127.041214252051,37.6333048489067
1673,1765169832,창동역동측공영주차장,서울 도봉구 창동 1-9,127.049610831413,37.6545909684246
1674,25621592,창동역 노상공영주차장,서울 도봉구 창동 23-1,127.04967649911237,37.65279978753753
1675,11511963,구청별관공영주차장,서울 도봉구 창동 9,127.049974275255,37.6524149421604
1676,20513723,구청별관공영주차장,서울 도봉구 창동 38,127.052510641484,37.6431228994158
1677,241535518,노상공영주차장,서울 도봉구 창동 24,127.052050816498,37.6531492460548
1678,1078670573,구청별관 노상공영주차장,서울 도봉구 창동 9,127.050028678676,37.6524293348247
1679,20587404,창동서주차장,서울 도봉구 창동 330,127.045804078723,37.6524022193259
1680,17557499,노원구청 주차장,서울 노원구 상계동 701-1,127.056838136775,37.6539651287307
1681,20514407,노원구공영주차장,서울 노원구 상계동 739-4,127.056630334703,37.6549022503473
1682,27152950,구청사주변 노상공영주차장,서울 노원구 상계동 701-1,127.056185414567,37.6539870649954
1683,27132087,주공3단지상가주변 노상공영주차장,서울 노원구 상계동 735,127.058006850009,37.6529662712
1684,20576529,주공3단지 노상공영주차장,서울 노원구 상계동 736,127.05919914282941,37.65316029114047
1685,1778492517,창동역2번출구 공영주차장,서울 도봉구 창동 330,127.04566807781,37.6523752425711
1686,25621597,주공7단지옆 노상공영주차장,서울 노원구 상계동 693-5,127.06094683187422,37.656265988203714
1687,25625557,"상계6동1,2,3단지주변노상공영주차장",서울 노원구 상계동 737,127.059410863491,37.6514987726178
1703,7834806,도봉1동 제1공영주차장,서울 도봉구 도봉동 599-34,127.042480786016,37.6749676313984
