자치구,행정동,사업장명,경도,위도
구로구,구로동,일신건영아파트경로당,126.8857486,37.50366407
서초구,반포동,반포리체 경로당,127.0135325,37.50374567
영등포구,신길동,신성경로당,126.9131644,37.50381697
영등포구,대림동,대림성원아파트경로당,126.896608,37.50384148
강남구,대치동,동아(아)경로당,127.0570418,37.50395855
강남구,대치동,대치포스코더샵아파트경로당,127.0570418,37.50395855
강남구,대치동,대치포스코더샵아파트경로당,127.0570418,37.50395855
동작구,상도동,낙원,126.9448679,37.50395892
송파구,잠실동,현대아파트,127.0853123,37.50398314
동작구,흑석동,비개경로당,126.9686837,37.50399935
송파구,잠실동,신잠실,127.0824301,37.50402889
영등포구,신길동,에스티움2경로당,126.9140697,37.50416632
영등포구,신길동,에스티움경로당,126.9140697,37.50416632
영등포구,신길동,구립대신경로당,126.9140697,37.50416632
영등포구,신길동,래미안프레비뉴경로당,126.9140697,37.50416632
영등포구,신길동,구립수정경로당,126.9140697,37.50416632
영등포구,신길동,신길6동 분회 경로당,126.9140697,37.50416632
영등포구,신길동,우성아파트경로당,126.9140697,37.50416632
영등포구,신길동,구립신길5제2경로당,126.9140697,37.50416632
영등포구,신길동,경남아파트경로당,126.9140697,37.50416632
영등포구,신길동,삼성래미안아파트경로당,126.9140697,37.50416632
영등포구,신길동,구립신길7동제2경로당,126.9140697,37.50416632
영등포구,신길동,구립신길4경로당,126.9140697,37.50416632
송파구,송파동,삼익아파트,127.1213082,37.50421638
구로구,고척동,마젤란(아) 경로당,126.864106,37.50430339
구로구,고척동,경남2차(아)경로당,126.8568022,37.50433531
구로구,고척동,센츄리아파트 경로당,126.8623016,37.5044524
강남구,역삼동,테헤란경로당,127.0390519,37.50458954
영등포구,신길동,한성아파트경로당,126.9193267,37.50467702
구로구,고척동,고척벽산베스트블루밍경로당,126.8591159,37.5046994
구로구,고척동,구립국화경로당,126.8669786,37.50473491
동작구,상도동,삼성래미안1차아파트경로당,126.9339854,37.50479064
송파구,오금동,현대아파트,127.1257406,37.5048365
송파구,송파동,한양2차아파트,127.116178,37.50508785
서초구,반포동,서초구립반포2동경로당,126.9952532,37.50510569
서초구,반포동,아크로리버파크 경로당,127.0133591,37.50514468
서초구,반포동,엠브이(아)경로당,127.0133591,37.50514468
송파구,송파동,송파,127.1108618,37.50526766
구로구,고척동,경남1차(아)경로당,126.8627303,37.50534904
구로구,고척동,오금경로당,126.8658115,37.50547872
영등포구,대림동,현대3차아파트경로당,126.8956133,37.5055326
구로구,구로동,월드.진영경로당,126.8758767,37.50555054
송파구,송파동,한양1차아파트,127.1140957,37.5056922
영등포구,신길동,건영아파트경로당,126.9012886,37.50574372
영등포구,신길동,우성1차아파트경로당,126.9012886,37.50574372
동작구,흑석동,명수대현대A,126.9665908,37.50577502
동작구,흑석동,흑석경로당,126.9665908,37.50577502
동작구,흑석동,해피 경로당,126.9665908,37.50577502
동작구,흑석동,흑석한강센트레빌1차아파트 경로당,126.9665908,37.50577502
동작구,흑석동,흑석한강푸르지오(아)경로당,126.9665908,37.50577502
동작구,흑석동,흑석한강센트레빌2차(아)경로당,126.9665908,37.50577502
구로구,신도림동,대림2차(아)경로당,126.8805906,37.50584499
영등포구,신길동,구립신길7동경로당,126.9221873,37.50585746
구로구,고척동,삼덕경로당,126.8494132,37.50592685
송파구,송파동,미성아파트,127.1192554,37.5059447
동작구,상도동,브라운스톤상도아파트 경로당,126.9438242,37.50600452
구로구,구로동,태영타운 경로당,126.8886286,37.50607665
송파구,잠실동,잠전,127.0837747,37.50614467
송파구,삼전동,삼전제2,127.0954938,37.50616236
송파구,석촌동,석촌 오봉산,127.102485,37.50619615
양천구,신정동,오금 경로당,126.8637714,37.50633874
양천구,신정동,목동2차우성아파트제2분회 경로당,126.8651613,37.50634322
동작구,노량진동,신동아 우리아파트,126.9411702,37.50634363
송파구,송파동,송파1동 경로당,127.1100015,37.50634913
서초구,반포동,반포자이(아)경로당,127.0110346,37.50635181
동작구,상도1동,터널,126.9513178,37.50648853
구로구,고척동,덕의 경로당,126.8552818,37.5066449
서초구,반포동,구립반포1동경로당,127.0184803,37.50674201
영등포구,신길동,우성5차아파트경로당,126.9034925,37.50677269
구로구,신도림동,신도림,126.8841188,37.50684537
구로구,신도림동,대림3차(아)경로당,126.8779548,37.50685097
송파구,잠실동,우성아파트,127.0731419,37.50686533
영등포구,대림동,코오롱아파트경로당,126.8949138,37.50696449
동작구,노량진동,백로,126.9384329,37.50697654
영등포구,신길동,우신경로당,126.9134848,37.50697973
구로구,신도림동,대림5차(아)경로당,126.8807264,37.50703814
구로구,신도림동,신도림분회경로당,126.8843424,37.50705408
동작구,상도동,건영A,126.949774,37.50716796
서초구,잠원동,신반포6차아파트경로당,127.0015978,37.50721737
서초구,잠원동,신반포6차(아)경로당,127.0015978,37.50721737
구로구,신도림동,미성(아)경로당,126.8764712,37.50733426
영등포구,신길동,삼성아파트112동경로당,126.9135932,37.50740382
동작구,노량진동,신동아리버파크아파트 경로당,126.9451234,37.50742547
구로구,고척동,고척파크푸르지오 경로당,126.8581133,37.50761078
송파구,잠실동,서울놀이마당경로휴게실,127.1005637,37.50770455
구로구,신도림동,한신(아)경로당,126.8806102,37.50778091
구로구,신도림동,신성은하수(아),126.8873815,37.50783125
양천구,신정동,목동2차우성아파트 경로당,126.8667208,37.5078748
서초구,반포동,서초구립 반포복지관 경로당,127.0212672,37.50788762
구로구,고척동,한일유엔아이(아),126.851155,37.50799235
송파구,잠실동,아시아선수촌,127.0766462,37.50804541
양천구,신정동,학마을1단지아파트 경로당,126.8443191,37.50805265
양천구,신정동,신정6차현대아파트 경로당,126.841589,37.50812912
영등포구,신길동,삼환아파트경로당,126.9193314,37.50815409
동작구,대방동,대방,126.9263435,37.50816426
동작구,본동,상도한마음경로당,126.9504155,37.50817709
송파구,오금동,백토경로당,127.1325812,37.50820761
송파구,오금동,백토경로당,127.1325812,37.50820761
송파구,잠실동,신천,127.0866296,37.50822934
서초구,잠원동,신반포4차아파트 경로당,127.0059796,37.50835331
서초구,잠원동,신반포4차아파트경로당,127.0059796,37.50835331
양천구,신정동,목동3차우성아파트 경로당,126.8656363,37.50835813
송파구,방이동,코오롱아파트,127.1234748,37.50839759
영등포구,신길동,신기목련경로당,126.9149213,37.50840643
구로구,신도림동,대림7차e-편한세상(아)경로당,126.8827724,37.5084845
영등포구,신길동,구립신길3동경로당,126.9065508,37.50852301
구로구,신도림동,동아2차(아) 경로당,126.8858925,37.50854576
구로구,고척동,삼익1차(아)경로당,126.852971,37.50863218
동작구,본동,한신휴플러스101동아파트,126.9509953,37.50874388
송파구,오금동,현대백조(아)102동 경로당,127.1287598,37.50890308
송파구,오금동,현대백조(아)102동 경로당,127.1287598,37.50890308
송파구,오금동,백조 경로당,127.1287598,37.50890308
동작구,본동,한신휴플러스아파트경로당,126.949799,37.50905873
영등포구,도림동,동아에코빌(아) 경로당,126.8987237,37.5091514
영등포구,도림동,도림청구아파트경로당,126.8953435,37.50916657
송파구,잠실동,잠실4단지아파트,127.0942773,37.50926784
송파구,잠실동,레이크펠리스경로당,127.0942773,37.50926784
영등포구,도림동,구립미루나무길경로당,126.906463,37.50938376
송파구,오금동,현대백조아파트,127.1292595,37.50939106
양천구,신정동,학마을2단지아파트 경로당,126.8451852,37.50942566
영등포구,도림동,쌍용프레티넘시티경로당,126.894371,37.50943033
영등포구,도림동,구립모랫말경로당,126.8959445,37.50943884
영등포구,도림동,도림한라아파트경로당,126.8959445,37.50943884
영등포구,도림동,영등포아트자이아파트 경로당,126.8959445,37.50943884
서초구,잠원동,서초구립반포3동경로당,127.003267,37.50945769
구로구,신도림동,동아3차(아)경로당,126.8841997,37.50954946
서초구,잠원동,신반포11차아파트경로당,127.0132781,37.50962052
동작구,노량진동,우성아파트 경로당,126.9478042,37.5096291
동작구,본동,신동아A,126.951811,37.50968748
영등포구,도림동,구립도림2동경로당,126.8974845,37.50971076
송파구,송파동,호수,127.1070572,37.5097589
송파구,송파동,호수경로당,127.1070572,37.5097589
양천구,신정동,목동2차 삼성래미안1단지 아파트 경로당,126.8676782,37.50976366
동작구,본동,경동아파트경로당,126.9545203,37.50982425
강남구,삼성동,봉전경로당,127.0519001,37.50986314
동작구,대방동,대방주공2단지아파트경로당,126.9301475,37.50988983
동작구,대방동,대방주공1단지,126.9301475,37.50988983
송파구,잠실동,잠실3단지아파트,127.0911437,37.5099174
송파구,잠실동,트리지움 경로당,127.0911437,37.5099174
영등포구,신길동,구립창신경로당,126.92069,37.50996603
동작구,본동,본동삼성래미안아파트 경로당,126.9500794,37.51001644
서초구,잠원동,중앙하이츠(아)경로당,127.0048482,37.51019853
송파구,오금동,대림아파트,127.1291497,37.51023633
동작구,노량진동,노량진1동 경로당,126.9446283,37.51040559
동작구,노량진동,백송 경로당,126.9354363,37.51047759
양천구,신정동,목동2차삼성래미안 경로당,126.8682962,37.51049507
구로구,신도림동,대림4차e-편한세상경로당,126.8868468,37.51060034
동작구,노량진동,형인한강(아)경로당,126.9403933,37.51070581
동작구,대방동,대방2차현대아파트경로당,126.9313075,37.5107717
동작구,본동,본동SH Ville아파트경로당,126.9497034,37.5107861
동작구,노량진동,삼익아파트 경로당,126.9451323,37.51092858
송파구,방이동,왕천,127.125054,37.51101839
구로구,신도림동,동아1차(아),126.8829522,37.51104191
양천구,신정동,신트리아파트4단지 경로당,126.8507658,37.5112617
동작구,대방동,북대방 경로당,126.9262205,37.51131419
강남구,논현동,논현경로당,127.0299277,37.51132091
송파구,방이동,신구블레스밸리 경로당,127.1223267,37.51138994
양천구,신정동,학마을3단지(아)경로당,126.8467655,37.51142236
양천구,신정동,학마을3단지아파트 경로당,126.8467655,37.51142236
양천구,신정동,푸른마을3단지아파트 경로당,126.8368751,37.51142461
강남구,논현동,영동경로당,127.0389365,37.51150876
영등포구,영등포동,대우드림타운1단지경로당,126.9023899,37.5115335
구로구,신도림동,우성1차(아)경로당,126.8860207,37.51153875
구로구,신도림동,우성1차(아)경로당,126.8860207,37.51153875
서초구,잠원동,신반포8차(아) 경로당,127.0123762,37.51165454
서초구,잠원동,산반포8차아파트 경로당,127.0123762,37.51165454
서초구,잠원동,8차아파트경로당,127.0123762,37.51165454
동작구,노량진동,대한경로당,126.9426561,37.51168524
송파구,방이동,방이,127.1177918,37.51178126
양천구,신정동,신트리아파트3단지 경로당,126.85295,37.51189973
송파구,잠실동,잠실엘스,127.0882828,37.51195647
구로구,신도림동,신도림현대아파트경로당,126.8842544,37.51197222
강남구,논현동,논골경로당,127.0261265,37.51202955
양천구,신정동,목동아파트11단지 경로당,126.8584099,37.51205606
영등포구,영등포동,영등포푸르지오2단지경로당,126.9045448,37.51206172
동작구,대방동,대방2차e편한세상아파트경로당,126.9309544,37.51206254
송파구,잠실동,잠실1단지아파트,127.0821493,37.51208452
서초구,잠원동,녹원아파트경로당,127.0113244,37.51208884
동작구,대방동,대방1차e-편한세상경로당,126.9289679,37.51213921
구로구,신도림동,우성2차(아)경로당,126.8854807,37.51217749
동작구,본동,한강쌍용@경로당,126.9530681,37.51222269
양천구,신정동,신트리현대 경로당,126.8545932,37.51228992
양천구,신정동,수정아파트 경로당,126.8420701,37.51232619
서초구,잠원동,신반포7차아파트경로당,127.0078966,37.51244925
서초구,잠원동,신반포7차아파트경로당,127.0078966,37.51244925
양천구,신정동,신정e편한세상아파트경로당,126.8430022,37.51254466
서초구,잠원동,신반포10차아파트 경로당,127.0140026,37.51260889
서초구,잠원동,신반포10차(아)경로당,127.0140026,37.51260889
서초구,잠원동,월드메르디앙(아)경로당,127.0165175,37.51262262
구로구,신도림동,우성5차(아)경로당,126.8841795,37.51262709
강남구,논현동,아크로힐스논현(아)경로당,127.0301548,37.51264515
강남구,논현동,세심경로당,127.0301548,37.51264515
양천구,신정동,푸른마을1단지 경로당,126.836234,37.51265972
영등포구,문래동2가,남성아파트경로당,126.8930579,37.51274475
송파구,잠실동,잠이,127.0884172,37.51275106
강남구,삼성동,장수노인정,127.0505251,37.51276776
동작구,노량진동,충신 경로당,126.9493211,37.51280788
영등포구,영등포동,구립영등포본동경로당,126.9066312,37.51288456
양천구,신정동,신트리아파트2단지 경로당,126.8524981,37.51299569
구로구,신도림동,우성3차아파트경로당,126.8843476,37.51301919
구로구,신도림동,우성3차(아) 경로당,126.8843476,37.51301919
동작구,본동,유원A,126.9542043,37.51302936
동작구,본동,극동강변아파트경로당,126.9542043,37.51302936
동작구,본동,래미안트윈파크아파트 경로당,126.9542043,37.51302936
양천구,신정동,목동아파트12단지 경로당,126.8611325,37.51303679
양천구,신정동,푸른마을4단지아파트 경로당,126.8390449,37.51329032
영등포구,영등포동,영등포푸르지오1단지(아) 경로당,126.9061686,37.51341182
영등포구,신길동,구립신광경로당,126.9137831,37.51351908
양천구,신정동,푸른마을2단지 경로당,126.8353702,37.51355141
양천구,신월동,벽산블루밍2단지아파트경로당,126.8414964,37.51362404
양천구,신월동,벽산블루밍1단지아파트경로당,126.842179,37.51363955
양천구,신정동,신트리아파트1단지 경로당,126.8536879,37.51373671
강남구,삼성동,차관2차(아)경로당,127.0514859,37.51385891
강남구,삼성동,차관1차(아)경로당,127.0514859,37.51385891
동작구,대방동,신일해피트리아파트경로당,126.9277181,37.5141048
영등포구,문래동4가,리버뷰신안인스빌경로당,126.8885744,37.51418212
용산구,이촌동,한가람아파트(사립),126.9720978,37.51419543
동작구,대방동,우정아파트 경로당,126.9297028,37.51421457
영등포구,문래동4가,구립목화경로당,126.8902042,37.51426212
양천구,신월동,대주파크빌(아)경로당,126.8424976,37.51427842
송파구,방이동,몽촌,127.1139059,37.51428625
강남구,삼성동,청담삼성진흥아파트 경로당,127.062831,37.51432257
강남구,삼성동,롯데캐슬킹덤(아)경로당,127.062831,37.51432257
강남구,삼성동,삼성파크아파트경로당,127.062831,37.51432257
강남구,삼성동,힐스테이트1단지(아)경로당,127.062831,37.51432257
강남구,삼성동,삼성현대아파트경로당,127.062831,37.51432257
강남구,삼성동,롯데아파트경로당,127.062831,37.51432257
강남구,삼성동,청담삼성진흥,127.062831,37.51432257
강남구,삼성동,풍림(아)경로당,127.062831,37.51432257
영등포구,문래동4가,문래삼환아파트경로당,126.8898295,37.51445729
영등포구,문래동1가,문래현대홈타운경로당,126.9033098,37.51451244
서초구,잠원동,금호베스트빌(아)경로당,127.0141465,37.51461676
강남구,논현동,논현(아)경로당,127.0226686,37.51471571
영등포구,영등포동,두산위브아파트경로당,126.9130042,37.51485992
서초구,잠원동,래미안 신반포팰리스 경로당,127.0141028,37.51491869
서초구,잠원동,신반포청구(아) 경로당,127.0141028,37.51491869
양천구,신정동,목동아파트13단지 경로당,126.8677087,37.51513845
강남구,삼성동,해청(아)할아버지경로당,127.0447444,37.51527407
강남구,삼성동,롯데캐슬프레미어(아)경로당,127.0447444,37.51527407
양천구,신정동,대림아크로빌아파트경로당,126.8596031,37.51542562
양천구,신월동,강월 경로당,126.836308,37.51557087
영등포구,신길동,구립영길경로당,126.9178091,37.51567219
영등포구,신길동,구립율산경로당,126.9226378,37.51573015
서초구,잠원동,잠원한신(아)경로당,127.0107815,37.51596853
영등포구,문래동5가,현대3차아파트경로당,126.8844405,37.51610666
영등포구,문래동3가,문래자이아파트경로당,126.8967777,37.51614358
양천구,신정동,목동아파트14단지 경로당,126.8703375,37.51619095
강남구,논현동,한마음경로당,127.0304182,37.51640858
강남구,삼성동,삼성경로당,127.0653772,37.51652568
영등포구,영등포동,순영경로당,126.9133003,37.51653655
영등포구,신길동,구립방학경로당,126.9152174,37.51654199
송파구,신천동,한신코아아파트,127.1041843,37.51656738
영등포구,문래동3가,구립경원경로당,126.8968168,37.51659718
영등포구,문래동3가,문래공원한신아파트경로당,126.8968168,37.51659718
영등포구,문래동3가,문래제2경로당,126.8968168,37.51659718
양천구,신월동,신안약수아파트 경로당,126.8475844,37.51670492
송파구,잠실동,잠실5동,127.0936981,37.51681484
영등포구,문래동5가,문래두산위브,126.8858179,37.51687565
영등포구,문래동5가,문래대림아파트경로당,126.8858179,37.51687565
양천구,신정동,삼성아파트 경로당,126.8765545,37.51693877
강남구,삼성동,한솔(아)경로당,127.0457085,37.51698543
강남구,삼성동,서광(아)경로당,127.0427451,37.51702987
서초구,잠원동,신반포13차(아)경로당,127.0136226,37.51708548
서초구,잠원동,13차아파트경로당,127.0136226,37.51708548
양천구,신월동,시영아파트 경로당,126.8327752,37.51709484
양천구,신정동,신정현대아파트 경로당,126.8744737,37.5171421
영등포구,문래동5가,문래진주아파트경로당,126.8847857,37.51717396
영등포구,문래동3가,문래해태아파트경로당,126.9013905,37.51719773
용산구,이촌동,삼성리버스위트아파트 경로당,126.976811,37.51723599
양천구,신정동,목동아파트10단지 경로당,126.8586826,37.51740393
강남구,삼성동,한빛경로당,127.0448483,37.51744815
강남구,논현동,학리경로당,127.0363526,37.51751117
송파구,신천동,미성아파트,127.1070383,37.51751439
강남구,삼성동,상아2차(아)경로당,127.0499784,37.51752511
송파구,방이동,오륜1단지,127.1363716,37.51756165
송파구,방이동,오륜2단지(아)경로당,127.1363716,37.51756165
영등포구,문래동5가,현대5차아파트경로당,126.883159,37.51761349
영등포구,영등포동3가,영등포지회직할경로당,126.9072849,37.5177459
서초구,잠원동,강변(아) 경로당,127.0122877,37.51774966
서초구,잠원동,강변아파트경로당,127.0122877,37.51774966
영등포구,영등포동1가,영등포동1가경로당,126.9131372,37.51775341
용산구,이촌동,신용산(사립),126.9729878,37.5177546
서초구,잠원동,서초구립잠원동경로당,127.0173326,37.51788652
영등포구,영등포동3가,구립이화경로당,126.9095942,37.51804601
양천구,신월동,신도신월1차아파트경로당,126.8464393,37.51804845
서초구,잠원동,신반포16차(아)경로당,127.0109168,37.51808137
용산구,서빙고동,신동아아파트,126.9875011,37.51809797
양천구,신정동,쌍용아파트 경로당,126.8756317,37.51812307
양천구,신정동,현대아파트구십 경로당,126.8766646,37.51812785
양천구,신정동,경남아너스빌아파트 경로당,126.8714962,37.51813333
양천구,신월동,금실 경로당,126.8373189,37.51813743
용산구,이촌동,한강맨션할머니(사립),126.9747351,37.51819441
용산구,이촌동,한강맨션경로당,126.9747351,37.51819441
영등포구,영등포동3가,삼각지경로당,126.9078774,37.51827138
강남구,삼성동,아이파크 삼성동 경로당,127.0593398,37.51828726
강남구,삼성동,I PARK 삼상동 경로당,127.0593398,37.51828726
송파구,신천동,파크리오1,127.1013666,37.51829264
송파구,신천동,진주아파트,127.1107409,37.51837937
영등포구,문래동3가,문래건영아파트경로당,126.8924593,37.518398
영등포구,문래동6가,현대6차아파트경로당,126.8838247,37.51843145
서초구,잠원동,현대아파트경로당,127.0127152,37.51846051
영등포구,문래동3가,구립문래제1경로당,126.8939718,37.51846217
양천구,신정동,목동아파트9단지 경로당,126.8624046,37.51854206
양천구,신정동,신정숲속마을아파트,126.8543543,37.51855268
양천구,신정동,삼성쉐르빌아파트 경로당,126.8543543,37.51855268
양천구,신정동,갈산 경로당,126.8543543,37.51855268
양천구,신정동,양목 경로당,126.8543543,37.51855268
양천구,신정동,다락골 경로당,126.8543543,37.51855268
양천구,신정동,양천아파트 경로당,126.8543543,37.51855268
양천구,신정동,보람아파트 경로당,126.8543543,37.51855268
양천구,신정동,신정이펜하우스 2단지 경로당,126.8543543,37.51855268
양천구,신정동,목동2차우성아파트 우정경로당,126.8543543,37.51855268
양천구,신정동,양정 경로당,126.8543543,37.51855268
양천구,신정동,신정이펜하우스 5단지 경로당,126.8543543,37.51855268
양천구,신정동,신정이펜하우스 4단지 경로당,126.8543543,37.51855268
양천구,신정동,신정이펜하우스 1단지 경로당,126.8543543,37.51855268
양천구,신정동,신정이펜하우스 3단지 경로당,126.8543543,37.51855268
영등포구,문래동3가,일심경로당,126.8994384,37.51861589
양천구,신월동,자양 경로당,126.8399642,37.51861749
강남구,신사동,강남상가아파트경로당,127.0206689,37.51877248
양천구,신정동,신정명지해드는터아파트경로당,126.8725381,37.51880463
송파구,신천동,장미아파트,127.0992805,37.51888493
서초구,잠원동,롯데캐슬갤럭시 2차 경로당,127.0159396,37.51904118
양천구,신정동,청구아파트 경로당,126.8756162,37.51904866
영등포구,문래동3가,문래금호어울림아파트경로당,126.8976151,37.51907419
영등포구,문래동6가,베어스타운아파트경로당,126.885238,37.51912904
서초구,잠원동,잠원훼미리아파트경로당,127.0146577,37.51921406
양천구,신정동,양명 경로당,126.8545165,37.51926467
용산구,이촌동,강촌아파트,126.9794088,37.51929814
영등포구,여의도동,미성아파트경로당,126.9248324,37.51930918
영등포구,문래동6가,한신아파트경로당,126.8840429,37.51931041
강남구,논현동,동현경로당,127.0365754,37.51935401
강남구,청담동,청담삼성1차(아)경로당,127.04784,37.51943522
영등포구,문래동6가,현대1차아파트경로당,126.8828109,37.51952138
강남구,논현동,논현쌍용경로당,127.0381308,37.51963049
영등포구,당산동1가,신동아파밀리에(아)경로당,126.9003915,37.51978692
양천구,신정동,신정롯데캐슬(아) 어르신사랑방(경로당),126.8748107,37.5198451
양천구,신정동,장수 경로당,126.8514399,37.51984604
영등포구,문래동6가,문래미원아파트경로당,126.8864021,37.51988628
양천구,신월동,한울 경로당,126.8325697,37.51991414
강남구,삼성동,홍실(아)경로당,127.0596372,37.51996992
영등포구,당산동1가,코오롱아파트경로당,126.8992605,37.51998454
양천구,신월동,신월대성유니드(아)경로당,126.8408117,37.51999681
용산구,이촌동,이촌아파트경로당,126.9779375,37.5200749
양천구,신정동,단산 경로당,126.8739873,37.52012002
강남구,청담동,진흥(아)경로당,127.0514067,37.52012596
서초구,잠원동,롯데캐슬갤럭시1차(아)경로당,127.0164361,37.52018394
서초구,잠원동,롯데캐슬갤럭시1차(아)경로당,127.0164361,37.52018394
영등포구,여의도동,롯데캐슬아이비아파트경로당,126.9317436,37.52019518
용산구,이촌동,이촌1동2 경로당,126.9746963,37.52025716
양천구,신정동,목동현대아파트 경로당,126.8772354,37.5203887
영등포구,문래동6가,현대2차아파트경로당,126.8828608,37.52044217
양천구,신월동,대방샤인힐아파트경로당,126.8385052,37.52046445
용산구,서빙고동,서빙고할아버지경로당,126.9922696,37.52052397
용산구,서빙고동,서빙고(할아버지),126.9922696,37.52052397
영등포구,당산동1가,진로아파트경로당,126.8963365,37.52065289
양천구,신월동,금용아파트 경로당,126.8423085,37.52071944
영등포구,영등포동5가,중앙경로당,126.9068908,37.52075179
영등포구,여의도동,광장아파트경로당,126.9208124,37.52075743
영등포구,영등포동5가,할머니경로당,126.9077977,37.52077989
양천구,신정동,신정대성유니드2차아파트 경로당,126.848911,37.5210154
영등포구,영등포동5가,영등포로타리경로당,126.9066884,37.52107437
영등포구,영등포동5가,현대프라자경로당,126.9066884,37.52107437
영등포구,여의도동,시범아파트경로당,126.938297,37.52115052
영등포구,양평동1가,인화경로당,126.8913558,37.52115334
영등포구,당산동2가,대우아파트경로당,126.893017,37.52116891
서초구,잠원동,한강(아)경로당,127.0151306,37.52131839
용산구,동빙고동,동빙고경로당,126.9964914,37.52132976
강남구,신사동,학수정경로당,127.0235312,37.52136846
용산구,이촌동,이촌제1 경로당,126.9731416,37.52138154
양천구,신월동,동방아파트 경로당,126.8464684,37.52145068
양천구,신월동,밝은빛 경로당,126.8413896,37.52145297
송파구,신천동,파크리오4,127.1110229,37.52159433
송파구,신천동,파크리오3,127.1110229,37.52159433
송파구,신천동,파크리오2경로당,127.1110229,37.52159433
양천구,신정동,목동아파트8단지 경로당,126.8676566,37.52162697
영등포구,양평동1가,한신아파트경로당,126.8881181,37.52163713
양천구,신정동,현대아이파크 경로당,126.8721605,37.5216476
영등포구,당산동1가,당산코오롱(아) 경로당,126.8985474,37.52166231
양천구,신정동,남부법마을 경로당,126.8619772,37.5217121
양천구,신정동,꽃사슴 경로당,126.8485134,37.52175939
양천구,신월동,해태아파트 경로당,126.8430579,37.52177371
양천구,신정동,유원아파트 경로당,126.8733373,37.52184538
양천구,신정동,신정4동 제2구립 경로당,126.8550092,37.52204685
양천구,신월동,중앙 경로당,126.8450376,37.52207302
양천구,신월동,중앙경로당,126.8450376,37.52207302
영등포구,당산동1가,구립당산1가경로당,126.9001919,37.52209088
양천구,신월동,소망 경로당,126.8380699,37.52212134
영등포구,영등포동2가,영등포2동제2경로당,126.9100026,37.52212994
영등포구,양평동1가,신동아아파트경로당,126.88654,37.52215064
강남구,청담동,삼익(아)경로당,127.0600313,37.52217961
양천구,신월동,신월약수 경로당,126.8309795,37.52219493
영등포구,양평동2가,벽산아파트경로당,126.8829857,37.5222798
용산구,이촌동,한강대우아파트경로당,126.9718536,37.52233053
강남구,청담동,삼성청담공원(아),127.0505363,37.5224202
영등포구,당산동2가,당산2가경로당,126.8928302,37.5226444
양천구,신월동,지양경로당,126.8281939,37.52265159
용산구,동빙고동,동빙고할아버지경로당,126.9965134,37.52288786
영등포구,양평동1가,양남경로당,126.8887775,37.52291681
양천구,신월동,우당아파트 경로당,126.8475774,37.52299544
영등포구,양평동2가,신벽산아파트경로당,126.8821707,37.5230552
영등포구,당산동1가,구립당산1동경로당,126.8984693,37.52307006
양천구,신월동,늘푸른 경로당,126.8333361,37.52310612
용산구,이촌동,현대한강아파트(사립),126.9575762,37.52332404
용산구,이촌동,현대한강(아)경로당,126.9575762,37.52332404
영등포구,양평동1가,구립양평1동경로당,126.8882137,37.52332543
용산구,서빙고동,서빙고(할머니),126.9937347,37.52332599
양천구,신월동,신월4동 롯데캐슬아파트 경로당,126.8400929,37.52332801
양천구,신월동,신안파크아파트 경로당,126.8295794,37.52337656
영등포구,양평동1가,한신(아) 경로당,126.8882234,37.52346221
양천구,목동,목동현대아파트 경로당,126.8717366,37.52346726
양천구,목동,대림아파트 경로당,126.8742597,37.52350187
영등포구,당산동2가,현대아파트경로당,126.8948801,37.52350706
강남구,신사동,압구정복지센터경로당,127.03818,37.52356299
양천구,신월동,대림아파트 경로당,126.8448736,37.52371209
강남구,청담동,대우유로카운티경로당,127.0498066,37.52373652
강동구,둔촌동,둔촌1동제2(여)경로당,127.141642,37.52376921
영등포구,양평동2가,상록수아파트경로당,126.8835403,37.52377745
용산구,이촌동,동아그린아파트경로당,126.9580327,37.52393562
영등포구,영등포동7가,경남아파트경로당,126.902707,37.52396076
강남구,신사동,압구정1동경로당,127.0322631,37.52397858
강남구,신사동,로데오현대아파트경로당,127.0227745,37.52398503
영등포구,영등포동7가,구립영중경로당,126.9071146,37.52401557
영등포구,당산동3가,SH아파트경로당,126.9015219,37.52420944
양천구,신월동,당곡 경로당,126.8427967,37.5242367
강동구,둔촌동,둔촌1동제1(여)경로당,127.1362632,37.52433038
용산구,한강로3가,한강로2가,126.9694003,37.52435456
양천구,목동,청목경로당,126.8727789,37.52438173
영등포구,양평동2가,삼성아파트경로당,126.8825707,37.52439611
양천구,신월동,태양 경로당,126.8386005,37.52439799
영등포구,당산동3가,동부센트레빌경로당,126.9004349,37.52445676
용산구,동빙고동,용산 푸르지오파크타운 경로당,126.9944131,37.52450373
강동구,성내동,성내3동제2경로당,127.1313228,37.5248609
강남구,청담동,청담자이(아)경로당,127.049233,37.52502933
강남구,청담동,대림(아)경로당(청담동),127.049233,37.52502933
양천구,신월동,양천벽산블루밍아파트경로당,126.8387344,37.5250642
강남구,청담동,청담경로당,127.0440608,37.52515752
용산구,이촌동,이촌2동 할머니 경로당,126.9549285,37.52521831
용산구,이촌동,이촌2동 할아버지(사립),126.9549285,37.52521831
양천구,목동,오목 경로당,126.8722613,37.52522874
양천구,목동,월드메르디앙 3차아파트 경로당,126.8761026,37.52532456
용산구,보광동,보광동제1,127.0006222,37.52582166
영등포구,당산동3가,한양아파트 경로당,126.8967136,37.52584858
영등포구,당산동3가,동부센트레빌 경로당,126.8967136,37.52584858
양천구,목동,목1동 트라팰리스 경로당,126.871272,37.52585459
