,사업장명,위도,경도,ADDRESS
681,가락주공(아)경로당,37.50025511,127.1088159,가락동
682,우방(아)경로당,37.500322,127.1520394,마천동
683,동양아파트경로당,37.50039568,126.9586953,흑석동
684,현대동궁(아)경로당,37.50039639,127.0020841,반포동
685,궁전아파트경로당,37.50043245,127.00071409999998,반포동
686,돌마리,37.50051934,127.1034447,석촌동
687,삼호가든3차(아)경로당,37.5007039,127.0140459,반포동
688,송파제2,37.50070491,127.1118875,송파동
689,우리유앤미아파트경로당,37.500712,126.9596712,흑석동
690,아이파크상도동경로당,37.50075193,126.9427034,상도동
691,대치현대(아)경로당,37.50082803,127.0609733,대치동
692,덕영드림(아) 경로당,37.500846700000004,126.88406850000001,구로동
693,동아한신아파트경로당,37.50091391,126.865131,고척동
694,거성1차(아)경로당,37.50092786,126.8434926,개봉동
695,두산타워(아) 경로당,37.50101278,126.8896398,구로동
696,우성2차(아)경로당,37.50104518,127.065487,대치동
697,훙이경로당,37.50116248,127.1249706,가락동
698,성대,37.5012608,126.9302675,상도동
699,남서울아파트경로당,37.50126314,126.91060290000001,신길동
700,개봉건영(아)경로당,37.50130119,126.8407673,개봉동
701,미도1차(아)경로당,37.50135421,127.0087791,반포동
702,오금우방(아)경로당,37.50142488,127.13958429999998,오금동
703,한효(아)경로당,37.50151344,126.8613215,고척동
704,6.25참전자경로당,37.5015215,126.9058949,신길동
705,가락쌍용(아),37.50153578,127.12229070000001,가락동
706,소산경로당,37.50154167,126.85778629999999,고척동
707,밤동산경로당,37.50162896,126.88499170000001,구로동
708,하마천,37.50165879,127.145769,마천동
709,구로5동 경로당,37.50167889,126.88649869999999,구로동
710,구립벌말,37.50182486,127.14002690000001,오금동
711,한티경로당,37.50183269,127.0516081,대치동
712,선정경로당,37.50183804,127.03319280000001,역삼동
713,장수,37.50185372,126.9390062,상도동
714,고척1동경로당,37.50185767,126.8671625,고척동
715,대치경로당,37.50205638,127.06042190000001,대치동
716,오금제2,37.50208662,127.136234,오금동
717,SH-Ville아파트경로당,37.50212897,126.95436670000001,상도동
718,현대1차아파트경로당,37.50214185,126.89489840000002,대림동
719,상도2동 경로당,37.50223004,126.94618529999998,상도동
720,삼전제1,37.5022526,127.0927064,삼전동
721,래미안서초스위트(아) 경로당,37.50229521,127.0205055,서초동
722,미도2차아파트경로당,37.50236181,127.00749569999999,반포동
723,상방교경로당,37.50239676,127.031888,역삼동
724,장수경로당,37.50246069,126.86602450000001,고척동
725,다솜아파트경로당,37.50255996,126.8919524,구로동
726,서울가든아파트경로당,37.5026966,126.8605976,고척동
727,우성4차아파트,37.50281858,127.0829333,잠실동
728,래미안퍼스티지 시니어클럽 경로당,37.50293139,126.9992463,반포동
729,신길뉴타운한화꿈에그린아파트경로당,37.50296339,126.90960770000001,신길동
730,아남아파트,37.50298252,127.1361328,오금동
731,백곡경로당,37.50300828,126.8432262,개봉동
732,늘푸른노인정,37.5030164,127.05411219999999,대치동
733,고척대우(아)경로당,37.50302481,126.85547679999999,고척동
734,누에머리 경로당,37.50309108,127.1424061,오금동
735,우성꿈동산(아)경로당,37.50315848,126.86631270000001,고척동
736,현대아파트 경로당,37.50324263,126.94974979999999,상도1동
737,중앙하이츠아파트경로당,37.50324263,126.94974979999999,상도1동
738,구립신우경로당,37.50332041,126.89919309999999,대림동
739,반포본동아파트경로당,37.50342076,126.98177849999999,반포동
740,롯데(아)경로당,37.50349823,126.8842101,구로동
741,LG신도림자이아파트경로당,37.50355672,126.8921279,구로동
742,석촌,37.50357621,127.1074428,석촌동
743,일신건영아파트경로당,37.50366407,126.8857486,구로동
744,반포리체 경로당,37.50374567,127.0135325,반포동
745,신성경로당,37.50381697,126.91316440000001,신길동
746,대림성원아파트경로당,37.50384148,126.896608,대림동
747,동아(아)경로당,37.50395855,127.05704180000001,대치동
748,대치포스코더샵아파트경로당,37.50395855,127.05704180000001,대치동
749,대치포스코더샵아파트경로당,37.50395855,127.05704180000001,대치동
750,낙원,37.50395892,126.9448679,상도동
751,현대아파트,37.50398314,127.08531229999998,잠실동
752,비개경로당,37.50399935,126.9686837,흑석동
753,신잠실,37.50402889,127.0824301,잠실동
754,에스티움2경로당,37.50416632,126.9140697,신길동
755,에스티움경로당,37.50416632,126.9140697,신길동
756,구립대신경로당,37.50416632,126.9140697,신길동
757,래미안프레비뉴경로당,37.50416632,126.9140697,신길동
758,구립수정경로당,37.50416632,126.9140697,신길동
759,신길6동 분회 경로당,37.50416632,126.9140697,신길동
760,우성아파트경로당,37.50416632,126.9140697,신길동
761,구립신길5제2경로당,37.50416632,126.9140697,신길동
762,경남아파트경로당,37.50416632,126.9140697,신길동
763,삼성래미안아파트경로당,37.50416632,126.9140697,신길동
764,구립신길7동제2경로당,37.50416632,126.9140697,신길동
765,구립신길4경로당,37.50416632,126.9140697,신길동
766,삼익아파트,37.50421638,127.12130819999999,송파동
767,마젤란(아) 경로당,37.50430339,126.864106,고척동
768,경남2차(아)경로당,37.50433531,126.85680220000002,고척동
769,센츄리아파트 경로당,37.5044524,126.86230159999998,고척동
770,테헤란경로당,37.50458954,127.0390519,역삼동
771,한성아파트경로당,37.50467702,126.9193267,신길동
772,고척벽산베스트블루밍경로당,37.5046994,126.85911589999999,고척동
773,구립국화경로당,37.50473491,126.86697859999998,고척동
774,삼성래미안1차아파트경로당,37.50479064,126.93398540000001,상도동
775,현대아파트,37.504836499999996,127.1257406,오금동
776,한양2차아파트,37.50508785,127.116178,송파동
777,서초구립반포2동경로당,37.50510569,126.99525320000001,반포동
778,아크로리버파크 경로당,37.50514468,127.0133591,반포동
779,엠브이(아)경로당,37.50514468,127.0133591,반포동
780,송파,37.50526766,127.1108618,송파동
781,경남1차(아)경로당,37.50534904,126.86273030000001,고척동
782,오금경로당,37.50547872,126.86581149999999,고척동
783,현대3차아파트경로당,37.5055326,126.8956133,대림동
784,월드.진영경로당,37.50555054,126.8758767,구로동
785,한양1차아파트,37.5056922,127.1140957,송파동
786,건영아파트경로당,37.50574372,126.9012886,신길동
787,우성1차아파트경로당,37.50574372,126.9012886,신길동
788,명수대현대A,37.50577502,126.9665908,흑석동
789,흑석경로당,37.50577502,126.9665908,흑석동
790,해피 경로당,37.50577502,126.9665908,흑석동
791,흑석한강센트레빌1차아파트 경로당,37.50577502,126.9665908,흑석동
792,흑석한강푸르지오(아)경로당,37.50577502,126.9665908,흑석동
793,흑석한강센트레빌2차(아)경로당,37.50577502,126.9665908,흑석동
794,대림2차(아)경로당,37.50584499,126.88059059999999,신도림동
795,구립신길7동경로당,37.50585746,126.92218729999999,신길동
796,삼덕경로당,37.50592685,126.8494132,고척동
797,미성아파트,37.50594470000001,127.1192554,송파동
798,브라운스톤상도아파트 경로당,37.50600452,126.94382420000001,상도동
799,태영타운 경로당,37.50607665,126.88862859999999,구로동
800,잠전,37.50614467,127.08377469999999,잠실동
801,삼전제2,37.50616236,127.09549380000001,삼전동
802,석촌 오봉산,37.50619615,127.10248500000002,석촌동
803,오금 경로당,37.50633874,126.86377140000002,신정동
804,목동2차우성아파트제2분회 경로당,37.50634322,126.86516129999998,신정동
805,신동아 우리아파트,37.50634363,126.9411702,노량진동
806,송파1동 경로당,37.50634913,127.1100015,송파동
807,반포자이(아)경로당,37.50635181,127.01103459999999,반포동
808,터널,37.50648853,126.95131780000001,상도1동
809,덕의 경로당,37.5066449,126.8552818,고척동
810,구립반포1동경로당,37.50674201,127.01848030000001,반포동
811,우성5차아파트경로당,37.50677269,126.9034925,신길동
812,신도림,37.50684537,126.88411880000001,신도림동
813,대림3차(아)경로당,37.50685097,126.8779548,신도림동
814,우성아파트,37.50686533,127.0731419,잠실동
815,코오롱아파트경로당,37.50696449,126.8949138,대림동
816,백로,37.50697654,126.93843290000001,노량진동
817,우신경로당,37.50697973,126.9134848,신길동
818,대림5차(아)경로당,37.50703814,126.8807264,신도림동
819,신도림분회경로당,37.50705408,126.88434240000001,신도림동
820,건영A,37.50716796,126.949774,상도동
821,신반포6차아파트경로당,37.50721737,127.00159779999998,잠원동
822,신반포6차(아)경로당,37.50721737,127.00159779999998,잠원동
823,미성(아)경로당,37.50733426,126.87647120000001,신도림동
824,삼성아파트112동경로당,37.50740382,126.91359320000001,신길동
825,신동아리버파크아파트 경로당,37.50742547,126.94512340000001,노량진동
826,고척파크푸르지오 경로당,37.50761078,126.85811329999999,고척동
827,서울놀이마당경로휴게실,37.50770455,127.10056370000001,잠실동
828,한신(아)경로당,37.50778091,126.88061019999999,신도림동
829,신성은하수(아),37.50783125,126.88738149999999,신도림동
830,목동2차우성아파트 경로당,37.507874799999996,126.86672079999998,신정동
831,서초구립 반포복지관 경로당,37.50788762,127.0212672,반포동
832,한일유엔아이(아),37.50799235,126.851155,고척동
833,아시아선수촌,37.50804541,127.0766462,잠실동
834,학마을1단지아파트 경로당,37.50805265,126.84431909999999,신정동
835,신정6차현대아파트 경로당,37.50812912,126.84158899999998,신정동
836,삼환아파트경로당,37.50815409,126.9193314,신길동
837,대방,37.50816426,126.9263435,대방동
838,상도한마음경로당,37.50817709,126.9504155,본동
839,백토경로당,37.50820761,127.13258119999999,오금동
840,백토경로당,37.50820761,127.13258119999999,오금동
841,신천,37.50822934,127.08662959999998,잠실동
842,신반포4차아파트 경로당,37.50835331,127.00597959999999,잠원동
843,신반포4차아파트경로당,37.50835331,127.00597959999999,잠원동
844,목동3차우성아파트 경로당,37.50835813,126.86563629999999,신정동
845,코오롱아파트,37.50839759,127.1234748,방이동
846,신기목련경로당,37.50840643,126.9149213,신길동
847,대림7차e-편한세상(아)경로당,37.508484499999994,126.88277240000002,신도림동
848,구립신길3동경로당,37.50852301,126.90655079999999,신길동
849,동아2차(아) 경로당,37.50854576,126.88589250000001,신도림동
850,삼익1차(아)경로당,37.50863218,126.852971,고척동
851,한신휴플러스101동아파트,37.50874388,126.9509953,본동
852,현대백조(아)102동 경로당,37.50890308,127.1287598,오금동
853,현대백조(아)102동 경로당,37.50890308,127.1287598,오금동
854,백조 경로당,37.50890308,127.1287598,오금동
855,한신휴플러스아파트경로당,37.50905873,126.949799,본동
856,동아에코빌(아) 경로당,37.50915139999999,126.89872369999999,도림동
857,도림청구아파트경로당,37.50916657,126.89534350000001,도림동
858,잠실4단지아파트,37.50926784,127.0942773,잠실동
859,레이크펠리스경로당,37.50926784,127.0942773,잠실동
860,구립미루나무길경로당,37.50938376,126.90646299999999,도림동
861,현대백조아파트,37.50939106,127.1292595,오금동
862,학마을2단지아파트 경로당,37.50942566,126.84518519999999,신정동
863,쌍용프레티넘시티경로당,37.50943033,126.89437099999999,도림동
864,구립모랫말경로당,37.50943884,126.89594450000001,도림동
865,도림한라아파트경로당,37.50943884,126.89594450000001,도림동
866,영등포아트자이아파트 경로당,37.50943884,126.89594450000001,도림동
867,서초구립반포3동경로당,37.50945769,127.003267,잠원동
868,동아3차(아)경로당,37.50954946,126.8841997,신도림동
869,신반포11차아파트경로당,37.50962052,127.0132781,잠원동
870,우성아파트 경로당,37.509629100000005,126.94780420000001,노량진동
871,신동아A,37.50968748,126.951811,본동
872,구립도림2동경로당,37.50971076,126.89748449999999,도림동
873,호수,37.5097589,127.10705719999999,송파동
874,호수경로당,37.5097589,127.10705719999999,송파동
875,목동2차 삼성래미안1단지 아파트 경로당,37.50976366,126.86767820000001,신정동
876,경동아파트경로당,37.50982425,126.9545203,본동
877,봉전경로당,37.50986314,127.0519001,삼성동
878,대방주공2단지아파트경로당,37.50988983,126.9301475,대방동
879,대방주공1단지,37.50988983,126.9301475,대방동
880,잠실3단지아파트,37.5099174,127.09114369999999,잠실동
881,트리지움 경로당,37.5099174,127.09114369999999,잠실동
882,구립창신경로당,37.50996603,126.92069,신길동
883,본동삼성래미안아파트 경로당,37.51001644,126.95007939999999,본동
884,중앙하이츠(아)경로당,37.51019853,127.00484820000001,잠원동
885,대림아파트,37.51023633,127.1291497,오금동
886,노량진1동 경로당,37.51040559,126.9446283,노량진동
887,백송 경로당,37.51047759,126.93543629999999,노량진동
888,목동2차삼성래미안 경로당,37.51049507,126.8682962,신정동
889,대림4차e-편한세상경로당,37.51060034,126.88684679999999,신도림동
890,형인한강(아)경로당,37.51070581,126.9403933,노량진동
891,대방2차현대아파트경로당,37.5107717,126.93130749999999,대방동
892,본동SH Ville아파트경로당,37.510786100000004,126.9497034,본동
893,삼익아파트 경로당,37.51092858,126.94513229999998,노량진동
894,왕천,37.51101839,127.125054,방이동
895,동아1차(아),37.51104191,126.8829522,신도림동
896,신트리아파트4단지 경로당,37.511261700000006,126.8507658,신정동
897,북대방 경로당,37.51131419,126.92622050000001,대방동
898,논현경로당,37.51132091,127.0299277,논현동
899,신구블레스밸리 경로당,37.51138994,127.1223267,방이동
900,학마을3단지(아)경로당,37.51142236,126.8467655,신정동
901,학마을3단지아파트 경로당,37.51142236,126.8467655,신정동
902,푸른마을3단지아파트 경로당,37.51142461,126.83687509999999,신정동
903,영동경로당,37.51150876,127.0389365,논현동
904,대우드림타운1단지경로당,37.5115335,126.9023899,영등포동
905,우성1차(아)경로당,37.51153875,126.88602069999999,신도림동
906,우성1차(아)경로당,37.51153875,126.88602069999999,신도림동
907,신반포8차(아) 경로당,37.51165454,127.0123762,잠원동
908,산반포8차아파트 경로당,37.51165454,127.0123762,잠원동
909,8차아파트경로당,37.51165454,127.0123762,잠원동
910,대한경로당,37.51168524,126.9426561,노량진동
911,방이,37.51178126,127.1177918,방이동
912,신트리아파트3단지 경로당,37.51189973,126.85295,신정동
913,잠실엘스,37.51195647,127.0882828,잠실동
914,신도림현대아파트경로당,37.51197222,126.8842544,신도림동
915,논골경로당,37.51202955,127.02612649999999,논현동
916,목동아파트11단지 경로당,37.51205606,126.85840990000001,신정동
917,영등포푸르지오2단지경로당,37.51206172,126.90454479999998,영등포동
918,대방2차e편한세상아파트경로당,37.51206254,126.9309544,대방동
919,잠실1단지아파트,37.51208452,127.0821493,잠실동
920,녹원아파트경로당,37.51208884,127.01132439999999,잠원동
921,대방1차e-편한세상경로당,37.51213921,126.9289679,대방동
922,우성2차(아)경로당,37.51217749,126.8854807,신도림동
923,한강쌍용@경로당,37.51222269,126.95306809999998,본동
924,신트리현대 경로당,37.51228992,126.8545932,신정동
925,수정아파트 경로당,37.51232619,126.84207009999999,신정동
926,신반포7차아파트경로당,37.51244925,127.0078966,잠원동
927,신반포7차아파트경로당,37.51244925,127.0078966,잠원동
928,신정e편한세상아파트경로당,37.51254466,126.84300220000002,신정동
929,신반포10차아파트 경로당,37.51260889,127.01400259999998,잠원동
930,신반포10차(아)경로당,37.51260889,127.01400259999998,잠원동
931,월드메르디앙(아)경로당,37.51262262,127.0165175,잠원동
932,우성5차(아)경로당,37.51262709,126.88417949999999,신도림동
933,아크로힐스논현(아)경로당,37.51264515,127.03015479999999,논현동
934,세심경로당,37.51264515,127.03015479999999,논현동
935,푸른마을1단지 경로당,37.51265972,126.836234,신정동
936,남성아파트경로당,37.51274475,126.89305790000002,문래동2가
937,잠이,37.51275106,127.0884172,잠실동
938,장수노인정,37.51276776,127.05052509999999,삼성동
939,충신 경로당,37.51280788,126.94932109999999,노량진동
940,구립영등포본동경로당,37.51288456,126.90663119999999,영등포동
941,신트리아파트2단지 경로당,37.51299569,126.85249809999999,신정동
942,우성3차아파트경로당,37.51301919,126.8843476,신도림동
943,우성3차(아) 경로당,37.51301919,126.8843476,신도림동
944,유원A,37.51302936,126.9542043,본동
945,극동강변아파트경로당,37.51302936,126.9542043,본동
946,래미안트윈파크아파트 경로당,37.51302936,126.9542043,본동
947,목동아파트12단지 경로당,37.51303679,126.8611325,신정동
948,푸른마을4단지아파트 경로당,37.51329032,126.8390449,신정동
949,영등포푸르지오1단지(아) 경로당,37.51341182,126.9061686,영등포동
950,구립신광경로당,37.51351908,126.9137831,신길동
951,푸른마을2단지 경로당,37.51355141,126.8353702,신정동
952,벽산블루밍2단지아파트경로당,37.51362404,126.84149640000001,신월동
953,벽산블루밍1단지아파트경로당,37.51363955,126.842179,신월동
954,신트리아파트1단지 경로당,37.51373671,126.8536879,신정동
955,차관2차(아)경로당,37.51385891,127.05148590000002,삼성동
956,차관1차(아)경로당,37.51385891,127.05148590000002,삼성동
957,신일해피트리아파트경로당,37.5141048,126.92771809999999,대방동
958,리버뷰신안인스빌경로당,37.51418212,126.8885744,문래동4가
959,한가람아파트(사립),37.51419543,126.97209779999999,이촌동
960,우정아파트 경로당,37.51421457,126.92970279999999,대방동
961,구립목화경로당,37.51426212,126.89020420000001,문래동4가
962,대주파크빌(아)경로당,37.51427842,126.8424976,신월동
963,몽촌,37.51428625,127.1139059,방이동
964,청담삼성진흥아파트 경로당,37.51432257,127.062831,삼성동
965,롯데캐슬킹덤(아)경로당,37.51432257,127.062831,삼성동
966,삼성파크아파트경로당,37.51432257,127.062831,삼성동
967,힐스테이트1단지(아)경로당,37.51432257,127.062831,삼성동
968,삼성현대아파트경로당,37.51432257,127.062831,삼성동
969,롯데아파트경로당,37.51432257,127.062831,삼성동
970,청담삼성진흥,37.51432257,127.062831,삼성동
971,풍림(아)경로당,37.51432257,127.062831,삼성동
972,문래삼환아파트경로당,37.51445729,126.88982949999999,문래동4가
973,문래현대홈타운경로당,37.51451244,126.9033098,문래동1가
974,금호베스트빌(아)경로당,37.51461676,127.01414650000001,잠원동
975,논현(아)경로당,37.51471571,127.0226686,논현동
976,두산위브아파트경로당,37.51485992,126.91300420000002,영등포동
977,래미안 신반포팰리스 경로당,37.51491869,127.01410279999999,잠원동
978,신반포청구(아) 경로당,37.51491869,127.01410279999999,잠원동
979,목동아파트13단지 경로당,37.51513845,126.86770870000001,신정동
980,해청(아)할아버지경로당,37.51527407,127.04474440000001,삼성동
981,롯데캐슬프레미어(아)경로당,37.51527407,127.04474440000001,삼성동
982,대림아크로빌아파트경로당,37.51542562,126.8596031,신정동
983,강월 경로당,37.51557087,126.836308,신월동
984,구립영길경로당,37.51567219,126.9178091,신길동
985,구립율산경로당,37.51573015,126.9226378,신길동
986,잠원한신(아)경로당,37.51596853,127.0107815,잠원동
987,현대3차아파트경로당,37.51610666,126.8844405,문래동5가
988,문래자이아파트경로당,37.51614358,126.8967777,문래동3가
989,목동아파트14단지 경로당,37.51619095,126.8703375,신정동
990,한마음경로당,37.51640858,127.0304182,논현동
991,삼성경로당,37.51652568,127.06537720000001,삼성동
992,순영경로당,37.51653655,126.9133003,영등포동
993,구립방학경로당,37.51654199,126.91521740000002,신길동
994,한신코아아파트,37.51656738,127.10418429999999,신천동
995,구립경원경로당,37.51659718,126.89681680000001,문래동3가
996,문래공원한신아파트경로당,37.51659718,126.89681680000001,문래동3가
997,문래제2경로당,37.51659718,126.89681680000001,문래동3가
998,신안약수아파트 경로당,37.51670492,126.8475844,신월동
999,잠실5동,37.51681484,127.0936981,잠실동
1000,문래두산위브,37.51687565,126.8858179,문래동5가
1001,문래대림아파트경로당,37.51687565,126.8858179,문래동5가
1002,삼성아파트 경로당,37.51693877,126.8765545,신정동
1003,한솔(아)경로당,37.51698543,127.04570849999999,삼성동
1004,서광(아)경로당,37.51702987,127.04274509999999,삼성동
1005,신반포13차(아)경로당,37.51708548,127.0136226,잠원동
1006,13차아파트경로당,37.51708548,127.0136226,잠원동
1007,시영아파트 경로당,37.51709484,126.83277520000001,신월동
1008,신정현대아파트 경로당,37.5171421,126.8744737,신정동
1009,문래진주아파트경로당,37.51717396,126.88478570000001,문래동5가
1010,문래해태아파트경로당,37.51719773,126.9013905,문래동3가
1011,삼성리버스위트아파트 경로당,37.51723599,126.97681100000001,이촌동
1012,목동아파트10단지 경로당,37.51740393,126.8586826,신정동
1013,한빛경로당,37.51744815,127.0448483,삼성동
1014,학리경로당,37.51751117,127.03635259999999,논현동
1015,미성아파트,37.51751439,127.10703829999999,신천동
1016,상아2차(아)경로당,37.51752511,127.0499784,삼성동
1017,오륜1단지,37.51756165,127.1363716,방이동
1018,오륜2단지(아)경로당,37.51756165,127.1363716,방이동
1019,현대5차아파트경로당,37.51761349,126.883159,문래동5가
1020,영등포지회직할경로당,37.517745899999994,126.90728490000002,영등포동3가
1021,강변(아) 경로당,37.51774966,127.01228770000002,잠원동
1022,강변아파트경로당,37.51774966,127.01228770000002,잠원동
1023,영등포동1가경로당,37.51775341,126.9131372,영등포동1가
1024,신용산(사립),37.5177546,126.9729878,이촌동
1025,서초구립잠원동경로당,37.51788652,127.01733259999999,잠원동
1026,구립이화경로당,37.51804601,126.9095942,영등포동3가
1027,신도신월1차아파트경로당,37.51804845,126.84643929999999,신월동
1028,신반포16차(아)경로당,37.51808137,127.0109168,잠원동
1029,신동아아파트,37.51809797,126.98750109999999,서빙고동
1030,쌍용아파트 경로당,37.51812307,126.8756317,신정동
1031,현대아파트구십 경로당,37.51812785,126.8766646,신정동
1032,경남아너스빌아파트 경로당,37.51813333,126.87149620000001,신정동
1033,금실 경로당,37.51813743,126.8373189,신월동
1034,한강맨션할머니(사립),37.51819441,126.9747351,이촌동
1035,한강맨션경로당,37.51819441,126.9747351,이촌동
1036,삼각지경로당,37.51827138,126.9078774,영등포동3가
1037,아이파크 삼성동 경로당,37.51828726,127.0593398,삼성동
1038,I PARK 삼상동 경로당,37.51828726,127.0593398,삼성동
1039,파크리오1,37.51829264,127.10136659999999,신천동
1040,진주아파트,37.51837937,127.1107409,신천동
1041,문래건영아파트경로당,37.518398,126.89245929999998,문래동3가
1042,현대6차아파트경로당,37.51843145,126.88382469999999,문래동6가
1043,현대아파트경로당,37.51846051,127.0127152,잠원동
1044,구립문래제1경로당,37.51846217,126.89397179999999,문래동3가
1045,목동아파트9단지 경로당,37.51854206,126.86240459999999,신정동
1046,신정숲속마을아파트,37.51855268,126.85435430000001,신정동
1047,삼성쉐르빌아파트 경로당,37.51855268,126.85435430000001,신정동
1048,갈산 경로당,37.51855268,126.85435430000001,신정동
1049,양목 경로당,37.51855268,126.85435430000001,신정동
1050,다락골 경로당,37.51855268,126.85435430000001,신정동
1051,양천아파트 경로당,37.51855268,126.85435430000001,신정동
1052,보람아파트 경로당,37.51855268,126.85435430000001,신정동
1053,신정이펜하우스 2단지 경로당,37.51855268,126.85435430000001,신정동
1054,목동2차우성아파트 우정경로당,37.51855268,126.85435430000001,신정동
1055,양정 경로당,37.51855268,126.85435430000001,신정동
1056,신정이펜하우스 5단지 경로당,37.51855268,126.85435430000001,신정동
1057,신정이펜하우스 4단지 경로당,37.51855268,126.85435430000001,신정동
1058,신정이펜하우스 1단지 경로당,37.51855268,126.85435430000001,신정동
1059,신정이펜하우스 3단지 경로당,37.51855268,126.85435430000001,신정동
1060,일심경로당,37.51861589,126.89943840000001,문래동3가
1061,자양 경로당,37.51861749,126.8399642,신월동
1062,강남상가아파트경로당,37.51877248,127.0206689,신사동
1063,신정명지해드는터아파트경로당,37.51880463,126.8725381,신정동
1064,장미아파트,37.51888493,127.09928049999999,신천동
1065,롯데캐슬갤럭시 2차 경로당,37.51904118,127.0159396,잠원동
1066,청구아파트 경로당,37.51904866,126.8756162,신정동
1067,문래금호어울림아파트경로당,37.51907419,126.89761509999998,문래동3가
1068,베어스타운아파트경로당,37.51912904,126.88523799999999,문래동6가
1069,잠원훼미리아파트경로당,37.51921406,127.0146577,잠원동
1070,양명 경로당,37.51926467,126.8545165,신정동
1071,강촌아파트,37.51929814,126.9794088,이촌동
1072,미성아파트경로당,37.51930918,126.9248324,여의도동
1073,한신아파트경로당,37.51931041,126.8840429,문래동6가
1074,동현경로당,37.51935401,127.03657539999999,논현동
1075,청담삼성1차(아)경로당,37.51943522,127.04784,청담동
1076,현대1차아파트경로당,37.51952138,126.88281090000002,문래동6가
1077,논현쌍용경로당,37.51963049,127.03813079999999,논현동
1078,신동아파밀리에(아)경로당,37.51978692,126.9003915,당산동1가
1079,신정롯데캐슬(아) 어르신사랑방(경로당),37.5198451,126.87481070000001,신정동
1080,장수 경로당,37.51984604,126.8514399,신정동
1081,문래미원아파트경로당,37.51988628,126.8864021,문래동6가
1082,한울 경로당,37.51991414,126.8325697,신월동
1083,홍실(아)경로당,37.51996992,127.0596372,삼성동
1084,코오롱아파트경로당,37.51998454,126.8992605,당산동1가
1085,신월대성유니드(아)경로당,37.51999681,126.8408117,신월동
1086,이촌아파트경로당,37.520074900000004,126.9779375,이촌동
1087,단산 경로당,37.52012002,126.8739873,신정동
1088,진흥(아)경로당,37.52012596,127.0514067,청담동
1089,롯데캐슬갤럭시1차(아)경로당,37.52018394,127.0164361,잠원동
1090,롯데캐슬갤럭시1차(아)경로당,37.52018394,127.0164361,잠원동
1091,롯데캐슬아이비아파트경로당,37.52019518,126.9317436,여의도동
1092,이촌1동2 경로당,37.52025716,126.9746963,이촌동
1093,목동현대아파트 경로당,37.520388700000005,126.8772354,신정동
1094,현대2차아파트경로당,37.52044217,126.8828608,문래동6가
1095,대방샤인힐아파트경로당,37.52046445,126.83850520000001,신월동
1096,서빙고할아버지경로당,37.52052397,126.9922696,서빙고동
1097,서빙고(할아버지),37.52052397,126.9922696,서빙고동
1098,진로아파트경로당,37.52065289,126.8963365,당산동1가
1099,금용아파트 경로당,37.52071944,126.8423085,신월동
1100,중앙경로당,37.52075179,126.9068908,영등포동5가
1101,광장아파트경로당,37.52075743,126.9208124,여의도동
1102,할머니경로당,37.52077989,126.90779769999999,영등포동5가
1103,신정대성유니드2차아파트 경로당,37.521015399999996,126.84891100000002,신정동
1104,영등포로타리경로당,37.52107437,126.90668840000001,영등포동5가
1105,현대프라자경로당,37.52107437,126.90668840000001,영등포동5가
1106,시범아파트경로당,37.52115052,126.93829699999999,여의도동
1107,인화경로당,37.52115334,126.8913558,양평동1가
1108,대우아파트경로당,37.52116891,126.89301699999999,당산동2가
1109,한강(아)경로당,37.52131839,127.01513059999999,잠원동
1110,동빙고경로당,37.52132976,126.99649140000001,동빙고동
1111,학수정경로당,37.52136846,127.0235312,신사동
1112,이촌제1 경로당,37.52138154,126.97314159999999,이촌동
1113,동방아파트 경로당,37.52145068,126.8464684,신월동
1114,밝은빛 경로당,37.52145297,126.8413896,신월동
1115,파크리오4,37.52159433,127.11102290000001,신천동
1116,파크리오3,37.52159433,127.11102290000001,신천동
1117,파크리오2경로당,37.52159433,127.11102290000001,신천동
1118,목동아파트8단지 경로당,37.52162697,126.86765659999999,신정동
1119,한신아파트경로당,37.52163713,126.88811809999999,양평동1가
1120,현대아이파크 경로당,37.5216476,126.87216049999999,신정동
1121,당산코오롱(아) 경로당,37.52166231,126.89854740000001,당산동1가
1122,남부법마을 경로당,37.5217121,126.86197720000001,신정동
1123,꽃사슴 경로당,37.52175939,126.8485134,신정동
1124,해태아파트 경로당,37.52177371,126.84305790000002,신월동
1125,유원아파트 경로당,37.52184538,126.87333729999999,신정동
1126,신정4동 제2구립 경로당,37.52204685,126.8550092,신정동
1127,중앙 경로당,37.52207302,126.8450376,신월동
1128,중앙경로당,37.52207302,126.8450376,신월동
1129,구립당산1가경로당,37.52209088,126.9001919,당산동1가
1130,소망 경로당,37.52212134,126.83806990000001,신월동
1131,영등포2동제2경로당,37.52212994,126.91000259999998,영등포동2가
1132,신동아아파트경로당,37.52215064,126.88654,양평동1가
1133,삼익(아)경로당,37.52217961,127.0600313,청담동
1134,신월약수 경로당,37.52219493,126.8309795,신월동
1135,벽산아파트경로당,37.52227979999999,126.8829857,양평동2가
1136,한강대우아파트경로당,37.52233053,126.97185359999999,이촌동
1137,삼성청담공원(아),37.522420200000006,127.05053629999999,청담동
1138,당산2가경로당,37.5226444,126.89283020000002,당산동2가
1139,지양경로당,37.52265159,126.8281939,신월동
1140,동빙고할아버지경로당,37.52288786,126.99651340000001,동빙고동
1141,양남경로당,37.52291681,126.88877749999999,양평동1가
1142,우당아파트 경로당,37.52299544,126.84757739999999,신월동
1143,신벽산아파트경로당,37.5230552,126.88217069999999,양평동2가
