전철역코드,전철역명,전철명명(영문),호선,외부코드,검색키워드,주소,위도,경도,환승역
2814,몽촌토성역,Mongchontoseong,8호선,813,몽촌토성역 8호선,서울 송파구 올림픽로 지하 383,37.5176236317445,127.112429917071,0
2815,잠실역,Jamsil,8호선,814,잠실역 8호선,서울 송파구 올림픽로 305,37.5149771693164,127.10421637903,1
4127,선정릉역,Seonjeongneung,9호선,927,선정릉역 9호선,서울 강남구 선릉로 지하 580,37.5108538860091,127.043641042222,1
4128,삼성중앙역,Samseong Jungang,9호선,928,삼성중앙역 9호선,서울 강남구 봉은사로 지하 501,37.5128830348855,127.052705651591,0
4129,봉은사역,Bongeunsa,9호선,929,봉은사역 9호선,서울 강남구 봉은사로 지하 601,37.5143606191744,127.060891874786,0
4130,종합운동장역,Sports Complex,9호선,930,종합운동장역 9호선,서울 송파구 올림픽로 지하 23,37.5109692748993,127.073356018706,1
4131,삼전역,Samjeon,9호선,931,삼전역 9호선,서울 송파구 백제고분로 지하 189,37.504499567472,127.087450657756,0
4138,중앙보훈병원역,VHS Medical Center,9호선,938,중앙보훈병원역 9호선,서울 강동구 동남로 지하 625,37.5288957241892,127.148541966332,0
2729,건대입구역,Konkuk Univ.,7호선,727,건대입구역 7호선,서울 광진구 능동로 지하 110,37.5408416053893,127.07104643853,1
2730,뚝섬유원지역,Ttukseom Park,7호선,728,뚝섬유원지역 7호선,서울 광진구 능동로 10,37.5315862608622,127.06671773793,0
2731,청담역,Cheongdam,7호선,729,청담역 7호선,서울 강남구 학동로 지하 508,37.5194406566749,127.053644513011,0
0423,충무로역,Chungmuro,4호선,423,충무로역 4호선,서울 중구 퇴계로 지하 199,37.5611721437347,126.994110800073,1
0424,명동역,Myeong-dong,4호선,424,명동역 4호선,서울 중구 퇴계로 지하 126,37.5609100751113,126.985947030389,0
0425,회현역,Hoehyeon,4호선,425,회현역 4호선,서울 중구 퇴계로 지하 54,37.5585353196435,126.978239147279,0
0426,서울역,Seoul Station,4호선,426,서울역 4호선,서울 용산구 한강대로 지하 392,37.5532000173323,126.972805485095,1
0427,숙대입구역,Sookmyung Women`s Univ.,4호선,427,숙대입구역 4호선,서울 용산구 한강대로 지하 306,37.5451939759064,126.971872351838,0
0428,삼각지역,Samgakji,4호선,428,삼각지역 4호선,서울 용산구 한강대로 지하 180,37.5345937063675,126.973011032988,1
0429,신용산역,Sinyongsan,4호선,429,신용산역 4호선,서울 용산구 한강대로 지하 112,37.5296155628471,126.968215931799,0
0431,동작역,Dongjak,4호선,431,동작역 4호선,서울 동작구 현충로 257,37.5028703671011,126.980268385443,1
0432,총신대입구역,Chongshin Univ.,4호선,432,총신대입구역 4호선,서울 동작구 동작대로 지하 117,37.4875538278198,126.982199707405,0
0433,사당역,Sadang,4호선,433,사당역 4호선,서울 동작구 동작대로 지하 3,37.4768632653727,126.981595139341,1
1002,남영역,Namyeong,1호선,134,남영역 1호선,서울 용산구 한강대로77길 25,37.5405646005342,126.971332437837,0
1003,용산역,Yongsan,1호선,135,용산역 1호선,서울 용산구 한강대로23길 55,37.5297718014452,126.964741503485,1
1004,노량진역,Noryangjin,1호선,136,노량진역 1호선,서울 동작구 노량진로 151,37.5158026675555,126.948359181242,1
1005,대방역,Daebang,1호선,137,대방역 1호선,서울 영등포구 여의대방로 300,37.5133254586186,126.926303024833,0
1006,영등포역,Yeongdeungpo,1호선,139,영등포역 1호선,서울 영등포구 경인로 846,37.5156680341198,126.907665995469,0
1007,신도림역,Sindorim,1호선,140,신도림역 1호선,서울 구로구 경인로 688,37.5090353187112,126.891187111711,1
1008,이촌역,Ichon,경의선,K111,이촌역 경의선,서울 용산구 이촌로71길 42,37.5222293914391,126.973595696064,1
1009,서빙고역,Seobinggo,경의선,K112,서빙고역 경의선,서울 용산구 서빙고로 238,37.5199555398566,126.990048630943,0
1011,옥수역,Oksu,경의선,K114,옥수역 경의선,서울 성동구 동호로 21,37.5410468905674,127.018329991576,1
1013,왕십리역,Wangsimni,경의선,K116,왕십리역 경의선,서울 성동구 왕십리광장로 17,37.5614417528647,127.038394194396,1
1014,청량리역,Cheongnyangni,경의선,K117,청량리역 경의선,서울 동대문구 왕산로 214,37.5841961381161,127.05114707633,1
1015,회기역,Hoegi,1호선,123,회기역 1호선,서울 동대문구 회기로 196,37.5897442387671,127.058035421223,1
1016,외대앞역,Hankuk Univ. of Foreign Studies,1호선,122,외대앞역 1호선,서울 동대문구 휘경로 27,37.5954136758127,127.063058800869,0
1017,신이문역,Sinimun,1호선,121,신이문역 1호선,서울 동대문구 한천로 472,37.604278644666,127.069577322142,0
1019,광운대역,Kwangwoon Univ.,1호선,119,광운대역 1호선,서울 노원구 석계로 98-2,37.6230335564713,127.06176348127,1
1020,월계역,Wolgye,1호선,118,월계역 1호선,서울 노원구 월계로53길 40,37.6321089404669,127.058729394991,0
1021,녹천역,Nokcheon,1호선,117,녹천역 1호선,서울 도봉구 덕릉로 376,37.6456959058103,127.050919992127,0
1022,창동역,Chang-dong,1호선,116,창동역 1호선,서울 도봉구 마들로11길 77,37.6532174818989,127.047714954434,1
1023,선릉역,Seolleung,분당선,K215,선릉역 분당선,서울 강남구 테헤란로 지하 340,37.5045028775835,127.048942471228,1
1024,한티역,Hanti,분당선,k216,한티역 분당선,서울 강남구 선릉로 지하 228,37.4962424687085,127.052882352599,0
1025,도곡역,Dogok,분당선,K217,도곡역 분당선,서울 강남구 남부순환로 지하 2814,37.4908647717187,127.05532337372,1
1026,구룡역,Guryong,분당선,k218,구룡역 분당선,서울 강남구 개포로 지하 403,37.4870878178945,127.059265605498,0
1027,개포동역,Gaepo-dong,분당선,k219,개포동역 분당선,서울 강남구 개포로 지하 420,37.4892484725195,127.066474949768,0
1028,대모산입구역,Daemosan,분당선,k220,대모산입구역 분당선,서울 강남구 개포로 지하 522,37.4915453291369,127.07316864715,0
102C,왕십리역,Wangsimni,분당선,K210,왕십리역 분당선,서울 성동구 왕십리광장로 17,37.5614417528647,127.038394194396,1
1030,수서역,Suseo,분당선,K221,수서역 분당선,서울 강남구 광평로 지하 270,37.4873889933503,127.101859191018,1
1031,복정역,Bokjeong,분당선,K222,복정역 분당선,서울 송파구 송파대로 지하 6,37.4710560005054,127.126771228018,1
1032,신길역,Singil,1호선,138,신길역 1호선,서울 영등포구 영등포로 327,37.5170318506784,126.917224932059,1
1201,중랑역,Jungnang,경의선,K119,중랑역 경의선,서울 중랑구 중랑역로 9,37.5948240960274,127.075728956656,1
1202,상봉역,Sangbong,경의선,K120,상봉역 경의선,서울 중랑구 망우로 297,37.5967137844087,127.085436765164,1
1203,망우역,Mangu,경의선,K121,망우역 경의선,서울 중랑구 망우로55길 11-10,37.5992876153903,127.092756577852,1
1204,양원역,Yangwon,경의선,K122,양원역 경의선,서울 중랑구 송림길 147,37.606554361502,127.107921489043,0
1012,응봉역,Eungbong,경의선,K115,응봉역 경의선,서울 성동구 고산자로 123,37.5504482266748,127.034927944532,0
1251,서울역,Seoul Station,경의선,P313,서울역 경의선,서울 중구 통일로 1,37.5560581817344,126.972115894161,1
1252,신촌역,Sinchon,경의선,P312,신촌역 경의선,서울 서대문구 신촌역로 30,37.5598241279561,126.942386979371,0
1261,효창공원앞역,Hyochang Park,경의선,K826,효창공원앞역 경의선,서울 용산구 백범로 지하 287,37.539334042393,126.961318543969,1
1262,공덕역,Gongdeok,경의선,K312,공덕역 경의선,서울 마포구 마포대로 지하 92,37.5425430367558,126.95219691279,1
1264,홍대입구역,Hongik Univ.,경의선,K314,홍대입구역 경의선,서울 마포구 양화로 지하 188,37.5574108322996,126.92696154839,1
1267,수색역,Susaek,경의선,K317,수색역 경의선,서울 은평구 수색로 261-1,37.5808147253405,126.895659201671,0
1305,광운대역,Kwangwoon Univ.,경춘선,P116,광운대역 경춘선,서울 노원구 석계로 98-2,37.6230335564713,127.06176348127,1
1306,청량리역,Cheongnyangni,경춘선,P117,청량리역 경춘선,서울 동대문구 왕산로 214,37.5841961381161,127.05114707633,1
1307,회기역,Hoegi,경춘선,P118,회기역 경춘선,서울 동대문구 회기로 196,37.5897442387671,127.058035421223,1
1309,상봉역,Sangbong,경춘선,P120,상봉역 경춘선,서울 중랑구 망우로 297,37.5967137844087,127.085436765164,1
1310,망우역,Mangu,경춘선,P121,망우역 경춘선,서울 중랑구 망우로55길 11-10,37.5992876153903,127.092756577852,1
1311,신내역,Sinnae,경춘선,P122,신내역 경춘선,서울 중랑구 신내역로 20,37.6127905258724,127.103222049319,1
1018,석계역,Seokgye,1호선,120,석계역 1호선,서울 노원구 화랑로 341,37.6153059403184,127.065647254398,1
1263,서강대역,Sogang Univ.,경의선,K313,서강대역 경의선,서울 마포구 서강로 지하 118,37.5527051004675,126.934808313154,0
1701,구로역,Guro,1호선,141,구로역 1호선,서울 구로구 구로중앙로 174,37.5024345090279,126.881491595821,0
1702,가산디지털단지역,Gasan Digital Complex,1호선,P142,가산디지털단지역 1호선,서울 금천구 벚꽃로 309,37.4815957375443,126.882559483336,1
1703,금천구청역,Geumcheon-Gu Office,1호선,P144,금천구청역 1호선,서울 금천구 시흥대로63길 91,37.455609978438,126.894514076077,0
1266,디지털미디어시티역,Digital Media City,경의선,K316,디지털미디어시티역 경의선,서울 은평구 수색로 193,37.577876499679,126.900250572829,1
1714,독산역,Doksan,1호선,P143,독산역 1호선,서울 금천구 벚꽃로 115,37.4659873169402,126.889514168718,0
1801,개봉역,Gaebong,1호선,143,개봉역 1호선,서울 구로구 경인로40길 47,37.4945222528654,126.859102583368,0
1802,오류동역,Oryu-dong,1호선,144,오류동역 1호선,서울 구로구 경인로20길 13,37.494359185399,126.844600701673,0
1813,구일역,Guil,1호선,142,구일역 1호선,서울 구로구 구일로 133,37.4963911827294,126.869920428658,0
1821,온수역,Onsu,1호선,145,온수역 1호선,서울 구로구 부일로 872,37.4924739158747,126.824038632379,1
1847,서울숲역,Seoul-forest,분당선,K211,서울숲역 분당선,서울 성동구 왕십리로 지하 77,37.5436182408959,127.044706934942,0
1848,압구정로데오역,Apgujeongrodeo,분당선,K212,압구정로데오역 분당선,서울 강남구 압구정로 지하 402,37.5272937126775,127.040512934835,0
1849,강남구청역,Gangnam-gu Office,분당선,K213,강남구청역 분당선,서울 강남구 학동로 지하 346,37.5171892352971,127.04130142966,1
1850,선정릉역,Seonjeongneung,분당선,K214,선정릉역 분당선,서울 강남구 선릉로 지하 580,37.5108538860091,127.043641042222,1
1901,방학역,Banghak,1호선,115,방학역 1호선,서울 도봉구 도봉로150다길 3,37.6663466100476,127.044423079471,0
1902,도봉역,Dobong,1호선,114,도봉역 1호선,서울 도봉구 도봉로170길 2,37.6803629061562,127.045764016316,0
1903,도봉산역,Dobongsan,1호선,113,도봉산역 1호선,서울 도봉구 도봉로 948,37.688861412909,127.046140090232,1
1845,청량리역,Cheongnyangni,분당선,,청량리역 분당선,서울 동대문구 왕산로 214,37.5841961381161,127.05114707633,1
2537,동대문역사문화공원역,Dongdaemun History  Culture Park,5호선,536,동대문역사문화공원역 5호선,서울 중구 마른내로 지하 162,37.5645770081888,127.005916180124,1
2538,청구역,Cheonggu,5호선,5371,청구역 5호선,서울 중구 청구로 지하 77,37.5602939125022,127.013806006802,1
2712,도봉산역,Dobongsan,7호선,710,도봉산역 7호선,서울 도봉구 도봉로 964-40,37.6891205614059,127.046528790935,1
2713,수락산역,Suraksan,7호선,711,수락산역 7호선,서울 노원구 동일로 지하 1662,37.6776259369995,127.055374584266,0
2714,마들역,Madeul,7호선,712,마들역 7호선,서울 노원구 동일로 지하 1530-1,37.6650864331785,127.057687709213,0
2715,노원역,Nowon,7호선,713,노원역 7호선,서울 노원구 동일로 지하 1409,37.6546947161168,127.060517410251,1
2716,중계역,Junggye,7호선,714,중계역 7호선,서울 노원구 동일로 지하 1308-1,37.6448906789921,127.064246723057,0
2717,하계역,Hagye,7호선,7151,하계역 7호선,서울 노원구 동일로 지하 1196,37.6364521240646,127.067988537404,0
2718,공릉역,Gongneung,7호선,716,공릉역 7호선,서울 노원구 동일로 지하 1074,37.6254769202851,127.073005201049,0
2719,태릉입구역,Taereung,7호선,717,태릉입구역 7호선,서울 노원구 동일로 지하 992-1,37.6179056668897,127.074995390927,1
2720,먹골역,Meokgol,7호선,718,먹골역 7호선,서울 중랑구 동일로 지하 901,37.6106250591244,127.077764798784,0
4101,개화역,Gaehwa,9호선,901,개화역 9호선,서울 강서구 개화동로8길 19,37.577886100861,126.798211244431,0
4102,김포공항역,Gimpo Intl. Airport,9호선,902,김포공항역 9호선,서울 강서구 하늘길 지하 77,37.562144131501,126.801570320177,1
4103,공항시장역,Airport Market,9호선,903,공항시장역 9호선,서울 강서구 방화동로 지하 30,37.5635555121815,126.810492268589,0
4104,신방화역,Sinbanghwa,9호선,904,신방화역 9호선,서울 강서구 방화대로 지하 301,37.5676833982563,126.816524550899,0
4105,마곡나루역,Magongnaru,9호선,905,마곡나루역 9호선,서울 강서구 마곡중앙5로 지하 2,37.5667930302835,126.827518199814,1
4106,양천향교역,Yangcheon Hyanggyo,9호선,906,양천향교역 9호선,서울 강서구 양천로 지하 341,37.5687611941006,126.840817845045,0
4108,증미역,Jeungmi,9호선,908,증미역 9호선,서울 강서구 양천로 지하 560,37.5577194101414,126.861246868802,0
4109,등촌역,Deungchon,9호선,909,등촌역 9호선,서울 강서구 공항대로 지하 529,37.5511171423354,126.864950041955,0
4112,선유도역,Seonyudo,9호선,912,선유도역 9호선,서울 영등포구 양평로 지하 124,37.5381315240488,126.893420460707,0
4116,샛강역,Saetgang,9호선,916,샛강역 9호선,서울 영등포구 의사당대로 지하 166,37.5166296972081,126.929079682137,0
4117,노량진역,Noryangjin,9호선,917,노량진역 9호선,서울 동작구 노량진로 지하 130,37.5135735646312,126.940826454376,1
4119,흑석역,Heukseok,9호선,919,흑석역 9호선,서울 동작구 현충로 지하 90,37.5090853155754,126.963570097818,0
4121,구반포역,Gubanpo,9호선,921,구반포역 9호선,서울 서초구 신반포로 지하 17,37.501449823532,126.987374882947,0
4122,신반포역,Sinbanpo,9호선,922,신반포역 9호선,서울 서초구 신반포로 지하 105,37.503413718529,126.995898957444,0
4125,신논현역,Sinnonhyeon,9호선,925,신논현역 9호선,서울 강남구 봉은사로 지하 102,37.5046341625192,127.025031333453,0
4207,김포공항역,Gimpo Intl. Airport,공항철도,A05,김포공항역 공항철도,서울 강서구 하늘길 지하 77,37.562144131501,126.801570320177,1
4110,염창역,Yeomchang,9호선,910,염창역 9호선,서울 강서구 공항대로 지하 631,37.547059307287,126.875005005839,0
4111,신목동역,Sinmokdong,9호선,911,신목동역 9호선,서울 양천구 목동중앙로 지하 217,37.5444916605385,126.882753513166,0
4113,당산역,Dangsan,9호선,913,당산역 9호선,서울 영등포구 양평로 지하 40,37.5337405945415,126.902171452197,1
4114,국회의사당역,National Assembly,9호선,914,국회의사당역 9호선,서울 영등포구 국회대로 지하 758,37.5280674292228,126.917885535023,0
4115,여의도역,Yeouido,9호선,915,여의도역 9호선,서울 영등포구 의사당대로 지하 101,37.5219069359564,126.923968896383,1
4118,노들역,Nodeul,9호선,918,노들역 9호선,서울 동작구 노량진로 지하 238,37.5127787896024,126.95306410612,0
4120,동작역,Dongjak,9호선,920,동작역 9호선,서울 동작구 현충로 지하 220,37.5030670046351,126.977937122017,1
4123,고속터미널역,Express Bus Terminal,9호선,923,고속터미널역 9호선,서울 서초구 신반포로 지하 188,37.504647182738,127.004442096367,1
4124,사평역,Sapyeong,9호선,924,사평역 9호선,서울 서초구 사평대로 지하 285,37.5041589041223,127.015434196641,0
4206,마곡나루역,Magongnaru,공항철도,A042,마곡나루역 공항철도,서울 강서구 마곡중앙로 지하 135,37.565821296795,126.827634421592,1
4107,가양역,Gayang,9호선,907,가양역 9호선,서울 강서구 양천로 지하 485,37.5615542602435,126.854388254338,0
4201,서울역,Seoul Station,공항철도,A01,서울역 공항철도,서울 용산구 청파로 378,37.549118478341,126.970484281315,1
4202,공덕역,Gongdeok,공항철도,A02,공덕역 공항철도,서울 마포구 마포대로 지하 92,37.5425430367558,126.95219691279,1
4203,홍대입구역,Hongik Univ.,공항철도,A03,홍대입구역 공항철도,서울 마포구 양화로 지하 188,37.5574108322996,126.92696154839,1
4204,디지털미디어시티역,Digital Media City,공항철도,A04,디지털미디어시티역 공항철도,서울 마포구 성암로 지하 184,37.5768239035855,126.899020186183,1
4309,양재시민의숲역,Yangjae Citizen's Forest,신분당선,D9,양재시민의숲역 신분당선,서울 서초구 매헌로 지하 116,37.4699787301083,127.038325774107,0
4307,강남역,Gangnam,신분당선,D7,강남역 신분당선,서울 강남구 강남대로 지하 396,37.4981646510326,127.028307900881,1
4308,양재역,Yangjae,신분당선,D8,양재역 신분당선,서울 서초구 남부순환로 지하 2585,37.4839347328908,127.034544193436,1
4701,북한산우이역,Bukhansan Ui,우이신설경전철,941,북한산우이역 우이신설경전철,서울 강북구 삼양로 지하 676,37.6629661525542,127.012702176264,0
0323,약수역,Yaksu,3호선,333,약수역 3호선,서울 중구 다산로 지하 122,37.5545595558163,127.010822526737,1
4702,솔밭공원역,Solbat Park,우이신설경전철,942,솔밭공원역 우이신설경전철,서울 강북구 삼양로 595,37.6561546882896,127.013091650663,0
4703,4.19민주묘지역,April 19th National Cemetery,우이신설경전철,943,4.19민주묘지역 우이신설경전철,서울 강북구 삼양로 519,37.6494786329719,127.013478245674,0
4704,가오리역,Gaori,우이신설경전철,944,가오리역 우이신설경전철,서울 강북구 삼양로 426,37.641713417798,127.016940435565,0
4707,삼양사거리역,Samyang Sageori,우이신설경전철,947,삼양사거리역 우이신설경전철,서울 강북구 삼양로 197,37.6214280999689,127.020237295242,0
4708,솔샘역,Solsaem,우이신설경전철,948,솔샘역 우이신설경전철,서울 강북구 솔샘로 지하 189,37.6202522935181,127.013408969328,0
4709,북한산보국문역,Bukhansan Bogungmun,우이신설경전철,949,북한산보국문역 우이신설경전철,서울 성북구 보국문로 지하 88,37.6121461272569,127.008208009279,0
4710,정릉역,Jeongneung,우이신설경전철,950,정릉역 우이신설경전철,서울 성북구 아리랑로 지하 122,37.6026876819314,127.013496185509,0
4711,성신여대입구역,Sungshin Women`s Univ.,우이신설경전철,951,성신여대입구역 우이신설경전철,서울 성북구 동소문로 지하 102,37.5927179261346,127.016477649743,1
4712,보문역,Bomun,우이신설경전철,952,보문역 우이신설경전철,서울 성북구 보문로 지하 116,37.5853277238848,127.019386983515,1
0200,까치산역,Kkachisan,2호선,234-4,까치산역 2호선,서울 강서구 강서로 지하 54,37.5319560847746,126.846611592059,1
0201,시청역,City Hall,2호선,201,시청역 2호선,서울 중구 서소문로 지하 127,37.5635793508101,126.975389363157,1
0430,이촌역,Ichon,4호선,430,이촌역 4호선,서울 용산구 서빙고로 지하 83,37.522520254623,126.973683151228,1
2816,석촌역,Seokchon,8호선,815,석촌역 8호선,서울 송파구 송파대로 지하 439,37.5059496431187,127.106345349428,1
2817,송파역,Songpa,8호선,816,송파역 8호선,서울 송파구 송파대로 지하 354,37.4996866748478,127.112179893361,0
2818,가락시장역,Garak Market,8호선,817,가락시장역 8호선,서울 송파구 송파대로 지하 257,37.4927440321316,127.118485741487,1
2819,문정역,Munjeong,8호선,818,문정역 8호선,서울 송파구 송파대로 지하 179,37.4862618233383,127.122290332976,0
2820,장지역,Jangji,8호선,819,장지역 8호선,서울 송파구 송파대로 지하 82,37.4781192050612,127.126424204036,0
2821,복정역,Bokjeong,8호선,820,복정역 8호선,서울 송파구 송파대로 지하 6,37.4710560005054,127.126771228018,1
0153,종로3가역,Jongno 3(sam)-ga,1호선,130,종로3가역 1호선,서울 종로구 종로 지하 129,37.5704266025836,126.99202930223,1
0154,종로5가역,Jongno 5(o)-ga,1호선,129,종로5가역 1호선,서울 종로구 종로 지하 216,37.5709075371016,127.001916647342,0
0155,동대문역,Dongdaemun,1호선,128,동대문역 1호선,서울 종로구 종로 지하 302,37.5717775660734,127.011167102297,1
0156,신설동역,Sinseol-dong,1호선,126,신설동역 1호선,서울 동대문구 왕산로 지하 1,37.5753194830738,127.024701893044,1
0157,제기동역,Jegi-dong,1호선,125,제기동역 1호선,서울 동대문구 왕산로 지하 93,37.5782014136572,127.034690601925,0
0158,청량리역,Cheongnyangni,1호선,124,청량리역 1호선,서울 동대문구 왕산로 지하 205,37.5802272229757,127.045051240227,1
0159,동묘앞역,Dongmyo,1호선,127,동묘앞역 1호선,서울 종로구 종로 359,37.5733722075697,127.01675118037,1
0321,충무로역,Chungmuro,3호선,331,충무로역 3호선,서울 중구 퇴계로 지하 199,37.5611721437347,126.994110800073,1
4310,청계산입구역,Cheonggyesan,신분당선,D10,청계산입구역 신분당선,서울 서초구 청계산로 지하 179,37.4483676641102,127.054631961335,0
4713,신설동역,Sinseol-dong,우이신설경전철,953,신설동역 우이신설경전철,서울 동대문구 왕산로 지하 1,37.5753194830738,127.024701893044,1
4929,김포공항역,Gimpo Int’l Airport,김포도시철도,699,김포공항역 김포도시철도,서울 강서구 하늘길 지하 77,37.562144131501,126.801570320177,1
0224,서초역,Seocho,2호선,224,서초역 2호선,서울 서초구 서초대로 지하 233,37.4918229990093,127.007580814715,0
0208,왕십리역,Wangsimni,2호선,208,왕십리역 2호선,서울 성동구 왕십리로 지하 300,37.5612217415191,127.036655378283,1
2649,신내역,Sinnae,6호선,648,신내역 6호선,서울 중랑구 용마산로136길 33,37.6100975955422,127.110256285987,1
0207,상왕십리역,Sangwangsimni,2호선,207,상왕십리역 2호선,서울 성동구 왕십리로 지하 374,37.5644687111181,127.029031221392,0
1010,한남역,Hannam,경의선,K113,한남역 경의선,서울 용산구 독서당로6길 12-13,37.5291881521046,127.008249820572,0
0233,대림역,Daerim,2호선,233,대림역 2호선,서울 구로구 도림천로 351,37.4933105886136,126.8949461878,1
0246,신설동역,Sinseol-dong,2호선,211-4,신설동역 2호선,서울 동대문구 왕산로 지하 1,37.5753194830738,127.024701893044,1
0247,도림천역,Dorimcheon,2호선,234-1,도림천역 2호선,서울 구로구 경인로67길 160,37.5144420510515,126.882702584468,0
0248,양천구청역,Yangcheon-gu Office,2호선,234-2,양천구청역 2호선,서울 양천구 목동로3길 지하 33,37.5126989358446,126.866065211751,0
0250,용두역,Yongdu,2호선,211-3,용두역 2호선,서울 동대문구 천호대로 지하 129,37.5739380503267,127.038031119837,0
1308,중랑역,Jungnang,경춘선,P119,중랑역 경춘선,서울 중랑구 중랑역로 9,37.5948240960274,127.075728956656,1
100C,용산역,Yongsan,경의선,K110,용산역 경의선,서울 용산구 한강대로23길 55,37.5297718014452,126.964741503485,1
4126,언주역,Eonju,9호선,926,언주역 9호선,서울 강남구 봉은사로 지하 201,37.5074454982119,127.034284713238,0
0150,서울역,Seoul Station,1호선,133,서울역 1호선,서울 중구 세종대로 지하 2,37.5571594835988,126.972554606456,1
0151,시청역,City Hall,1호선,132,시청역 1호선,서울 중구 세종대로 지하 101,37.5654385176408,126.976983237511,1
0152,종각역,Jonggak,1호선,131,종각역 1호선,서울 종로구 종로 지하 55,37.5702140381269,126.983239678933,0
4705,화계역,Hwagye,우이신설경전철,945,화계역 우이신설경전철,서울 강북구 삼양로 341,37.6339304770753,127.0172978051,0
4706,삼양역,Samyang,우이신설경전철,946,삼양역 우이신설경전철,서울 강북구 삼양로 지하 259,37.626835165677,127.018198221331,0
101C,회기역,Hoegi,경의선,K118,회기역 경의선,서울 동대문구 회기로 196,37.5897442387671,127.058035421223,1
1265,가좌역,Gajwa,경의선,K315,가좌역 경의선,서울 서대문구 수색로 27,37.5688870324193,126.915149791265,0
