,행정동,경로당수,사회복지시설수,노인교실수,노인인구비율,새벽생활인구,아침생활인구,낮생활인구,저녁생활인구,밤생활인구
188,이촌동,15.0,0.0,6.0,0.18009999999999998,553.1284101,585.13614205,546.0193889500001,541.8606925,547.3601737
189,이태원동,11.0,0.0,3.0,0.1782,289.8106792,300.49856775,298.2355986,283.3430201,285.17707905
190,이화동,1.0,1.0,0.0,0.1697,453.48246960000006,564.2606871,798.6721234,537.5881839,463.5721768
191,인사동,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,인의동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,인현동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,일원동,17.0,0.0,0.0,0.1703,653.8093294333333,678.0191034999999,678.8433643666667,635.8599388,644.2055398
195,자곡동,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,자양동,36.0,0.0,4.0,0.153725,735.523902975,718.4907806000001,691.52422295,734.4149163750001,735.1002299500001
197,잠실동,16.0,0.0,2.0,0.14698333333333335,765.7363923666666,804.38372695,829.7444349333335,823.8828159000001,789.87471765
198,잠원동,32.0,0.0,1.0,0.1195,767.7749899,840.3228389000001,873.3402679,823.5412065,783.5972606
199,장안동,23.0,0.0,3.0,0.158,963.60527245,949.60357525,964.6464096,1000.4009578000001,976.1185713
200,장위동,10.0,1.0,0.0,0.1707,504.21484699999996,478.81962263333327,433.27596206666664,462.0666764666667,486.8556208333334
201,장지동,11.0,1.0,1.0,0.1393,1024.362052,1003.434739,877.4877412999999,943.7516591,1013.4757460000001
202,장충동,2.0,0.0,0.0,0.1611,188.93453540000002,252.4273877,368.03218230000004,268.5662517,206.2980337
203,재동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,전농동,10.0,0.0,5.0,0.18480000000000002,778.0713896499999,780.9719284,811.5258068500001,843.12260465,814.5063488000001
205,정릉동,35.0,1.0,3.0,0.18292499999999998,622.5175011,590.1710572000001,521.11599225,580.05418235,620.360822975
206,제기동,5.0,0.0,1.0,0.2138,1059.19936,1125.175056,1414.0897109999999,1165.762052,1067.266833
207,종암동,15.0,1.0,1.0,0.1612,1269.1822300000001,1203.143206,1063.837253,1132.55091,1213.882411
208,중계동,47.0,0.0,5.0,0.14695,734.599217425,697.439726,629.8396484000001,659.3501196999999,709.6302240999999
209,중곡동,11.0,0.0,2.0,0.1593,668.290962275,620.478386,578.253924675,630.9912407500001,657.5652969
210,중동,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,중림동,2.0,0.0,0.0,0.1688,227.1250676,249.1439289,290.7188248,239.4528039,214.4363216
212,중화동,11.0,1.0,1.0,0.18465,901.88944965,839.64054195,751.37063375,827.0279831,880.73201405
213,증산동,6.0,0.0,1.0,0.2017,483.02504680000004,473.5414782,437.5838359,477.4883182,479.1275124
214,진관동,31.0,1.0,0.0,0.1441,1777.416801,1813.4390670000003,1797.0696289999998,1796.377484,1795.5882589999999
215,창동,38.0,1.0,0.0,0.1752,818.27291396,807.00686624,776.64314532,827.22626516,839.75966078
216,창신동,10.0,0.0,1.0,0.1938,310.57890053333335,302.0752348333333,312.82495893333333,295.0625219666667,298.04153683333334
217,창전동,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,창천동,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,천호동,23.0,1.0,6.0,0.17516666666666666,1287.063023,1219.1579133333335,1151.0424438,1237.1420453333333,1276.4989216666668
220,청담동,12.0,0.0,1.0,0.1399,850.9516146999999,1047.2869349999999,1213.736398,1043.8187970000001,910.1143137
221,청량리동,14.0,1.0,0.0,0.2594,744.4238813,743.7753807999999,855.6150726,847.1337366,766.4279161000001
222,청운동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,충신동,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,토정동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,팔판동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,평창동,3.0,0.0,0.0,0.1843,721.9861073,756.1701001,733.3358772,703.8357557,727.3954485
227,풍납동,18.0,0.0,1.0,0.17095,891.2719215499999,932.3392504,947.2775016,854.9848421,878.3999965999999
228,하계동,15.0,1.0,3.0,0.14955000000000002,719.06180965,700.67118205,629.16907415,652.8170907,704.3474543000001
229,하왕십리동,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,하월곡동,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,한남동,10.0,1.0,1.0,0.1583,684.2759017000001,785.4409845,868.3895779999999,782.0490426,711.8285985
232,합정동,3.0,0.0,0.0,0.1468,447.71996260000003,512.1834759,540.8989471,503.16525599999994,453.5109539
233,항동,8.0,0.0,0.0,0.0924,0.0,0.0,0.0,0.0,0.0
234,행당동,13.0,0.0,1.0,0.15265,535.23966985,533.68458845,521.41311885,543.3212341999999,543.8242948
235,행촌동,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,현석동,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,현저동,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
238,홍은동,18.0,0.0,2.0,0.1899,743.1782787499999,712.3867181999999,625.43074875,680.1544637499999,729.92054795
239,홍익동,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,홍제동,27.0,1.0,3.0,0.20186666666666667,627.3753509333333,601.0609867333334,549.2167252666667,588.9879990999999,622.3482935666667
241,화곡동,40.0,4.0,10.0,0.16132857142857146,917.3998147,855.0794624428571,761.6518624571428,837.897393542857,900.1662130142856
242,화양동,2.0,0.0,0.0,0.0892,539.3685176,579.9277099,634.0405574,613.9910103999999,572.2337518999999
243,황학동,2.0,0.0,0.0,0.1515,363.7326778,389.6516435,474.0477017,414.3092673,371.8291474
244,회기동,1.0,0.0,0.0,0.1211,529.3563543,545.1241054,551.5833947000001,487.96799389999995,507.7551771000001
245,회현동,2.0,0.0,0.0,0.2726,269.69385730000005,497.89507369999995,1148.674088,562.5320765,330.3323109
246,효제동,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,효창동,4.0,0.0,3.0,0.1424,266.1171856,277.7580868,293.28668650000003,314.2562804,301.9467128
248,후암동,3.0,0.0,3.0,0.1692,481.96786749999995,450.2140456,381.9735632,404.6752135,450.52378889999994
249,휘경동,16.0,0.0,0.0,0.1469,514.25318635,532.7215235,518.2112849,522.2465072499999,523.0641840000001
250,흑석동,10.0,0.0,4.0,0.1656,927.4531252999999,943.1737517000001,907.4272662999999,906.3803652,920.0828111999999
251,흥인동,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,경운동,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,천연동,0.0,1.0,0.0,0.1802,526.2448962000001,544.4462531,558.0627293,555.0839466,544.3368144
