,lgdng_cd,ctpv_nm,행정동,법정동,adstrd_cd,admn_inst_cd
1,1111000000,서울특별시,종로구,종로구,11010,1111000000
2,1111010100,서울특별시,청운효자동,청운동,1101072,1111051500
3,1111010200,서울특별시,청운효자동,신교동,1101072,1111051500
4,1111010300,서울특별시,청운효자동,궁정동,1101072,1111051500
5,1111010400,서울특별시,청운효자동,효자동,1101072,1111051500
6,1111010500,서울특별시,청운효자동,창성동,1101072,1111051500
7,1111010800,서울특별시,청운효자동,통인동,1101072,1111051500
8,1111010900,서울특별시,청운효자동,누상동,1101072,1111051500
9,1111011000,서울특별시,청운효자동,누하동,1101072,1111051500
10,1111011100,서울특별시,청운효자동,옥인동,1101072,1111051500
11,1111011900,서울특별시,청운효자동,세종로,1101072,1111051500
12,1111010600,서울특별시,사직동,통의동,1101053,1111053000
13,1111010700,서울특별시,사직동,적선동,1101053,1111053000
14,1111011200,서울특별시,사직동,체부동,1101053,1111053000
15,1111011300,서울특별시,사직동,필운동,1101053,1111053000
16,1111011400,서울특별시,사직동,내자동,1101053,1111053000
17,1111011500,서울특별시,사직동,사직동,1101053,1111053000
18,1111011600,서울특별시,사직동,도렴동,1101053,1111053000
19,1111011700,서울특별시,사직동,당주동,1101053,1111053000
20,1111011800,서울특별시,사직동,내수동,1101053,1111053000
21,1111011900,서울특별시,사직동,세종로,1101053,1111053000
22,1111012000,서울특별시,사직동,신문로1가,1101053,1111053000
23,1111012100,서울특별시,사직동,신문로2가,1101053,1111053000
24,1111013900,서울특별시,삼청동,팔판동,1101054,1111054000
25,1111014000,서울특별시,삼청동,삼청동,1101054,1111054000
26,1111014100,서울특별시,삼청동,안국동,1101054,1111054000
27,1111014200,서울특별시,삼청동,소격동,1101054,1111054000
28,1111014300,서울특별시,삼청동,화동,1101054,1111054000
29,1111014400,서울특별시,삼청동,사간동,1101054,1111054000
30,1111014500,서울특별시,삼청동,송현동,1101054,1111054000
31,1111018400,서울특별시,부암동,부암동,1101055,1111055000
32,1111018500,서울특별시,부암동,홍지동,1101055,1111055000
33,1111018600,서울특별시,부암동,신영동,1101055,1111055000
34,1111018200,서울특별시,평창동,구기동,1101056,1111056000
35,1111018300,서울특별시,평창동,평창동,1101056,1111056000
36,1111018700,서울특별시,무악동,무악동,1101057,1111057000
37,1111017600,서울특별시,교남동,교남동,1101058,1111058000
38,1111017700,서울특별시,교남동,평동,1101058,1111058000
39,1111017800,서울특별시,교남동,송월동,1101058,1111058000
40,1111017900,서울특별시,교남동,홍파동,1101058,1111058000
41,1111018000,서울특별시,교남동,교북동,1101058,1111058000
42,1111018100,서울특별시,교남동,행촌동,1101058,1111058000
43,1111014600,서울특별시,가회동,가회동,1101060,1111060000
44,1111014700,서울특별시,가회동,재동,1101060,1111060000
45,1111014800,서울특별시,가회동,계동,1101060,1111060000
46,1111014900,서울특별시,가회동,원서동,1101060,1111060000
47,1111011900,서울특별시,종로1·2·3·4가동,세종로,1101061,1111061500
48,1111012200,서울특별시,종로1·2·3·4가동,청진동,1101061,1111061500
49,1111012300,서울특별시,종로1·2·3·4가동,서린동,1101061,1111061500
50,1111012400,서울특별시,종로1·2·3·4가동,수송동,1101061,1111061500
51,1111012500,서울특별시,종로1·2·3·4가동,중학동,1101061,1111061500
52,1111012600,서울특별시,종로1·2·3·4가동,종로1가,1101061,1111061500
53,1111012700,서울특별시,종로1·2·3·4가동,공평동,1101061,1111061500
54,1111012800,서울특별시,종로1·2·3·4가동,관훈동,1101061,1111061500
55,1111012900,서울특별시,종로1·2·3·4가동,견지동,1101061,1111061500
56,1111013000,서울특별시,종로1·2·3·4가동,와룡동,1101061,1111061500
57,1111013100,서울특별시,종로1·2·3·4가동,권농동,1101061,1111061500
58,1111013200,서울특별시,종로1·2·3·4가동,운니동,1101061,1111061500
59,1111013300,서울특별시,종로1·2·3·4가동,익선동,1101061,1111061500
60,1111013400,서울특별시,종로1·2·3·4가동,경운동,1101061,1111061500
61,1111013500,서울특별시,종로1·2·3·4가동,관철동,1101061,1111061500
62,1111013600,서울특별시,종로1·2·3·4가동,인사동,1101061,1111061500
63,1111013700,서울특별시,종로1·2·3·4가동,낙원동,1101061,1111061500
64,1111013800,서울특별시,종로1·2·3·4가동,종로2가,1101061,1111061500
65,1111015000,서울특별시,종로1·2·3·4가동,훈정동,1101061,1111061500
66,1111015100,서울특별시,종로1·2·3·4가동,묘동,1101061,1111061500
67,1111015200,서울특별시,종로1·2·3·4가동,봉익동,1101061,1111061500
68,1111015300,서울특별시,종로1·2·3·4가동,돈의동,1101061,1111061500
69,1111015400,서울특별시,종로1·2·3·4가동,장사동,1101061,1111061500
70,1111015500,서울특별시,종로1·2·3·4가동,관수동,1101061,1111061500
71,1111015600,서울특별시,종로1·2·3·4가동,종로3가,1101061,1111061500
72,1111015700,서울특별시,종로1·2·3·4가동,인의동,1101061,1111061500
73,1111015800,서울특별시,종로1·2·3·4가동,예지동,1101061,1111061500
74,1111015900,서울특별시,종로1·2·3·4가동,원남동,1101061,1111061500
75,1111016100,서울특별시,종로1·2·3·4가동,종로4가,1101061,1111061500
76,1111016000,서울특별시,종로5·6가동,연지동,1101063,1111063000
77,1111016200,서울특별시,종로5·6가동,효제동,1101063,1111063000
78,1111016300,서울특별시,종로5·6가동,종로5가,1101063,1111063000
79,1111016400,서울특별시,종로5·6가동,종로6가,1101063,1111063000
80,1111016700,서울특별시,종로5·6가동,충신동,1101063,1111063000
81,1111016500,서울특별시,이화동,이화동,1101064,1111064000
82,1111016600,서울특별시,이화동,연건동,1101064,1111064000
83,1111016800,서울특별시,이화동,동숭동,1101064,1111064000
84,1111013000,서울특별시,혜화동,와룡동,1101073,1111065000
85,1111016900,서울특별시,혜화동,혜화동,1101073,1111065000
86,1111017000,서울특별시,혜화동,명륜1가,1101073,1111065000
87,1111017100,서울특별시,혜화동,명륜2가,1101073,1111065000
88,1111017200,서울특별시,혜화동,명륜4가,1101073,1111065000
89,1111017300,서울특별시,혜화동,명륜3가,1101073,1111065000
90,1111017400,서울특별시,창신제1동,창신동,1101067,1111067000
91,1111017400,서울특별시,창신제2동,창신동,1101068,1111068000
92,1111017400,서울특별시,창신제3동,창신동,1101069,1111069000
93,1111017500,서울특별시,숭인제1동,숭인동,1101070,1111070000
94,1111017500,서울특별시,숭인제2동,숭인동,1101071,1111071000
95,1114000000,서울특별시,중구,중구,11020,1114000000
96,1114011100,서울특별시,소공동,소공동,1102052,1114052000
97,1114011300,서울특별시,소공동,북창동,1102052,1114052000
98,1114011400,서울특별시,소공동,태평로2가,1102052,1114052000
99,1114011500,서울특별시,소공동,남대문로2가,1102052,1114052000
100,1114011600,서울특별시,소공동,남대문로3가,1102052,1114052000
101,1114011700,서울특별시,소공동,남대문로4가,1102052,1114052000
102,1114011900,서울특별시,소공동,봉래동1가,1102052,1114052000
103,1114016600,서울특별시,소공동,서소문동,1102052,1114052000
104,1114016700,서울특별시,소공동,정동,1102052,1114052000
105,1114016800,서울특별시,소공동,순화동,1102052,1114052000
106,1114016900,서울특별시,소공동,의주로1가,1102052,1114052000
107,1114017000,서울특별시,소공동,충정로1가,1102052,1114052000
108,1114011200,서울특별시,회현동,남창동,1102054,1114054000
109,1114011600,서울특별시,회현동,남대문로3가,1102054,1114054000
110,1114011700,서울특별시,회현동,남대문로4가,1102054,1114054000
111,1114011800,서울특별시,회현동,남대문로5가,1102054,1114054000
112,1114011900,서울특별시,회현동,봉래동1가,1102054,1114054000
113,1114012000,서울특별시,회현동,봉래동2가,1102054,1114054000
114,1114012100,서울특별시,회현동,회현동1가,1102054,1114054000
115,1114012200,서울특별시,회현동,회현동2가,1102054,1114054000
116,1114012400,서울특별시,회현동,충무로1가,1102054,1114054000
117,1114016800,서울특별시,회현동,순화동,1102054,1114054000
118,1114010100,서울특별시,명동,무교동,1102055,1114055000
119,1114010200,서울특별시,명동,다동,1102055,1114055000
120,1114010300,서울특별시,명동,태평로1가,1102055,1114055000
121,1114010400,서울특별시,명동,을지로1가,1102055,1114055000
122,1114010500,서울특별시,명동,을지로2가,1102055,1114055000
123,1114010600,서울특별시,명동,남대문로1가,1102055,1114055000
124,1114010700,서울특별시,명동,삼각동,1102055,1114055000
125,1114010800,서울특별시,명동,수하동,1102055,1114055000
126,1114010900,서울특별시,명동,장교동,1102055,1114055000
127,1114011000,서울특별시,명동,수표동,1102055,1114055000
128,1114011500,서울특별시,명동,남대문로2가,1102055,1114055000
129,1114012100,서울특별시,명동,회현동1가,1102055,1114055000
130,1114012200,서울특별시,명동,회현동2가,1102055,1114055000
131,1114012300,서울특별시,명동,회현동3가,1102055,1114055000
132,1114012400,서울특별시,명동,충무로1가,1102055,1114055000
133,1114012500,서울특별시,명동,충무로2가,1102055,1114055000
134,1114012600,서울특별시,명동,명동1가,1102055,1114055000
135,1114012700,서울특별시,명동,명동2가,1102055,1114055000
136,1114012800,서울특별시,명동,남산동1가,1102055,1114055000
137,1114012900,서울특별시,명동,남산동2가,1102055,1114055000
138,1114013000,서울특별시,명동,남산동3가,1102055,1114055000
139,1114013100,서울특별시,명동,저동1가,1102055,1114055000
140,1114014200,서울특별시,명동,예장동,1102055,1114055000
141,1114013200,서울특별시,필동,충무로4가,1102057,1114057000
142,1114013300,서울특별시,필동,충무로5가,1102057,1114057000
143,1114013600,서울특별시,필동,묵정동,1102057,1114057000
144,1114013700,서울특별시,필동,필동1가,1102057,1114057000
145,1114013800,서울특별시,필동,필동2가,1102057,1114057000
146,1114013900,서울특별시,필동,필동3가,1102057,1114057000
147,1114014000,서울특별시,필동,남학동,1102057,1114057000
148,1114014100,서울특별시,필동,주자동,1102057,1114057000
149,1114014200,서울특별시,필동,예장동,1102057,1114057000
150,1114014400,서울특별시,필동,장충동2가,1102057,1114057000
151,1114015800,서울특별시,필동,충무로3가,1102057,1114057000
152,1114013600,서울특별시,장충동,묵정동,1102058,1114058000
153,1114014300,서울특별시,장충동,장충동1가,1102058,1114058000
154,1114014400,서울특별시,장충동,장충동2가,1102058,1114058000
155,1114013200,서울특별시,광희동,충무로4가,1102059,1114059000
156,1114013300,서울특별시,광희동,충무로5가,1102059,1114059000
157,1114013400,서울특별시,광희동,인현동2가,1102059,1114059000
158,1114013500,서울특별시,광희동,예관동,1102059,1114059000
159,1114014500,서울특별시,광희동,광희동1가,1102059,1114059000
160,1114014600,서울특별시,광희동,광희동2가,1102059,1114059000
161,1114014700,서울특별시,광희동,쌍림동,1102059,1114059000
162,1114014800,서울특별시,광희동,을지로6가,1102059,1114059000
163,1114014900,서울특별시,광희동,을지로7가,1102059,1114059000
164,1114015400,서울특별시,광희동,오장동,1102059,1114059000
165,1114015000,서울특별시,을지로동,을지로4가,1102060,1114060500
166,1114015100,서울특별시,을지로동,을지로5가,1102060,1114060500
167,1114015200,서울특별시,을지로동,주교동,1102060,1114060500
168,1114015300,서울특별시,을지로동,방산동,1102060,1114060500
169,1114015500,서울특별시,을지로동,을지로3가,1102060,1114060500
170,1114015600,서울특별시,을지로동,입정동,1102060,1114060500
171,1114015700,서울특별시,을지로동,산림동,1102060,1114060500
172,1114015900,서울특별시,을지로동,초동,1102060,1114060500
173,1114016000,서울특별시,을지로동,인현동1가,1102060,1114060500
174,1114016100,서울특별시,을지로동,저동2가,1102060,1114060500
175,1114016200,서울특별시,신당동,신당동,1102069,1114061500
176,1114016300,서울특별시,신당동,흥인동,1102069,1114061500
177,1114016400,서울특별시,신당동,무학동,1102069,1114061500
178,1114016200,서울특별시,다산동,신당동,1102070,1114062500
179,1114016200,서울특별시,약수동,신당동,1102071,1114063500
180,1114016200,서울특별시,청구동,신당동,1102072,1114064500
181,1114016200,서울특별시,신당제5동,신당동,1102065,1114065000
182,1114016200,서울특별시,동화동,신당동,1102073,1114066500
183,1114016500,서울특별시,황학동,황학동,1102067,1114067000
184,1114017100,서울특별시,중림동,중림동,1102068,1114068000
185,1114017200,서울특별시,중림동,의주로2가,1102068,1114068000
186,1114017300,서울특별시,중림동,만리동1가,1102068,1114068000
187,1114017400,서울특별시,중림동,만리동2가,1102068,1114068000
188,1117000000,서울특별시,용산구,용산구,11030,1117000000
189,1117010100,서울특별시,후암동,후암동,1103051,1117051000
190,1117010200,서울특별시,용산2가동,용산동2가,1103052,1117052000
191,1117010300,서울특별시,용산2가동,용산동4가,1103052,1117052000
192,1117010400,서울특별시,남영동,갈월동,1103053,1117053000
193,1117010500,서울특별시,남영동,남영동,1103053,1117053000
194,1117010600,서울특별시,남영동,용산동1가,1103053,1117053000
195,1117010700,서울특별시,남영동,동자동,1103053,1117053000
196,1117010800,서울특별시,청파동,서계동,1103071,1117055500
197,1117010900,서울특별시,청파동,청파동1가,1103071,1117055500
198,1117011000,서울특별시,청파동,청파동2가,1103071,1117055500
199,1117011100,서울특별시,청파동,청파동3가,1103071,1117055500
200,1117011200,서울특별시,원효로제1동,원효로1가,1103072,1117056000
201,1117011300,서울특별시,원효로제1동,원효로2가,1103072,1117056000
202,1117012200,서울특별시,원효로제1동,문배동,1103072,1117056000
203,1117012300,서울특별시,원효로제1동,신계동,1103072,1117056000
204,1117011400,서울특별시,원효로제2동,신창동,1103057,1117057000
205,1117011500,서울특별시,원효로제2동,산천동,1103057,1117057000
206,1117011600,서울특별시,원효로제2동,청암동,1103057,1117057000
207,1117011700,서울특별시,원효로제2동,원효로3가,1103057,1117057000
208,1117011800,서울특별시,원효로제2동,원효로4가,1103057,1117057000
209,1117011900,서울특별시,효창동,효창동,1103058,1117058000
210,1117012000,서울특별시,용문동,도원동,1103059,1117059000
211,1117012100,서울특별시,용문동,용문동,1103059,1117059000
212,1117012400,서울특별시,한강로동,한강로1가,1103073,1117062500
213,1117012500,서울특별시,한강로동,한강로2가,1103073,1117062500
214,1117012600,서울특별시,한강로동,용산동3가,1103073,1117062500
215,1117012700,서울특별시,한강로동,용산동5가,1103073,1117062500
216,1117012800,서울특별시,한강로동,한강로3가,1103073,1117062500
217,1117012900,서울특별시,이촌제1동,이촌동,1103063,1117063000
218,1117012900,서울특별시,이촌제2동,이촌동,1103064,1117064000
219,1117013000,서울특별시,이태원제1동,이태원동,1103065,1117065000
220,1117013000,서울특별시,이태원제2동,이태원동,1103066,1117066000
221,1117013100,서울특별시,한남동,한남동,1103074,1117068500
222,1117013200,서울특별시,서빙고동,동빙고동,1103069,1117069000
223,1117013300,서울특별시,서빙고동,서빙고동,1103069,1117069000
224,1117013400,서울특별시,서빙고동,주성동,1103069,1117069000
225,1117013500,서울특별시,서빙고동,용산동6가,1103069,1117069000
226,1117013600,서울특별시,보광동,보광동,1103070,1117070000
227,1120000000,서울특별시,성동구,성동구,11040,1120000000
228,1120010200,서울특별시,왕십리제2동,하왕십리동,1104052,1120052000
229,1120010100,서울특별시,왕십리도선동,상왕십리동,1104071,1120053500
230,1120010200,서울특별시,왕십리도선동,하왕십리동,1104071,1120053500
231,1120010300,서울특별시,왕십리도선동,홍익동,1104071,1120053500
232,1120010400,서울특별시,왕십리도선동,도선동,1104071,1120053500
233,1120010500,서울특별시,마장동,마장동,1104054,1120054000
234,1120010600,서울특별시,사근동,사근동,1104055,1120055000
235,1120010700,서울특별시,사근동,행당동,1104055,1120055000
236,1120010700,서울특별시,행당제1동,행당동,1104056,1120056000
237,1120010700,서울특별시,행당제2동,행당동,1104057,1120057000
238,1120010800,서울특별시,응봉동,응봉동,1104058,1120058000
239,1120010900,서울특별시,금호1가동,금호동1가,1104059,1120059000
240,1120011000,서울특별시,금호2·3가동,금호동2가,1104072,1120061500
241,1120011100,서울특별시,금호2·3가동,금호동3가,1104072,1120061500
242,1120011200,서울특별시,금호4가동,금호동4가,1104062,1120062000
243,1120011300,서울특별시,옥수동,옥수동,1104073,1120064500
244,1120011400,서울특별시,성수1가제1동,성수동1가,1104065,1120065000
245,1120011400,서울특별시,성수1가제2동,성수동1가,1104066,1120066000
246,1120011500,서울특별시,성수2가제1동,성수동2가,1104067,1120067000
247,1120011500,서울특별시,성수2가제3동,성수동2가,1104068,1120069000
248,1120011800,서울특별시,송정동,송정동,1104069,1120072000
249,1120011800,서울특별시,용답동,송정동,1104070,1120079000
250,1120012200,서울특별시,용답동,용답동,1104070,1120079000
251,1121500000,서울특별시,광진구,광진구,11050,1121500000
252,1121510700,서울특별시,화양동,화양동,1105053,1121571000
253,1121510900,서울특별시,군자동,군자동,1105054,1121573000
254,1121510100,서울특별시,중곡제1동,중곡동,1105055,1121574000
255,1121510100,서울특별시,중곡제2동,중곡동,1105056,1121575000
256,1121510100,서울특별시,중곡제3동,중곡동,1105057,1121576000
257,1121510100,서울특별시,중곡제4동,중곡동,1105058,1121577000
258,1121510200,서울특별시,능동,능동,1105059,1121578000
259,1121510400,서울특별시,광장동,광장동,1105063,1121581000
260,1121510500,서울특별시,자양제1동,자양동,1105064,1121582000
261,1121510500,서울특별시,자양제2동,자양동,1105065,1121583000
262,1121510500,서울특별시,자양제3동,자양동,1105066,1121584000
263,1121510500,서울특별시,자양제4동,자양동,1105067,1121584700
264,1121510300,서울특별시,구의제1동,구의동,1105060,1121585000
265,1121510300,서울특별시,구의제2동,구의동,1105061,1121586000
266,1121510300,서울특별시,구의제3동,구의동,1105062,1121587000
267,1123000000,서울특별시,동대문구,동대문구,11060,1123000000
268,1123010100,서울특별시,용신동,신설동,1106081,1123053600
269,1123010200,서울특별시,용신동,용두동,1106081,1123053600
270,1123010300,서울특별시,제기동,제기동,1106082,1123054500
271,1123010400,서울특별시,전농제1동,전농동,1106083,1123056000
272,1123010400,서울특별시,전농제2동,전농동,1106084,1123057000
273,1123010500,서울특별시,답십리제1동,답십리동,1106091,1123060000
274,1123010500,서울특별시,답십리제2동,답십리동,1106086,1123061000
275,1123010600,서울특별시,장안제1동,장안동,1106087,1123065000
276,1123010600,서울특별시,장안제2동,장안동,1106088,1123066000
277,1123010700,서울특별시,청량리동,청량리동,1106080,1123070500
278,1123010800,서울특별시,회기동,회기동,1106071,1123071000
279,1123010900,서울특별시,휘경제1동,휘경동,1106072,1123072000
280,1123010900,서울특별시,휘경제2동,휘경동,1106073,1123073000
281,1123011000,서울특별시,이문제1동,이문동,1106089,1123074000
282,1123011000,서울특별시,이문제2동,이문동,1106090,1123075000
283,1126000000,서울특별시,중랑구,중랑구,11070,1126000000
284,1126010100,서울특별시,면목제2동,면목동,1107052,1126052000
285,1126010100,서울특별시,면목제4동,면목동,1107054,1126054000
286,1126010100,서울특별시,면목제5동,면목동,1107055,1126055000
287,1126010100,서울특별시,면목본동,면목동,1107071,1126056500
288,1126010100,서울특별시,면목제7동,면목동,1107057,1126057000
289,1126010100,서울특별시,면목제3·8동,면목동,1107072,1126057500
290,1126010200,서울특별시,상봉제1동,상봉동,1107059,1126058000
291,1126010200,서울특별시,상봉제2동,상봉동,1107060,1126059000
292,1126010300,서울특별시,중화제1동,중화동,1107061,1126060000
293,1126010300,서울특별시,중화제2동,중화동,1107062,1126061000
294,1126010400,서울특별시,묵제1동,묵동,1107064,1126062000
295,1126010400,서울특별시,묵제2동,묵동,1107065,1126063000
296,1126010500,서울특별시,망우본동,망우동,1107073,1126065500
297,1126010500,서울특별시,망우제3동,망우동,1107068,1126066000
298,1126010600,서울특별시,신내1동,신내동,1107069,1126068000
299,1126010600,서울특별시,신내2동,신내동,1107070,1126069000
300,1129000000,서울특별시,성북구,성북구,11080,1129000000
301,1129010100,서울특별시,성북동,성북동,1108081,1129052500
302,1129010200,서울특별시,성북동,성북동1가,1108081,1129052500
303,1129010400,서울특별시,성북동,동소문동1가,1108081,1129052500
304,1129010700,서울특별시,성북동,동소문동4가,1108081,1129052500
305,1129010500,서울특별시,삼선동,동소문동2가,1108082,1129055500
306,1129010600,서울특별시,삼선동,동소문동3가,1108082,1129055500
307,1129010800,서울특별시,삼선동,동소문동5가,1108082,1129055500
308,1129011100,서울특별시,삼선동,삼선동1가,1108082,1129055500
309,1129011200,서울특별시,삼선동,삼선동2가,1108082,1129055500
310,1129011300,서울특별시,삼선동,삼선동3가,1108082,1129055500
311,1129011400,서울특별시,삼선동,삼선동4가,1108082,1129055500
312,1129011500,서울특별시,삼선동,삼선동5가,1108082,1129055500
313,1129010300,서울특별시,동선동,돈암동,1108083,1129057500
314,1129010900,서울특별시,동선동,동소문동6가,1108083,1129057500
315,1129011000,서울특별시,동선동,동소문동7가,1108083,1129057500
316,1129011600,서울특별시,동선동,동선동1가,1108083,1129057500
317,1129011700,서울특별시,동선동,동선동2가,1108083,1129057500
318,1129011800,서울특별시,동선동,동선동3가,1108083,1129057500
319,1129011900,서울특별시,동선동,동선동4가,1108083,1129057500
320,1129012000,서울특별시,동선동,동선동5가,1108083,1129057500
321,1129010300,서울특별시,돈암제1동,돈암동,1108058,1129058000
322,1129010300,서울특별시,돈암제2동,돈암동,1108059,1129059000
323,1129012100,서울특별시,안암동,안암동1가,1108060,1129060000
324,1129012200,서울특별시,안암동,안암동2가,1108060,1129060000
325,1129012300,서울특별시,안암동,안암동3가,1108060,1129060000
326,1129012400,서울특별시,안암동,안암동4가,1108060,1129060000
327,1129012500,서울특별시,안암동,안암동5가,1108060,1129060000
328,1129012600,서울특별시,보문동,보문동4가,1108061,1129061000
329,1129012700,서울특별시,보문동,보문동5가,1108061,1129061000
330,1129012800,서울특별시,보문동,보문동6가,1108061,1129061000
331,1129012900,서울특별시,보문동,보문동7가,1108061,1129061000
332,1129013000,서울특별시,보문동,보문동1가,1108061,1129061000
333,1129013100,서울특별시,보문동,보문동2가,1108061,1129061000
334,1129013200,서울특별시,보문동,보문동3가,1108061,1129061000
335,1129013300,서울특별시,정릉제1동,정릉동,1108062,1129062000
336,1129010300,서울특별시,정릉제2동,돈암동,1108063,1129063000
337,1129013300,서울특별시,정릉제2동,정릉동,1108063,1129063000
338,1129013300,서울특별시,정릉제3동,정릉동,1108064,1129064000
339,1129013300,서울특별시,정릉제4동,정릉동,1108065,1129065000
340,1129013400,서울특별시,길음제1동,길음동,1108066,1129066000
341,1129013400,서울특별시,길음제2동,길음동,1108068,1129068500
342,1129013600,서울특별시,길음제2동,하월곡동,1108068,1129068500
343,1129013500,서울특별시,종암동,종암동,1108084,1129070500
344,1129013600,서울특별시,월곡제1동,하월곡동,1108071,1129071500
345,1129013600,서울특별시,월곡제2동,하월곡동,1108072,1129072500
346,1129013700,서울특별시,월곡제2동,상월곡동,1108072,1129072500
347,1129013800,서울특별시,장위제1동,장위동,1108076,1129076000
348,1129013800,서울특별시,장위제2동,장위동,1108077,1129077000
349,1129013800,서울특별시,장위제3동,장위동,1108078,1129078000
350,1129013900,서울특별시,석관동,석관동,1108085,1129081000
351,1130500000,서울특별시,강북구,강북구,11090,1130500000
352,1130510100,서울특별시,삼양동,미아동,1109069,1130553400
353,1130510100,서울특별시,미아동,미아동,1109070,1130553500
354,1130510100,서울특별시,송중동,미아동,1109071,1130554500
355,1130510100,서울특별시,송천동,미아동,1109072,1130555500
356,1130510100,서울특별시,삼각산동,미아동,1109073,1130557500
357,1130510200,서울특별시,번1동,번동,1109060,1130559500
358,1130510200,서울특별시,번2동,번동,1109061,1130560300
359,1130510200,서울특별시,번3동,번동,1109062,1130560800
360,1130510300,서울특별시,수유1동,수유동,1109063,1130561500
361,1130510300,서울특별시,수유2동,수유동,1109064,1130562500
362,1130510300,서울특별시,수유3동,수유동,1109065,1130563500
363,1130510300,서울특별시,우이동,수유동,1109074,1130564500
364,1130510400,서울특별시,우이동,우이동,1109074,1130564500
365,1130510300,서울특별시,인수동,수유동,1109075,1130566000
366,1132000000,서울특별시,도봉구,도봉구,11100,1132000000
367,1132010700,서울특별시,창제1동,창동,1110059,1132051100
368,1132010700,서울특별시,창제2동,창동,1110060,1132051200
369,1132010700,서울특별시,창제3동,창동,1110061,1132051300
370,1132010700,서울특별시,창제4동,창동,1110062,1132051400
371,1132010700,서울특별시,창제5동,창동,1110063,1132051500
372,1132010800,서울특별시,도봉제1동,도봉동,1110064,1132052100
373,1132010800,서울특별시,도봉제2동,도봉동,1110065,1132052200
374,1132010500,서울특별시,쌍문제1동,쌍문동,1110051,1132066000
375,1132010500,서울특별시,쌍문제2동,쌍문동,1110052,1132067000
376,1132010500,서울특별시,쌍문제3동,쌍문동,1110053,1132068000
377,1132010500,서울특별시,쌍문제4동,쌍문동,1110054,1132068100
378,1132010600,서울특별시,방학제1동,방학동,1110055,1132069000
379,1132010600,서울특별시,방학제2동,방학동,1110056,1132070000
380,1132010600,서울특별시,방학제3동,방학동,1110057,1132071000
381,1135000000,서울특별시,노원구,노원구,11110,1135000000
382,1135010200,서울특별시,월계1동,월계동,1111051,1135056000
383,1135010200,서울특별시,월계2동,월계동,1111052,1135057000
384,1135010200,서울특별시,월계3동,월계동,1111053,1135058000
385,1135010300,서울특별시,공릉1동,공릉동,1111079,1135059500
386,1135010300,서울특별시,공릉2동,공릉동,1111056,1135060000
387,1135010400,서울특별시,하계1동,하계동,1111058,1135061100
388,1135010400,서울특별시,하계2동,하계동,1111059,1135061200
389,1135010600,서울특별시,중계본동,중계동,1111060,1135061900
390,1135010600,서울특별시,중계1동,중계동,1111061,1135062100
391,1135010600,서울특별시,중계4동,중계동,1111064,1135062400
392,1135010600,서울특별시,중계2·3동,중계동,1111078,1135062500
393,1135010500,서울특별시,상계1동,상계동,1111065,1135063000
394,1135010500,서울특별시,상계2동,상계동,1111066,1135064000
395,1135010500,서울특별시,상계3·4동,상계동,1111076,1135066500
396,1135010500,서울특별시,상계5동,상계동,1111069,1135067000
397,1135010500,서울특별시,상계6·7동,상계동,1111077,1135069500
398,1135010500,서울특별시,상계8동,상계동,1111072,1135070000
399,1135010500,서울특별시,상계9동,상계동,1111073,1135071000
400,1135010500,서울특별시,상계10동,상계동,1111074,1135072000
401,1138000000,서울특별시,은평구,은평구,11120,1138000000
402,1138010200,서울특별시,녹번동,녹번동,1112051,1138051000
403,1138010300,서울특별시,불광제1동,불광동,1112052,1138052000
404,1138010300,서울특별시,불광제2동,불광동,1112072,1138053000
405,1138010400,서울특별시,갈현제1동,갈현동,1112055,1138055100
406,1138010400,서울특별시,갈현제2동,갈현동,1112056,1138055200
407,1138010500,서울특별시,구산동,구산동,1112057,1138056000
408,1138010600,서울특별시,대조동,대조동,1112058,1138057000
409,1138010700,서울특별시,응암제1동,응암동,1112059,1138058000
410,1138010700,서울특별시,응암제2동,응암동,1112060,1138059000
411,1138010700,서울특별시,응암제3동,응암동,1112073,1138060000
412,1138010800,서울특별시,역촌동,역촌동,1112074,1138062500
413,1138010900,서울특별시,신사제1동,신사동,1112065,1138063100
414,1138010900,서울특별시,신사제2동,신사동,1112066,1138063200
415,1138011000,서울특별시,증산동,증산동,1112067,1138064000
416,1138010100,서울특별시,수색동,수색동,1112068,1138065000
417,1138011400,서울특별시,진관동,진관동,1112071,1138069000
418,1141000000,서울특별시,서대문구,서대문구,11130,1141000000
419,1141010500,서울특별시,천연동,냉천동,1113052,1141052000
420,1141010600,서울특별시,천연동,천연동,1113052,1141052000
421,1141010700,서울특별시,천연동,옥천동,1113052,1141052000
422,1141010800,서울특별시,천연동,영천동,1113052,1141052000
423,1141010900,서울특별시,천연동,현저동,1113052,1141052000
424,1141011000,서울특별시,북아현동,북아현동,1113074,1141055500
425,1141010100,서울특별시,충현동,충정로2가,1113073,1141056500
426,1141010200,서울특별시,충현동,충정로3가,1113073,1141056500
427,1141010300,서울특별시,충현동,합동,1113073,1141056500
428,1141010400,서울특별시,충현동,미근동,1113073,1141056500
429,1141011000,서울특별시,충현동,북아현동,1113073,1141056500
430,1141011200,서울특별시,신촌동,대현동,1113075,1141058500
431,1141011300,서울특별시,신촌동,대신동,1113075,1141058500
432,1141011400,서울특별시,신촌동,신촌동,1113075,1141058500
433,1141011500,서울특별시,신촌동,봉원동,1113075,1141058500
