,Unnamed: 0,FACI_NM,FACI_GB_CD,FACI_GB_NM,FCOB_CD,FCOB_NM,FTYPE_CD,FTYPE_NM,FACI_STAT,FACI_ROAD_POST,FACI_ROAD_ADDR1,FACI_ROAD_ADDR2,FACI_POST,FACI_ADDR1,FACI_ADDR2,FACI_POINT_X,FACI_POINT_Y,서울유무
20743,86428,서울시립성북청소년수련관수영장,P,공공,P11,수영장,P1101,수영장,정상운영,2764.0,서울특별시 성북구 한천로95길 7 (장위동),,2764.0,서울특별시 성북구 장위동 135-2 성북청소년수련관,,,,서울
20821,86554,[01]구일역 제방위(안양교방향),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동 642-76,,,서울특별시 구로구 서울특별시 구로구 구로동 642-76,,126.8710094,37.49508826,서울
20832,86577,[02]구일역 제방위(구일역 1번출구) 옆),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동 642-76,,,서울특별시 구로구 서울특별시 구로구 구로동 642-76,,126.8710094,37.49508826,서울
20833,86579,[03]어린이야구연습장 옆,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동 621-8,,,서울특별시 구로구 서울특별시 구로구 구로동 621-8,,126.87052609999999,37.49993875,서울
20843,86590,[04]족구장B 위쪽,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동 621-9,,,서울특별시 구로구 서울특별시 구로구 구로동 621-9,,126.8723827,37.50147248,서울
20844,86591,[05]오금교 하부,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8205.0,서울특별시 구로구 구로중앙로42길 6 (신도림동),,8205.0,서울특별시 구로구 신도림동 288-11,신정동 871-10(오금교 하부),126.8768748,37.50986551,서울
20849,86597,[06]안양천 제방(오금교~인라인스케이트장),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 285-35,,,서울특별시 구로구 서울특별시 구로구 신도림동 285-35,,126.8756091,37.50900111,서울
20853,86601,[07]안양천 제방(오금교~신정교),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 282-39,,,서울특별시 구로구 서울특별시 구로구 신도림동 282-39,,126.8769366,37.51060989,서울
20859,86611,[08]축구장C 그늘막 옆,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8200.0,서울특별시 구로구 신도림로19길 144 (신도림동),,8200.0,서울특별시 구로구 신도림동 271-25 신도림삼성쉐르빌1,축구장C 그늘막 옆,126.8813936,37.51432154,서울
20862,86615,[09]안양천 제방(축구장C 위쪽),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 271-86,,,서울특별시 구로구 서울특별시 구로구 신도림동 271-86,,126.8800797,37.51416668,서울
20877,86634,충현1,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼1동,,127.036542,37.504678000000006,서울
20947,86712,세곡동 근린공원1,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 세곡동 525-1,,127.0956908,37.47431024,서울
21347,87122,중랑천 제1체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동대문구 서울특별시 동대문구 중랑천 제1체육공원,,,,서울
21372,87147,우이천(우이1교~번창교),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창2동,,127.03432,37.642540000000004,서울
21383,87158,가로공원 (1)_남단,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 대치동 10,,127.07359040000001,37.49617732,서울
21406,87190,등촌주공 1단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌3동,,126.842256,37.565389,서울
21427,87227,애오개쉼터(아현제1녹지),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 아현동 734,,126.95674220000001,37.55278248,서울
21480,87297,대치청실아파트 소공원1,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치동 1027-1,,127.0598425,37.49436145,서울
21483,87302,마곡수명산파크 1단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 발산1동,,126.83053400000001,37.553566,서울
21533,87365,말죽거리공원배드민턴장(1),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초2동,,127.034089,37.482704,서울
21571,87419,도곡진달래1차 소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡동 538-4,,,,서울
21582,87434,근린공원1호,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 세곡동 603번지,,127.10279009999998,37.47410245,서울
21584,87436,롯데캐슬1차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.015977,37.520389,서울
21585,87437,수변공원1호,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 세곡동 604번지 외 1,,127.10057890000002,37.47416202,서울
21586,87439,염창동아1차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.872961,37.555274,서울
21587,87440,염창현대1차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.874377,37.553124,서울
21595,87451,네이처힐1단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.02013899999999,37.464529999999996,서울
21628,87485,신반포1차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포2동,,126.992309,37.504603,서울
21659,87521,잠실제1수영장,P,공공,P11,수영장,P1101,수영장,정상운영,5500.0,서울특별시 송파구 올림픽로 25 (잠실동),,5500.0,서울특별시 송파구 잠실동  10 서울종합운동장,,127.0759403,37.51619977,서울
21674,87539,홍제천1체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,3018.0,서울특별시 종로구 세검정로 260 (신영동),,3018.0,서울특별시 종로구 신영동  131-1,세검정사철탕 맞은편,126.96123909999999,37.60158549,서울
21718,87587,미도1차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포4동,,127.00870800000001,37.499973,서울
21823,87693,염창1차 더하임,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.87050900000001,37.551516,서울
21967,87837,도봉1동 마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 도봉1동,,127.039918,37.685696,서울
21974,87844,돈암1동 마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 성북구 돈암1동,,127.021175,37.597746,서울
21977,87847,망원1동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 망원1동 460-5,,126.9003108,37.55324927,서울
22014,87884,송파1동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5668.0,"서울특별시 송파구 가락로21길 5 (송파동, 노을주택)",,5668.0,서울특별시 송파구 송파동  95-50 노을주택,"95-45, 106",127.1113749,37.50287465,서울
22045,87915,잠실1동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5556.0,서울특별시 송파구 올림픽로 92 (잠실동),,5556.0,서울특별시 송파구 잠실동  175-14 잠실두성빌딩,,127.0830686,37.51658646,서울
22059,87929,풍납1동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5516.0,"서울특별시 송파구 한가람로 448 (풍납동, 동아한가람아파트)",,5516.0,서울특별시 송파구 풍납동  506 동아한가람아파트,"183-5(도로), 126-26(전), 159-2(사적지)",127.1153528,37.53763151,서울
22569,88444,충현1공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-8,,,,서울
22646,88530,호암1터널상부,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥5동,,126.91694,37.445332,서울
22664,88548,반포1동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포1동,,127.013425,37.50499,서울
22665,88549,방배1동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배1동,,126.994528,37.483321000000004,서울
22676,88560,서초1동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초1동,,127.01956200000001,37.490059,서울
22685,88569,양재1동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.026758,37.471677,서울
22869,88774,[10]동양미래대학교 앞 농구장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8221.0,서울특별시 구로구 안양천로537길 72 (고척동),,8221.0,서울특별시 구로구 고척동 62-121,고척동 276-3(동양미래대학교 농구장 앞),126.8705242,37.49993866,서울
22920,88833,테스트100,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,7367.0,서울특별시 영등포구 영신로9바길 5-8 (영등포동),,7367.0,서울특별시 영등포구 영등포동 620-196,,126.90679070000002,37.51161391,서울
22952,88908,벽산105동(소공원),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥2동,,126.91824299999999,37.452199,서울
22973,88951,[11]고척교 하부(고척돔구장 앞),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8221.0,서울특별시 구로구 경인로 445 (고척동),,8221.0,서울특별시 구로구 고척동 62-160 동양미래대학교,고척교 하부,126.86771999999999,37.50061626,서울
23007,88989,등촌주공 11단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌3동,,126.84840600000001,37.560006,서울
23059,89047,방화11단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 방화2동,,126.805728,37.570723,서울
23128,89174,[12]신정교사거리 하부,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 271-84,,,서울특별시 구로구 서울특별시 구로구 신도림동 271-84,,126.88226780000001,37.51530055,서울
23171,89220,망원1-2 공영주차장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 공영주차장 운동기구,,,,서울
23250,89331,영등1공원(영등2차1호),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99681899999999,37.582125,서울
23343,89513,[13]우성아파트 3창 앞(제방아래),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 323-4,,,서울특별시 구로구 서울특별시 구로구 신도림동 323-4,신도림동 325-1,126.88497179999999,37.5134075,서울
23407,89588,[14]우성아파트 2차 앞(제방위),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 325-1,,,서울특별시 구로구 서울특별시 구로구 신도림동 325-1,,126.886592,37.51310272,서울
23423,89609,[15]도림천 농구장 제방위,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 330-6,,,서울특별시 구로구 서울특별시 구로구 신도림동 330-6,,126.8898483,37.51092177,서울
23500,89718,[16]신도림푸르지오 2차 앞,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 신도림동 330-4,,,서울특별시 구로구 서울특별시 구로구 신도림동 330-4,,126.88976159999999,37.51139382,서울
23510,89732,[17]대림역 하부,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8305.0,서울특별시 구로구 도림로 111-1 (구로동),,8305.0,서울특별시 구로구 구로동 125-83 구두수선대,대림역 하부,126.89520990000001,37.49179353,서울
23513,89736,중랑천 주공17단지 밑,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창4동,,127.055044,37.643397,서울
23514,89737,중랑천 주공17단지 밑,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창4동,,127.05507800000001,37.643479,서울
23550,89785,[18]구로디지털단지역 하부,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 구로동 810-3,,,서울특별시 구로구 서울특별시 구로구 구로동 810-3,,126.9010795,37.48536476,서울
23586,89839,[19]목감교 아래,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 개봉동 480-5,,,서울특별시 구로구 서울특별시 구로구 개봉동 480-5,개봉동 372-1,126.8624361,37.491060100000006,서울
23650,89962,충현2,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼1동,,127.038329,37.505426,서울
23651,89963,충현2,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-25,,,,서울
23693,90021,홍연 2교 우안 하류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 모래내로 285,,126.9294131,37.57774852,서울
23694,90022,증산 2교 하류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 불광천길 202,,126.91076310000001,37.58367524,서울
23717,90054,우장산 롯데 2차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 우장산동,,126.84238300000001,37.554772,서울
24111,90472,중랑천 제2체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동대문구 서울특별시 동대문구 중랑천 제2체육공원,,,,서울
24154,90526,가로공원 (2)_남단,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 대치동 10,,127.07359040000001,37.49617732,서울
24202,90618,대동황토방 2차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌1동,,126.86196499999998,37.555164000000005,서울
24260,90744,말죽거리공원(2),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.03228999999999,37.479911,서울
24266,90777,대치청실아파트 소공원2,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치동 1028-1,,127.06166129999998,37.49492995,서울
24268,90785,마곡수명판파크 2단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 발산1동,,126.82764099999999,37.553858,서울
24356,90961,도곡진달래2단지소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡동 539-6,,127.0472134,37.49392388,서울
24360,90968,근린공원2호,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 자곡동 625번지,,127.09043909999998,37.46922547,서울
24362,90970,롯데캐슬2차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.01547,37.518537,서울
24364,90972,수변공원2호,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 세곡동 537번지,,127.09300220000002,37.47594141,서울
24370,90979,마동택지2호 어린이공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.996445,37.582972,서울
24374,90983,네이처힐2단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.02013899999999,37.464529999999996,서울
24378,90988,반포주공2공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포2동,,127.00078,37.50144,서울
24405,91021,신반포2차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.00447,37.511658000000004,서울
24422,91040,신반포2차앞 체련시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포3동,,127.002816,37.511396999999995,서울
24426,91048,잠실제2수영장,P,공공,P11,수영장,P1101,수영장,정상운영,5500.0,서울특별시 송파구 올림픽로 25 (잠실동),,5500.0,서울특별시 송파구 잠실동  10 서울종합운동장,,127.0759403,37.51619977,서울
24427,91052,평창동2운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,3004.0,서울특별시 종로구 평창30길 61 (평창동),,3004.0,서울특별시 종로구 평창동  484-3,,126.97277679999999,37.61279703,서울
24428,91053,한사랑2차삼성,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌1동,,126.86421100000001,37.554774,서울
24432,91059,수서제2근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 수서동 749 외 1필지,,127.08936609999998,37.48325681,서울
24438,91070,홍제천2체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,3018.0,서울특별시 종로구 세검정로6길 38 (신영동),,3018.0,서울특별시 종로구 신영동  165 세검정천주교회,세검정성당 맞은편,126.9610904,37.60004295,서울
24441,91073,관악제2구민운동장,P,공공,P02,축구장,P0201,축구장,정상운영,8823.0,서울특별시 관악구 약수암길 43-1 (신림동),,8823.0,서울특별시 관악구 신림동  산72-2,,126.9332051,37.45899489999999,서울
24477,91121,미도2차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포4동,,127.007319,37.502889,서울
24681,91326,망원2동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 성산로681(망원2동450-1),,,,서울
24741,91386,잠실2동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5558.0,서울특별시 송파구 올림픽로12길 5-21 (잠실동),,5558.0,서울특별시 송파구 잠실동  184-24 보보스모텔,,127.0901983,37.51715562,서울
24743,91388,장위2동 어울쉼터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 성북구 장위2동,,127.05473799999999,37.612296,서울
24745,91390,종암2동 녹지쉼터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 성북구 종암동,,127.03882,37.601553,서울
24746,91391,종암2동 마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 성북구 종암동,,127.040393,37.59939,서울
24758,91403,풍납2동 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5535.0,서울특별시 송파구 토성로 2 (풍납동),,5535.0,서울특별시 송파구 풍납동  310 풍납 자전거대여소,310-17(잡종지) 310(사적지),127.1107488,37.53073426,서울
24829,91474,증산2교 좌안상류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 증가로32길 23-7,,126.91181709999998,37.58467073,서울
24915,91560,장위2동 감나무쉼터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 성북구 장위2동,,127.051625,37.614919,서울
25249,91894,가양2단지 성지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양1동,,126.84658700000001,37.571013,서울
25269,91921,모현2호공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 종로1.2.3.4가동,,126.99623000000001,37.58253,서울
25303,91974,면목2동체육관,P,공공,P09,체육관,P0903,생활체육관,정상운영,2140.0,서울특별시 중랑구 겸재로23길 27 (면목동),,2140.0,서울특별시 중랑구 면목동 146-1 면목2동 공동주차장,,127.08086809999999,37.58794477,서울
25351,92030,망원2동체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 망원2동,,126.896129,37.559041,서울
25352,92031,반포2동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포2동,,126.994504,37.504486,서울
25353,92032,방배2동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배2동,,126.985551,37.479725,서울
25365,92044,서초2동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초2동,,127.024979,37.492004,서울
25377,92056,양재2동주민센터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.04103500000001,37.470484,서울
25419,92098,상계2동마을숲마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 상계2동,,127.06761499999999,37.656814000000004,서울
25515,92196,창2동 소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창2동,,127.03629099999999,37.641269,서울
25521,92202,창2동 마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창2동,,127.034897,37.640855,서울
25583,92372,[20]I-PARK(109동) 앞,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 개봉동 372-3,,,서울특별시 구로구 서울특별시 구로구 개봉동 372-3,,126.8605713,37.48931717,서울
25584,92378,방화 2-1단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 방화3동,,126.81961499999998,37.57605,서울
25661,92506,[21]철산2교 우측,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 개봉동 372-4,,,서울특별시 구로구 서울특별시 구로구 개봉동 372-4,,126.85953329999998,37.48811219,서울
25674,92543,방화 2-2단지(그린),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 방화3동,,126.820168,37.574245,서울
25739,92609,22호근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 관악구 신원동,,126.92708300000001,37.482544,서울
25749,92621,[22]철산2교 좌측,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 개봉동 372-5,,,서울특별시 구로구 서울특별시 구로구 개봉동 372-5,,126.85868490000001,37.48713449,서울
25752,92625,영등2공원(영등2차2호),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99676200000002,37.582179,서울
25759,92636,어양2공원(영등2차5호),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 종로1.2.3.4가동,,126.996354,37.582648,서울
25764,92648,[23]개봉교하부,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8334.0,서울특별시 구로구 개봉로 12-1 (개봉동),,8334.0,서울특별시 구로구 개봉동 403-97 구두수선대,개봉교 하부,126.8564466,37.48655443,서울
25781,92670,영동2교~영동3교_남단,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 개포동 1279,,127.0476808,37.48208084,서울
25782,92671,영동2교~영동3교_북단,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 도곡동 468,,127.0502374,37.48427104,서울
25816,92720,[24]인라인스케이트장 우측,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 개봉동 376-3,,,서울특별시 구로구 서울특별시 구로구 개봉동 376-3,개봉동 376-1,126.8540064,37.48347071,서울
25844,92957,[25]인라인스케이트장 좌측(지압코스 내부),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8355.0,"서울특별시 구로구 개봉로1길 118 (개봉동, 에코그로브)",,8355.0,서울특별시 구로구 개봉동 314-158 에코그로브,인라인스케이트장 좌측(지압코스 내부),126.8523092,37.48214799,서울
25861,93055,[26]개명교 좌측,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 개봉동 314-117,,,서울특별시 구로구 서울특별시 구로구 개봉동 314-117,,126.8497402,37.4818868,서울
25882,93096,[27]고척동 삼환로즈빌 앞 보도,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,서울특별시 구로구 서울특별시 구로구 고척동 336,,,서울특별시 구로구 서울특별시 구로구 고척동 336,,126.85804040000001,37.49786651,서울
25904,93143,[28]오류역광장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8272.0,서울특별시 구로구 경인로20가길 24 (오류동),,8272.0,서울특별시 구로구 오류동 66,오류역광장,126.8449041,37.49519392,서울
25922,93177,[29]궁동 조광빌라 뒤,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8248.0,"서울특별시 구로구 오리로21가길 23-7 (궁동, 조광빌라)",,8248.0,서울특별시 구로구 궁동 79-3 조광빌라,궁동 77-3(조광빌라 뒤),126.8267543,37.49966183,서울
25950,93244,홍제 3교 좌안 하류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 홍제내길 84,,126.935827,37.58613862,서울
26073,93379,중랑천 제3체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 동대문구 서울특별시 동대문구 중랑천 제3체육공원,,,,서울
26096,93405,배산택지 공원(3호공원),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99654699999999,37.582945,서울
26103,93420,가양강변 3단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양2동,,126.856279,37.564614,서울
26104,93421,등촌주공 3단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌3동,,126.84082099999999,37.561084,서울
26133,93482,마곡수명산파크 3단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 발산1동,,126.824744,37.551907,서울
26164,93534,코오롱오투빌3차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌1동,,126.860929,37.554896,서울
26179,93554,근린공원3호,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 자곡동 615번지,,127.09291699999999,37.47286724,서울
26181,93556,염창동아3차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.877397,37.550251,서울
26182,93557,염창우성3차,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.86698,37.550895000000004,서울
26187,93563,네이처힐3단지,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.02718300000001,37.465653,서울
26205,93582,신반포3차앞 체련시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 반포2동,,126.99586000000001,37.508243,서울
26239,93623,홍제3교 좌안 상류 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 홍제내길 168,,126.9378538,37.58871655,서울
26247,93631,방학3동 원당 마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학3동,,127.026677,37.65712,서울
26250,93634,증산3교 좌안 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 불광천길 96,,126.9069635,37.58005392,서울
26301,93685,방학3동 가로공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학3동,,127.027677,37.663391,서울
26302,93686,방학3동 마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학3동,,127.02639599999999,37.662301,서울
