,Unnamed: 0,FACI_NM,FACI_GB_CD,FACI_GB_NM,FCOB_CD,FCOB_NM,FTYPE_CD,FTYPE_NM,FACI_STAT,FACI_ROAD_POST,FACI_ROAD_ADDR1,FACI_ROAD_ADDR2,FACI_POST,FACI_ADDR1,FACI_ADDR2,FACI_POINT_X,FACI_POINT_Y,서울유무
9227,46263,망원유수지 옆 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 망원동 294-5,,126.8962597,37.55621547,서울
9228,46264,망원유수지 위 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 망원2동 452-1,,126.8975315,37.55646526,서울
9273,46311,쌍용아파트 앞_북단,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 대치동 5-1,,127.0729185,37.49830412,서울
9330,46529,간이운동장 테스트,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5540.0,서울특별시 송파구 올림픽로 424 (방이동),,5540.0,서울특별시 송파구 방이동 88 올림픽공원,,127.1155179,37.52033970000001,서울
9333,46539,경복아파트 소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 논현동 276-2,,127.0395686,37.51000063,서울
9374,46725,양재초교앞 농구장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.033345,37.474074,서울
9390,46775,자양유수지 산책로,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5110.0,서울특별시 광진구 뚝섬로52길 74 (자양동),,5110.0,서울특별시 광진구 자양동 594,,127.0775284,37.52938581,서울
9506,47050,망원유수지 체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 망원동 450-3,,126.8972354,37.55778406,서울
9660,47384,연가교우안 하류상단 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 모래내로 193,,126.9214896,37.57252495,서울
9661,47385,연가교우안 하류하단 간이운동장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 서울특별시 서대문구 모래내로 177,,126.92008249999999,37.57145363,서울
9689,47520,만리배수지 게이트볼장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 아현동 87-7일대,,126.9615486,37.55476634,서울
9721,47652,중랑천제방 도봉구청앞,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학1동,,127.04658400000001,37.667475,서울
9872,47921,오류고가하 부게이트볼장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8265.0,서울특별시 구로구 경인로 101 (오류동),오류동 90-22,8265.0,서울특별시 구로구 오류동 94-3 화창기공(주),오류동 90-22,126.832521,37.49224739,서울
9945,48076,구일역하부 인라인스케이트장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8324.0,서울특별시 구로구 구일로 90-133 (구로동),,8324.0,서울특별시 구로구 구로동 685-161 구일중학교,구로동 642-71,126.8703336,37.49309684,서울
9951,48091,오금교하부 인라인스케이트장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,8205.0,서울특별시 구로구 구로중앙로42길 51 (신도림동),,8205.0,서울특별시 구로구 신도림동 286-2,신도림동 285-22,126.87631090000002,37.50894824,서울
10024,48362,간이운동장(음식물처리장),P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 도봉1동,,127.04465800000001,37.690759,서울
10067,48475,가양동신대아,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 가양1동,,126.84228,37.571274,서울
10125,48572,갈현근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 진관동,,126.93682,37.637791,서울
10133,48611,강동테니스장,P,공공,P06,테니스장,P0601,테니스장,폐업,134836.0,상일동 135,,134836.0,서울 강동구 상일동 135,,127.1640061,37.5512277,서울
10157,48698,개포근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포동 139,,127.0661422,37.48278915,서울
10158,48699,개포까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-21,,,,서울
10159,48700,개포까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포2동,,127.060892,37.483703999999996,서울
10160,48701,개포목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99786,37.582846,서울
10228,49178,구룡근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 상암동 1583,,126.883701,37.58302098,서울
10234,49187,구립테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,157220.0,방화동 36-14 일대,,157220.0,서울 강서구 방화동 36-14,,126.8156478,37.58378125,서울
10239,49199,구민테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,8790.0,서울특별시 관악구 낙성대로 40 (봉천동),,8790.0,서울특별시 관악구 봉천동  산56-117 구민운동장,,126.9574562,37.47512341,서울
10261,49274,국사봉체육관,P,공공,P09,체육관,P0901,구기체육관,정상운영,8714.0,서울특별시 관악구 국회단지길 144 (봉천동),,8714.0,서울특별시 관악구 봉천동  산103-52 51녹지관리초,,126.9414304,37.49187891,서울
10294,49609,길섶근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 757-1,,127.04890290000002,37.49758848,서울
10326,49861,남서울약수터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥3동,,126.909644,37.44148,서울
10354,49964,논현까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 종로1.2.3.4가동,,126.995539,37.58253,서울
10355,49966,논현목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99861899999999,37.581837,서울
10356,49967,논현목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 종로1.2.3.4가동,,126.99571999999999,37.582521,서울
10362,50067,늘벗근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치동 501,,127.0571611,37.48956942,서울
10381,50208,달터근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포동 156 외 23필지,,127.06105649999999,37.48536517,서울
10411,50449,대진근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포동 13-1,,127.0786017,37.49558304,서울
10412,50451,대청근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원동 621,,127.08265130000001,37.49257812,서울
10413,50452,대치근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치동 512,,127.0698939,37.49511278,서울
10414,50453,대치까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-16,,,,서울
10415,50454,대치까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치1동,,127.05901899999999,37.497425,서울
10416,50455,대치목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치4동,,127.05818700000002,37.499826,서울
10417,50456,대치목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-7,,,,서울
10422,50524,대흥마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 대흥동 27-10,,,,서울
10444,50609,도곡근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡동 산31-1 외 193필지,,127.04409869999999,37.48942365,서울
10445,50610,도곡까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 도곡동 415-3,,127.0443132,37.48494015,서울
10446,50611,도곡까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치1동,,127.06171699999999,37.491521999999996,서울
10448,50613,도곡목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡2동,,127.044198,37.484935,서울
10449,50614,도곡목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-10,,,,서울
10453,50648,도산근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 신사동 649-9,,127.035119,37.52438926,서울
10454,50649,도성근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 713-15 외 1필지,,127.04883229999999,37.50030234,서울
10463,50666,독골근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡동 461,,127.04705859999999,37.48510848,서울
10493,50901,두산마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 상수동 396-1,,126.9242872,37.54630777,서울
10500,51038,등촌아이파크,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌2동,,126.86159099999999,37.544734000000005,서울
10501,51343,롯데캐슬헤론,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배본동,,126.984725,37.496996,서울
10513,51500,마장테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,133050.0,마장동 832,,133050.0,서울 성동구 마장동 832,,127.03894070000001,37.56414375,서울
10516,51516,만리재소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 신공덕동 176,,126.955199,37.54444586,서울
10526,51539,말뫼마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 독산1동,,126.892944,37.465804,서울
10533,51597,매봉근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 도곡동 527-7,,127.0503965,37.49209892,서울
10538,51709,명달근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초4동,,127.02112,37.499053,서울
10539,51759,명주근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.015406,37.517306,서울
10546,51833,목동주경기장,P,공공,P01,육상경기장,P0101,육상경기장,정상운영,7990.0,서울특별시 양천구 안양천로 939 (목동),,7990.0,서울특별시 양천구 목동  914 목동종합운동장,,126.8808679,37.53070628,서울
10548,51835,목마근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 양천구 목5동,,126.885517,37.538272,서울
10559,51922,무지개아파트,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초2동,,127.02661299999998,37.490074,서울
10602,52149,반달근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 삼성동 7-4,,127.04287020000001,37.51622722,서울
10607,52181,밤섬문화공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 신정동 76-1,,126.93188559999999,37.54284175,서울
10610,52186,방배근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배3동,,126.996197,37.479863,서울
10611,52187,방배브라운가,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 방배1동,,126.99203999999999,37.483247,서울
10612,52189,방학사계광장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학1동,,127.04298899999999,37.663179,서울
10615,52194,배꽃근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 삼성동 11-3,,127.0445987,37.51628784,서울
10618,52198,배밭근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포동 181 외 1필지,,127.06235729999999,37.48878472,서울
10621,52225,백련근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 응암1동,,126.93553200000001,37.599695000000004,서울
10644,52397,벽운근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 상계1동,,127.05716699999999,37.680288,서울
10654,52467,보은근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 754-4,,127.04825179999999,37.49794195,서울
10657,52484,복자기소공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 신수동 460,,126.93661740000002,37.54591499,서울
10668,52516,봉은역사공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 삼성동 75 외 4필지,,127.05549209999998,37.51391179,서울
10693,52605,불광근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 불광2동,,126.936543,37.623058,서울
10694,52609,불로천약수터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥3동,,126.908874,37.442966,서울
10723,52963,살곶이야구장,P,공공,P04,야구장,P0401,야구장,정상운영,133817.0,서울특별시 성동구 사근동 104 살곶이 체육공원내,,133817.0,서울 성동구 사근동 104,,127.0486183,37.553872399999996,서울
10738,53018,삼성까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.998811,37.581657,서울
10739,53032,삼성목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 종로구 혜화동,,126.99643400000001,37.583053,서울
10741,53039,삼성체육공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥4동,,126.909153,37.454939,서울
10754,53108,상계근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 상계8동,,127.05043899999998,37.66944,서울
10770,53166,상암근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 상암동 1693,,126.8862945,37.57497944,서울
10780,53192,새뜰근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 765-30,,127.0510192,37.49660369,서울
10782,53223,샘터근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 삼성동 16-4,,127.04746670000002,37.51541816,서울
10784,53227,샛터근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 성산동 165-77,,126.906332,37.56724127,서울
10791,53246,서광등촌마을,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 등촌1동,,126.856971,37.557966,서울
10845,53485,성산근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 성산동 산11-1 등 38필지,,126.9097157,37.56221275,서울
10874,53723,솔밭근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 공릉2동,,127.089366,37.623077,서울
10882,53748,송운근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 755-9,,127.0490488,37.49931836,서울
10890,53769,송파테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,138170.0,송파1동 106,,138170.0,서울 송파구 송파1동 106,,127.1124219,37.50421256,서울
10927,54307,시호천약수터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥4동,,126.90959299999999,37.464726,서울
10937,54375,신림체육센터,P,공공,P09,체육관,P0903,생활체육관,정상운영,8772.0,서울특별시 관악구 난곡로58길 13 (신림동),,8772.0,서울특별시 관악구 신림동  산197-31 신림다목적체육센타,,126.91603290000002,37.480071200000005,서울
10938,54383,신사근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 신사2동,,126.910175,37.592281,서울
10939,54384,신사근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 압구정동 422,,127.02147659999999,37.52671711,서울
10940,54385,신사목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-14,,,,서울
10941,54386,신사목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 신사동,,127.02586000000001,37.5229,서울
10948,54461,신월야구공원,P,공공,P04,야구장,P0401,야구장,정상운영,7916.0,서울특별시 양천구 남부순환로64길 26 (신월동),,7916.0,서울특별시 양천구 신월동  149-20 신월야구장,,126.83265420000001,37.52648878,서울
10963,54570,쌍문근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 쌍문4동,,127.029917,37.6542,서울
10964,54571,쌍문근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 쌍문4동,,127.02903300000001,37.652921,서울
10965,54572,쌍문근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 방학3동,,127.024965,37.654463,서울
10966,54573,쌍문근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 쌍문4동,,127.028976,37.65302,서울
10967,54574,쌍문근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 쌍문1동,,127.026597,37.653084,서울
10974,54814,아크로비스타,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 서초4동,,127.013539,37.497349,서울
10984,54906,암산입구공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재1동,,127.029133,37.473127000000005,서울
10988,54958,약청수약수터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥3동,,126.908323,37.440938,서울
10995,54976,양재근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.04231399999999,37.472042,서울
10996,54977,양재천수영장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 양재2동,,127.03530500000001,37.47327,서울
11010,55034,언덕배기공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,5112.0,서울특별시 광진구 뚝섬로62길 24 (자양동),,5112.0,서울특별시 광진구 자양동 686-52 언덕배기공원 공중화장실,,127.08794909999999,37.53214999,서울
11011,55039,언주근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 754-7 외 1필지,,127.04764159999999,37.49870625,서울
11028,55353,역삼문화공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 635 외 1필지,,127.02997420000001,37.502247600000004,서울
11029,55355,역삼장미공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-24,,,,서울
11030,55356,역삼장미공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼2동,,127.044604,37.495345,서울
11045,55438,염창금호타운,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 염창동,,126.86530900000001,37.556053999999996,서울
11048,55451,영동근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 역삼동 755-7,,127.0486499,37.49806072,서울
11062,55581,오금풋살구장,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 송파구 오금동163,,127.13850929999998,37.49846887,서울
11064,55585,오동근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 성북구 월곡1동,,127.04215400000001,37.609751,서울
11067,55612,오륜테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,138050.0,방이동 439-8,,138050.0,서울 송파구 방이동 439-8,,127.1407531,37.51300122,서울
11081,55731,온수근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 상계10동,,127.065008,37.6611,서울
11083,55802,옹달샘약수터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥5동,,126.9166,37.445458,서울
11085,55810,와우근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 창전동 42-15,,126.92753429999999,37.54925427,서울
11130,56062,우장테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,157010.0,화곡동 산60-1,,157010.0,서울 강서구 화곡동 산 60-1,,126.84355520000001,37.55040183,서울
11147,56179,원터근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 상계6.7동,,127.06276000000001,37.650434000000004,서울
11151,56193,월곡테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,2748.0,서울특별시 성북구 화랑로13길 144 (하월곡동),,2748.0,서울특별시 성북구 하월곡동 산2-1 성북구민체육관,,,,서울
11170,56361,월천근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 도봉구 창4동,,127.050673,37.647003000000005,서울
11195,56550,은곡마을공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-20,,,,서울
11196,56551,은곡마을공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 세곡동,,127.100494,37.468042,서울
11208,56585,응봉근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 용산구 한남동,,127.005477,37.545418,서울
11209,56586,응봉근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 용산구 한남동,,127.003553,37.5464,서울
11210,56587,응봉근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 용산구 한남동,,127.00540900000001,37.545021999999996,서울
11212,56589,응봉테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,133852.0,응봉동 237-1,,133852.0,서울 성동구 응봉동 237-1,,127.03680659999999,37.55159174,서울
11235,56791,일원까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원1동,,127.086504,37.491615,서울
11236,56792,일원까치공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-4,,127.08819609999999,37.49209477,서울
11237,56793,일원목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-9,,,,서울
11238,56794,일원목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원1동,,127.085475,37.491417,서울
11247,56847,자치회관별관,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서대문구 홍은1동,,126.94541299999999,37.60092,서울
11252,56861,잠원근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.01019099999999,37.512694,서울
11253,56862,잠원체육시설,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 잠원동,,127.011401,37.513422999999996,서울
11254,56867,장군봉체육관,P,공공,P09,체육관,P0901,구기체육관,정상운영,8780.0,서울특별시 관악구 남부순환로194길 81-12 (신림동),,8780.0,서울특별시 관악구 신림동 산170-130 장군봉체육관,,126.93477060000001,37.48146698,서울
11275,56917,장충테니스장,P,공공,P06,테니스장,P0601,테니스장,정상운영,100856.0,장충동2가200-102,,100856.0,서울 중구 장충동2가 200-102,,127.00681780000001,37.55816015,서울
11321,57311,중계근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 중계2.3동,,127.066344,37.638961,서울
11342,57465,진관근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 은평구 진관동,,126.91296100000001,37.631161,서울
11370,57755,청담근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 청담동 66 외 4필지,,127.05123490000001,37.52106768,서울
11371,57757,청담목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 서울특별시 강남구 일원동 712-27,,,,서울
11372,57758,청담목련공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 청담동,,127.051708,37.521485999999996,서울
11374,57776,청룡근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포동 649-1,,127.05437659999998,37.48561351,서울
11376,57779,청룡산체육관,P,공공,P09,체육관,P0901,구기체육관,정상운영,8833.0,서울특별시 관악구 관악로5길 91-41 (봉천동),,8833.0,서울특별시 관악구 봉천동 산175-36,청룡산체육관,126.94941580000001,37.47413237,서울
11381,57819,청수근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 청담동 134-13 외 12필지,,127.0584493,37.52328079,서울
11404,57963,충숙근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 노원구 하계1동,,127.07658500000001,37.642526000000004,서울
11412,58314,큰골근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치동 888-3,,127.0546314,37.493852200000006,서울
11414,58423,탄천근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 수서동 722,,127.1063226,37.48742344,서울
11416,58432,탑골생태공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 금천구 시흥5동,,126.913351,37.455457,서울
11440,58947,포이근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 개포동 1239-21 외 5필지,,127.04547720000001,37.48022924,서울
11465,59500,학동근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 논현동 26,,127.02520159999999,37.51548988,서울
11467,59503,학봉근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 삼성동 50-3,,127.0518764,37.51292953,서울
11479,59660,한서마을마당,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 마포구 염리동,,126.949201,37.552848,서울
11480,59673,한솔근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 일원동 732,,127.0780799,37.48099066,서울
11485,59795,한티근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강남구 대치동 212-1 외 13필지,,127.0622134,37.49525402,서울
11496,59854,해맞이약수터,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,3034.0,서울특별시 종로구 옥인5길 7 (옥인동),,3034.0,서울특별시 종로구 옥인동  180 불국사,불국사 위쪽 50미터,126.96483559999999,37.58262254,서울
11521,60204,홍씨마을공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 서초구 내곡동,,127.065992,37.452804,서울
11525,60218,화곡푸르지오,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 강서구 화곡3동,,126.832232,37.547236,서울
11556,60403,효창근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 용산구 청파동,,126.962273,37.544949,서울
11557,60404,효창근린공원,P,공공,P08,간이운동장,P0801,간이운동장,정상운영,,,,,서울특별시 용산구 청파동,,126.962273,37.544949,서울
