행정동코드,행정동명,시간대구분,총생활인구수평균,60-64세,65세-69세,70세이상,노인(65세이상)생활인구수
11260660,망우3동,새벽,15275.72092,618.4553685,433.7323538,651.7354815,1085.467835
11260660,망우3동,아침,13971.58843,553.5201149,394.7225512,578.48852,973.2110712
11260660,망우3동,낮,11377.64293,457.9671528,333.0058041,481.7674639,814.773268
11260660,망우3동,저녁,11308.10327,459.5468435,341.2875356,501.4851684,842.772704
11260660,망우3동,밤,13339.12314,536.3410541,387.9239409,574.7878395,962.7117804
11260680,신내1동,새벽,37353.62877,1361.612791,921.083461,1235.469336,2156.552797
11260680,신내1동,아침,36615.00979,1314.098372,874.822363,1206.738116,2081.560479
11260680,신내1동,낮,31533.31025,1101.803572,764.1429616,1085.079782,1849.222744
11260680,신내1동,저녁,33952.08392,1221.441091,818.3619183,1157.757345,1976.119263
11260680,신내1동,밤,36558.36046,1324.127291,883.0170279,1216.530974,2099.548002
11260690,신내2동,새벽,20466.79488,792.16546,541.3091452,840.7157493,1382.024895
11260690,신내2동,아침,19635.53504,741.6976006,521.7024735,817.9443865,1339.64686
11260690,신내2동,낮,18206.87817,653.1279743,475.5159796,759.7826345,1235.298614
11260690,신내2동,저녁,18287.84173,675.4097348,489.9048509,764.3385835,1254.243434
11260690,신내2동,밤,19088.14233,728.2359227,509.8138906,787.1065896,1296.92048
11260565,면목본동,새벽,33055.27236,1129.552964,810.3526354,1188.856071,1999.208706
11260565,면목본동,아침,30926.04496,1044.665271,751.5437264,1115.979641,1867.523367
11260565,면목본동,낮,26546.09659,990.3487518,700.7555365,1074.169419,1774.924955
11260565,면목본동,저녁,29359.74594,1125.502292,786.8615647,1192.133756,1978.995321
11260565,면목본동,밤,32378.28767,1157.754691,814.7400368,1215.627216,2030.367253
11260575,면목3.8동,새벽,22369.49013,807.6067519,600.8248432,863.1051857,1463.930029
11260575,면목3.8동,아침,20988.53525,743.0364495,552.2544509,813.0257909,1365.280242
11260575,면목3.8동,낮,19078.55945,688.572021,513.4487115,773.7156435,1287.164355
11260575,면목3.8동,저녁,20704.64341,750.9823334,569.4496217,843.5486239,1412.998246
11260575,면목3.8동,밤,22056.00261,785.660425,588.5984162,861.0498289,1449.648245
11260655,망우본동,새벽,35086.98403,1392.882222,1024.965209,1464.749832,2489.715041
11260655,망우본동,아침,35443.39341,1394.847282,1019.937765,1480.12636,2500.064125
11260655,망우본동,낮,36330.28033,1466.363946,1085.126132,1593.305688,2678.43182
11260655,망우본동,저녁,37184.47866,1537.898325,1151.50789,1655.683427,2807.191317
11260655,망우본동,밤,36199.91269,1459.62372,1082.425239,1547.06322,2629.488459
11290580,돈암1동,새벽,16463.05264,597.8991782,487.4045617,704.728361,1192.132923
11290580,돈암1동,아침,15483.65524,548.4755327,453.7458791,658.675687,1112.421566
11290580,돈암1동,낮,12232.93606,397.7231025,358.1045341,527.6604739,885.765008
11290580,돈암1동,저녁,13306.46583,441.5163395,380.732351,575.1200609,955.8524119
11290580,돈암1동,밤,15355.39562,541.7429504,442.9038714,652.0503689,1094.95424
11290590,돈암2동,새벽,19606.96218,603.8379745,409.3085464,583.7079884,993.0165348
11290590,돈암2동,아침,17842.00954,543.4036263,372.5696288,543.2076775,915.7773063
11290590,돈암2동,낮,12890.61608,391.4354501,287.7723512,429.617713,717.3900642
11290590,돈암2동,저녁,14110.67877,450.6343539,328.5284741,485.4188304,813.9473045
11290590,돈암2동,밤,18255.31014,573.5077774,398.2088262,567.4650949,965.6739211
11290600,안암동,새벽,21060.5333,471.583976,380.1925439,555.1412923,935.3338362
11290600,안암동,아침,23318.24833,544.1815549,453.1889097,651.7553329,1104.944243
11290600,안암동,낮,29217.06692,641.276039,504.6008024,748.4707675,1253.07157
11290600,안암동,저녁,25907.70132,555.1596986,425.3653591,654.0755532,1079.440912
11290600,안암동,밤,23073.63184,504.7692375,399.2552516,606.2702982,1005.52555
11290610,보문동,새벽,17660.34219,592.7331665,401.7122291,592.5187382,994.2309673
11290610,보문동,아침,16974.18729,557.6995363,388.3611075,567.773315,956.1344225
11290610,보문동,낮,14651.75177,485.8536138,356.6374781,513.943563,870.5810411
11290610,보문동,저녁,15033.43603,497.1518486,354.2862187,541.0465493,895.332768
11290610,보문동,밤,16679.83815,555.1955795,378.352289,573.6725004,952.0247894
11290620,정릉1동,새벽,16676.40305,477.5135697,385.9320965,566.1888699,952.1209664
11290620,정릉1동,아침,15663.61945,443.139099,357.8425546,539.6464409,897.4889955
11290620,정릉1동,낮,13378.5981,393.4553383,313.6811794,501.1029558,814.7841352
11290620,정릉1동,저녁,15635.68189,469.2746383,392.6225698,597.296013,989.9185828
11290620,정릉1동,밤,16998.74606,497.0885999,406.2591222,598.2884268,1004.547549
11290630,정릉2동,새벽,23649.33771,774.3877655,631.0812407,923.2481555,1554.329396
11290630,정릉2동,아침,22754.75485,724.9886649,589.7658404,883.2359779,1473.001818
11290630,정릉2동,낮,18866.18315,614.8988319,509.7668144,786.5085992,1296.275414
11290630,정릉2동,저녁,20636.11844,706.3109727,579.5927181,859.332551,1438.925269
11290630,정릉2동,밤,23304.18386,779.56417,632.3397062,913.7041925,1546.043899
11290640,정릉3동,새벽,15665.76723,454.5332432,333.2018748,548.5154252,881.7173
11290640,정릉3동,아침,15822.92005,462.8725695,334.4192117,538.6673193,873.086531
11290640,정릉3동,낮,15715.89026,447.1311256,322.8455685,508.8406598,831.6862283
11290640,정릉3동,저녁,15027.43546,462.3976052,333.2796196,530.7832292,864.0628488
11290640,정릉3동,밤,15635.96368,466.8595074,338.1674989,550.0800532,888.2475521
11290650,정릉4동,새벽,21652.59138,775.1024949,622.7664178,977.7388594,1600.505277
11290650,정릉4동,아침,20321.72386,702.0072321,577.3327606,928.1350153,1505.467776
11290650,정릉4동,낮,16891.18705,578.6361339,489.1116859,787.4130142,1276.5247
11290650,정릉4동,저녁,17696.49261,638.8621507,535.5054995,855.3926209,1390.89812
11290650,정릉4동,밤,20409.95029,734.582308,593.4436083,933.9526821,1527.39629
11290660,길음1동,새벽,40424.62692,980.9834206,702.5358244,1095.163993,1797.699817
11290660,길음1동,아침,38045.39432,919.9217503,667.9959305,1052.159832,1720.155763
11290660,길음1동,낮,31213.00918,783.8433552,599.9869008,956.0283368,1556.015238
11290660,길음1동,저녁,34109.46201,862.2131593,651.9168662,1034.864931,1686.781797
11290660,길음1동,밤,38436.40358,944.8915376,691.3819918,1080.216279,1771.598271
11290685,길음2동,새벽,15912.95032,482.5512584,411.4969234,627.554159,1039.051082
11290685,길음2동,아침,16412.29818,516.9293027,419.7035512,648.1331439,1067.836695
11290685,길음2동,낮,17021.91671,546.3920478,451.2523687,679.2253813,1130.47775
11290685,길음2동,저녁,18664.71843,578.8069763,483.6922751,740.9816337,1224.673909
11290685,길음2동,밤,17603.83975,545.006887,453.3728928,699.2743951,1152.647288
11290715,월곡1동,새벽,26013.48967,768.5703933,607.3834202,890.7826864,1498.166107
11290715,월곡1동,아침,24854.09982,724.0781575,590.4324317,860.0572234,1450.489655
11290715,월곡1동,낮,22326.56919,669.165754,541.8589225,784.2458161,1326.104739
11290715,월곡1동,저녁,23413.50199,739.7348461,583.062914,842.3902962,1425.45321
11290715,월곡1동,밤,25391.37654,777.2073489,607.6057435,885.8007418,1493.406485
11290725,월곡2동,새벽,22448.0432,683.6055734,574.8620075,801.7608462,1376.622854
11290725,월곡2동,아침,22672.13953,688.1957299,567.3251408,803.4377366,1370.762877
11290725,월곡2동,낮,23587.70021,748.2330386,583.2943687,853.4902821,1436.784651
11290725,월곡2동,저녁,24817.09515,807.3747452,625.640259,928.1855705,1553.82583
11290725,월곡2동,밤,23635.8805,734.8184508,598.1405088,861.0125463,1459.153055
11290760,장위1동,새벽,19413.27594,720.6444206,535.765632,758.5788962,1294.344528
11290760,장위1동,아침,18142.54807,660.180644,494.3411379,712.1241627,1206.465301
11290760,장위1동,낮,14711.28328,532.2644634,418.3587709,619.9271427,1038.285914
11290760,장위1동,저녁,15450.81416,576.8049978,470.5879284,678.6239695,1149.211898
11290760,장위1동,밤,18024.76453,666.2844916,513.8201179,727.9216783,1241.741796
11290770,장위2동,새벽,13714.16118,505.1819594,394.4402289,644.9212476,1039.361477
11290770,장위2동,아침,13569.11589,492.2270768,387.4183412,625.3488145,1012.767156
11290770,장위2동,낮,12785.00322,502.9311337,390.0703507,585.8931059,975.9634566
11290770,장위2동,저녁,13035.60271,523.3233594,405.697664,611.2541643,1016.951828
11290770,장위2동,밤,13349.75365,508.7678111,396.914918,623.7805768,1020.695495
11290780,장위3동,새벽,8978.872424,329.0339836,264.5019192,384.8653355,649.3672547
11290780,장위3동,아침,8694.849766,320.0892435,248.0277309,369.6194521,617.647183
11290780,장위3동,낮,7785.353506,293.1341371,224.3331262,332.5714283,556.9045545
11290780,장위3동,저녁,8040.219428,310.3461684,234.243279,347.7185573,581.9618363
11290780,장위3동,밤,8692.431625,323.2645195,251.2457977,369.7006765,620.9464742
11290525,성북동,새벽,21325.29865,686.1911853,505.8960267,787.1295501,1293.025577
11290525,성북동,아침,21596.21028,699.2990652,518.3249048,801.575231,1319.900136
11290525,성북동,낮,20920.90603,685.6894824,521.2938157,788.3277661,1309.621582
11290525,성북동,저녁,20755.82018,674.8030505,509.4925973,789.7073661,1299.199963
11290525,성북동,밤,21032.96338,685.2969543,505.9335508,787.1936935,1293.127244
11290555,삼선동,새벽,24862.30846,658.5395736,480.1277469,709.759166,1189.886913
11290555,삼선동,아침,24962.23443,664.6229523,479.9017017,711.6649325,1191.566634
11290555,삼선동,낮,25678.1743,709.7891856,506.2506103,759.2628101,1265.51342
11290555,삼선동,저녁,27507.17949,750.3519812,534.0967132,791.8394973,1325.936211
11290555,삼선동,밤,26480.48152,707.1821751,503.37394,752.2367405,1255.610681
11290575,동선동,새벽,23541.25699,526.6106691,399.4238555,676.1578522,1075.581708
11290575,동선동,아침,23872.83158,565.7766491,421.6642404,703.2892841,1124.953525
11290575,동선동,낮,25437.22444,602.670505,443.7089863,734.2979211,1178.006907
11290575,동선동,저녁,27788.78042,609.4543881,456.759475,759.4837525,1216.243228
11290575,동선동,밤,25004.13301,557.8918438,421.288835,706.7955709,1128.084406
11290705,종암동,새벽,44151.88825,1330.431752,974.5914386,1502.523498,2477.114937
11290705,종암동,아침,42110.37872,1250.83279,922.7485619,1435.848266,2358.596828
11290705,종암동,낮,35949.32658,1097.962517,829.8165413,1263.7327,2093.549241
11290705,종암동,저녁,37441.49497,1183.256882,882.4308759,1331.964973,2214.395849
11290705,종암동,밤,42072.43229,1276.868496,937.8169142,1426.961824,2364.778738
11290810,석관동,새벽,31637.14598,1129.507298,828.6083189,1342.061804,2170.670123
11290810,석관동,아침,30588.9719,1060.096801,798.6811084,1292.822824,2091.503932
11290810,석관동,낮,27810.68109,982.9496134,775.2722069,1235.647297,2010.919504
11290810,석관동,저녁,29578.06641,1088.353856,836.5634941,1338.034545,2174.598039
11290810,석관동,밤,31102.79658,1113.120592,838.6821198,1343.048658,2181.730778
11305590,번1동,새벽,20432.65678,676.1050431,533.7437788,814.1076518,1347.851431
11305590,번1동,아침,19370.3448,636.9089963,494.6200844,775.9144612,1270.534546
11305590,번1동,낮,18365.11938,636.1676723,481.2677433,765.8543938,1247.122137
11305590,번1동,저녁,19283.90203,676.8603868,517.8960573,807.6208197,1325.516877
11305590,번1동,밤,20161.73607,679.3425328,532.8414143,817.3743615,1350.215776
11305600,번2동,새벽,15581.41012,611.1985027,474.8791978,759.6517384,1234.530936
11305600,번2동,아침,14257.34342,534.2878947,426.9706838,700.3791604,1127.349844
11305600,번2동,낮,12054.91303,438.4530256,377.4755559,609.2880368,986.7635927
11305600,번2동,저녁,12006.92956,453.8509308,388.2419685,635.3480819,1023.59005
11305600,번2동,밤,13832.59035,530.3894391,431.6040683,698.959219,1130.563287
11305606,번3동,새벽,18422.59882,700.2313607,581.0839321,910.5151908,1491.599123
11305606,번3동,아침,16864.37902,622.0343457,521.2492912,844.9055892,1366.15488
11305606,번3동,낮,14016.32598,509.0508863,435.7671957,734.8003745,1170.56757
11305606,번3동,저녁,15270.73625,582.2356298,481.0986176,782.8976735,1263.996291
11305606,번3동,밤,17564.00628,667.6470614,548.3024079,860.9929453,1409.295353
11305610,수유1동,새벽,21242.47628,812.8977299,605.9347773,983.9613328,1589.89611
11305610,수유1동,아침,20070.05505,738.1506036,560.7679392,914.2298818,1474.997821
11305610,수유1동,낮,17258.21717,653.7499286,509.3731811,818.34524,1327.718421
11305610,수유1동,저녁,17248.24953,691.2743382,543.9135463,870.9201755,1414.833722
11305610,수유1동,밤,19658.80376,765.8529422,584.7143868,939.4929204,1524.207307
11305620,수유2동,새벽,22376.44255,805.7547636,677.3143115,1137.147213,1814.461525
11305620,수유2동,아침,20527.87567,726.8360423,617.7152371,1022.198329,1639.913566
11305620,수유2동,낮,18276.27608,673.4040328,584.5302742,944.0716587,1528.601933
11305620,수유2동,저녁,20337.18854,782.9426271,657.9129676,1047.141292,1705.05426
11305620,수유2동,밤,22080.72477,816.7317381,683.3293199,1110.60235,1793.93167
11305630,수유3동,새벽,26726.96299,938.3942628,673.3010691,1062.67698,1735.978049
11305630,수유3동,아침,26692.32581,924.6249332,686.3472627,1089.374582,1775.721845
11305630,수유3동,낮,27680.06209,997.2423931,741.2595178,1186.74311,1928.002628
11305630,수유3동,저녁,30784.6842,1075.812343,774.7048098,1248.997112,2023.701922
11305630,수유3동,밤,29365.47198,1009.047666,726.135106,1174.527518,1900.662624
11305534,삼양동,새벽,27052.72256,949.9275262,740.6352099,1209.267498,1949.902708
11305534,삼양동,아침,25272.41545,851.6998159,676.4523344,1130.190497,1806.642831
11305534,삼양동,낮,21326.55172,729.0180337,592.3017741,1016.573763,1608.875537
11305534,삼양동,저녁,23312.5191,833.6476043,667.1891507,1145.78665,1812.975801
11305534,삼양동,밤,26237.03487,927.697933,725.3307252,1208.685766,1934.016491
11305535,미아동,새벽,23653.71895,862.9886387,667.8569846,1073.190971,1741.047956
11305535,미아동,아침,23354.8542,838.5024347,659.642288,1055.493369,1715.135657
11305535,미아동,낮,22736.89451,899.0921242,691.4872821,1111.475987,1802.963269
11305535,미아동,저녁,23672.62642,966.4005597,723.5412266,1175.677498,1899.218725
11305535,미아동,밤,24112.38125,916.1702643,700.6405658,1140.589523,1841.230089
11305545,송중동,새벽,35243.90195,1209.781813,969.8701306,1609.735549,2579.60568
11305545,송중동,아침,34098.57485,1133.874477,918.0468286,1520.160405,2438.207234
11305545,송중동,낮,33709.19121,1143.281312,913.8836585,1478.765989,2392.649648
11305545,송중동,저녁,36216.62377,1259.90491,992.8169489,1596.060673,2588.877622
11305545,송중동,밤,36182.1303,1259.478712,1002.933686,1627.616142,2630.549828
11305555,송천동,새벽,28124.28008,1013.960708,823.0666212,1346.88141,2169.948031
11305555,송천동,아침,27310.96301,940.1167174,774.4562793,1292.888763,2067.345042
11305555,송천동,낮,26398.14605,945.288336,758.7829745,1273.403075,2032.18605
