행정동코드,행정동명,시간대구분,총생활인구수평균,60-64세,65세-69세,70세이상,노인(65세이상)생활인구수
11140550,명동,밤,12004.85235,289.0617361,192.089765,255.1201064,447.2098714
11140570,필동,새벽,6433.806508,186.2389376,116.1385122,166.2265929,282.3651051
11140570,필동,아침,8406.047214,251.0508813,165.9247408,225.2148175,391.1395583
11140570,필동,낮,15371.96574,447.16316,272.6966523,366.0832308,638.7798831
11140570,필동,저녁,11355.96962,309.2957755,183.025968,233.1062592,416.1322272
11140570,필동,밤,7268.115754,201.0886817,121.942364,166.8244528,288.7668168
11140580,장충동,새벽,7150.02446,193.9512284,146.9798738,225.8725039,372.8523777
11140580,장충동,아침,8776.166331,266.4625029,203.9214579,286.8982022,490.8196601
11140580,장충동,낮,13480.42832,406.2385461,295.000228,402.8577729,697.8580009
11140580,장충동,저녁,10342.53102,289.7599184,212.8045442,303.1342926,515.9388368
11140580,장충동,밤,7758.445327,210.2298844,162.701387,245.9628298,408.6642168
11140590,광희동,새벽,13386.78373,388.1046418,298.1305305,373.3307161,671.4612466
11140590,광희동,아침,16147.40816,544.7374204,416.8692621,522.9879561,939.8572182
11140590,광희동,낮,29507.5966,1015.577542,712.0207969,933.4451148,1645.465912
11140590,광희동,저녁,23303.49988,707.2828089,474.343809,586.5743718,1060.918181
