자치구,분류,시설명,x좌표,y좌표
양천구,육상경기장,목동종합운동장 주경기장,126.8810483,37.5305809
양천구,축구장,해누리체육공원,126.872926,37.511936
양천구,축구장,해마루축구장,126.878393,37.518164
양천구,축구장,해누리축구장B,126.872159,37.511909
양천구,축구장,해누리축구장A,126.872454,37.511339
양천구,국궁장,영학정,126.879428,37.527296
양천구,축구장,별마루축구장,126.8782,37.51625
송파구,테니스장,올림픽 테니스경기장,127.128278,37.515452
송파구,인라인스케이트장,송파구인라인경기장,127.134042,37.501052
송파구,족구장,성내천변족구장,127.118943,37.524474
송파구,테니스장,오금공원 테니스장,127.134043,37.5010097
송파구,테니스장,오륜 테니스장,127.140688,37.5132
송파구,테니스장,송파 테니스장,127.110907,37.519056
송파구,테니스장,성내천변테니스장,127.11005,37.524264
송파구,골프연습장,잠실파크골프장,127.0749534,37.5140929
송파구,축구장,천마공원 축구장,127.1601091,37.50036
송파구,수영장,잠실한강공원 수영장,127.0867236,37.5175896
송파구,축구장,광나루한강공원 축구장3,127.115902,37.54071
송파구,축구장,송파구시각장애인축구장,127.1175084,37.5247175
송파구,축구장,송파구 여성축구장,127.1175084,37.5247175
송파구,족구장,송파구 족구장,127.1175084,37.5247175
송파구,족구장,풍납족구장,127.1102853,37.5305896
송파구,인라인스케이트장,송파구 다목적경기장,127.134043,37.5010097
송파구,풋살장,잠실종합운동장 풋살장,127.0749534,37.5140929
송파구,족구장,잠실한강공원 족구장,127.0867236,37.5175896
송파구,배구장,잠실한강공원 배구장,127.0867236,37.5175896
송파구,농구장,잠실한강공원 농구장,127.0867236,37.5175896
송파구,배드민턴장,잠실한강공원 배드민턴장,127.0867236,37.5175896
송파구,야구장,잠실 야구장,127.0749534,37.5140929
송파구,야구장,잠실유소년야구장,127.076628,37.503758
송파구,빙상장,올림픽스케이트장,127.1165203,37.5217853
성북구,학교체육시설,동신초등학교,127.017073,37.582706
성북구,간이운동장,정릉북악체육시설,126.9941692,37.6098905
성북구,배드민턴장,종암동 배드민턴장,127.038134,37.601633
성북구,테니스장,성북구민체육관(월곡테니스장),127.0403978,37.6106079
성북구,테니스장,정릉체육시설 테니스장,126.9941692,37.6098905
성북구,족구장,정릉족구장,127.0039598,37.6073218
성북구,축구장,월곡인조잔디축구장,127.0403978,37.6106079
성북구,축구장,월곡구민운동장,127.0403978,37.6106079
성북구,풋살장,석관풋살장,127.0701538,37.6083629
성북구,족구장,석관족구장,127.0693037,37.6105908
성북구,학교체육시설,돈암초등학교,127.013128,37.593352
성북구,학교체육시설,장위초등학교,127.049964,37.611898
성북구,학교체육시설,경동고등학교,127.014584,37.586161
성동구,수영장,살곶이체육공원 수영장,127.048259,37.553807
성동구,생활체육관,성동구민종합체육센터,127.0440489,37.5458249
성동구,생활체육관,열린금호교육문화관 체육관,127.0203276,37.5522036
성동구,생활체육관,마장국민체육센터,127.0407557,37.5620828
성동구,생활체육관,금호스포츠센터,127.0250663,37.5455958
성동구,구기체육관,대현산체육관,127.030079,37.5539276
성동구,구기체육관,금호공원체육관,127.0187017,37.5493239
성동구,수영장,성동구민종합체육센터 수영장,127.0440489,37.5458249
성동구,수영장,마장국민체육센터 수영장,127.0407557,37.5620828
성동구,수영장,열린금호교육문화관 수영장,127.0203276,37.5522036
성동구,배드민턴장,서울숲 배드민턴장,127.04052,37.546252
성동구,게이트볼장,서울숲 게이트볼장,127.040025,37.54633
성동구,인라인스케이트장,서울숲 스케이트파크,127.0418547,37.5431644
성동구,풋살장,서울숲 풋살장,127.040707,37.546381
성동구,농구장,서울숲 농구장,127.040382,37.545976
성동구,테니스장,서울숲 테니스장,127.040244,37.546519
성동구,테니스장,응봉테니스장,127.0362233,37.5511225
성동구,테니스장,마장테니스장,127.0389211,37.5640925
성동구,테니스장,응봉공원 테니스장,127.0217208,37.556878
성동구,풋살장,응봉공원,127.0217208,37.556878
성동구,축구장,응봉공원 응봉축구장,127.0217208,37.556878
성동구,야구장,응봉체육공원,127.0376497,37.5522289
성동구,족구장,응봉체육공원,127.0376497,37.5522289
성동구,풋살장,응봉체육공원,127.0376497,37.5522289
성동구,농구장,응봉체육공원,127.0376497,37.5522289
성동구,게이트볼장,응봉체육공원,127.0376497,37.5522289
성동구,테니스장,응봉체육공원,127.0376497,37.5522289
성동구,축구장,응봉교하단 체육시설,127.0374819,37.551814
성동구,풋살장,응봉교하단 체육시설,127.0374819,37.551814
성동구,테니스장,응봉교하단 체육시설,127.0374819,37.551814
성동구,족구장,응봉교하단 체육시설,127.0374819,37.551814
성동구,야구장,응봉교하단 체육시설,127.0374819,37.551814
성동구,배드민턴장,금호유수지 체육시설,127.0250663,37.5455958
성동구,게이트볼장,송정체육공원,127.0671,37.553722
성동구,축구장,중랑물재생센터 축구장,127.0607724,37.5587143
성동구,족구장,중랑물재생센터 족구장,127.0607724,37.5587143
성동구,배드민턴장,중랑물재생센터 배드민턴장,127.0607724,37.5587143
성동구,테니스장,중랑물재생센터 테니스장,127.0607724,37.5587143
성동구,국궁장,중랑천변 국궁장,127.069615,37.558354
성동구,풋살장,용답동 풋살장,127.061109,37.560429
성동구,농구장,성수구두테마공원,127.052407,37.544765
성동구,인라인스케이트장,살곶이체육공원 인라인스케이트장,127.048259,37.553807
성동구,축구장,살곶이체육공원 축구장,127.048259,37.553807
성동구,야구장,살곶이체육공원 야구장,127.048259,37.553807
성동구,축구장,뚝섬유수지체육공원 축구장,127.039652,37.5497448
성동구,농구장,뚝섬유수지체육공원 농구장,127.039652,37.5497448
성동구,족구장,뚝섬유수지체육공원 족구장,127.039652,37.5497448
성동구,인라인스케이트장,뚝섬유수지체육공원 인라인스케이트장,127.039652,37.5497448
성동구,배드민턴장,뚝섬유수지체육공원 배드민턴장,127.039652,37.5497448
성동구,학교체육시설,금호초등학교,127.020099,37.552669
성동구,학교체육시설,경수중학교,127.058345,37.539505
서초구,테니스장,잠원한강공원 테니스장,127.009883,37.519427
서초구,수영장,양재천수영장,127.0353225,37.4733403
서초구,축구장,반포종합운동장 축구장,126.9944578,37.5045471
서초구,축구장,잠원한강공원 축구장,127.0195,37.52772
서초구,수영장,잠원한강공원 수영장,127.009883,37.519427
서초구,테니스장,내곡동체육시설 테니스장,127.082788,37.458809
서초구,축구장,방배배수지 축구장,126.9918499,37.4728927
서초구,다목적운동장,방배배수지 체육공원,126.9918499,37.4728927
서초구,족구장,우면체육시설,127.0215801,37.4610658
서초구,풋살장,우면체육시설,127.0215801,37.4610658
서초구,간이운동장,우면체육시설,127.0215801,37.4610658
서초구,축구장,양재근린공원 축구장,127.0423853,37.4715434
서초구,게이트볼장,우면산근린공원 게이트볼장,127.0290574,37.4732214
서초구,학교체육시설,언남중?고등학교,127.043953,37.472496
서초구,학교체육시설,신동중학교,127.013235,37.516597
서초구,학교체육시설,서일중학교,127.022175,37.499223
서초구,축구장,서울시인재개발원 축구장,127.0218775,37.4795371
서초구,축구장,반포한강공원 축구장,127.0182303,37.5173518
서초구,농구장,반포한강공원 농구장,127.0182303,37.5173518
서초구,배드민턴장,반포한강공원 배드민턴장,126.995534,37.5083812
서초구,배드민턴장,새우촌근린공원 이수 배드민턴장,126.9888319,37.4800699
서초구,배드민턴장,서리풀근린공원 서리풀 배드민턴장,127.0015711,37.4838743
서초구,테니스장,양재시민의숲 테니스장,127.0367358,37.4712172
서초구,다목적운동장,방배배수지 체육공원,126.9918499,37.4728927
서대문구,축구장,서대문구립 인조잔디구장,126.930585,37.580081
서대문구,축구장,서대문돌산 인조잔디구장,126.945937,37.602831
서대문구,농구장,홍제농구장,126.949274,37.5949801
서대문구,테니스장,홍은동 테니스장,126.9402809,37.5968766
서대문구,테니스장,현저동 테니스장,126.95227,37.5735117
서대문구,테니스장,가좌 테니스장,126.9295629,37.5825535
서대문구,게이트볼장,궁동게이트볼장,126.9308531,37.5739585
서대문구,학교체육시설,이화금란고등학교,126.947331,37.566229
서대문구,학교체육시설,홍제초등학교,126.9449,37.593274
서대문구,학교체육시설,정원여자중학교,126.933366,37.58527
서대문구,학교체육시설,북성초등학교,126.951885,37.559091
서대문구,게이트볼장,홍제게이트볼장,126.9477665,37.5946801
서대문구,학교체육시설,홍연초등학교,126.930813,37.581924
마포구,축구장,난지천인조잔디축구장,126.8975812,37.5642503
마포구,축구장,마포 난지천 인조잔디 축구장,126.8875503,37.5714779
마포구,농구장,망원유수지체육공원,126.9041813,37.557815
마포구,축구장,망원유수지체육공원,126.9041813,37.557815
마포구,풋살장,망원유수지체육공원,126.9041813,37.557815
마포구,축구장,서울월드컵경기장,126.8981147,37.5677584
마포구,축구장,서울월드컵경기장 보조경기장,126.898275,37.571363
마포구,축구장,월드컵공원 인조잔디축구장,126.883857,37.574194
마포구,풋살장,서울월드컵경기장 풋살구장,126.8985231,37.5725413
마포구,농구장,월드컵공원다목적구장,126.8875503,37.5714779
마포구,야구장,망원 어린이 야구장,126.8957099,37.5546098
마포구,테니스장,월드컵공원 테니스장,126.897579,37.564393
마포구,게이트볼장,망원동 게이트볼장,126.8997121,37.5535839
마포구,골프연습장,월드컵파크골프장,126.885455,37.5674467
마포구,산악자전거체험장,난지한강공원 산악자전거체험장,126.8808458,37.5651713
마포구,축구장,망원한강공원 축구장,126.8957099,37.5546098
마포구,농구장,망원한강공원 농구장,126.8957099,37.5546098
마포구,수영장,망원한강공원 수영장,126.892484,37.55716
마포구,배구장,망원한강공원 배구장,126.8957099,37.5546098
마포구,테니스장,망원한강공원 테니스장,126.899686,37.551907
마포구,족구장,망원한강공원 족구장,126.9376782,37.5411162
마포구,국궁장,난지한강공원 국궁장,126.863598,37.574191
마포구,농구장,난지한강공원 농구장,126.8794664,37.5661241
마포구,야구장,난지한강공원 야구장,126.8755733,37.5682586
마포구,족구장,난지한강공원 족구장,126.8794664,37.5661241
마포구,학교체육시설,아현중학교,126.957135,37.556374
마포구,학교체육시설,창천초등학교,126.939661,37.55504
동작구,인라인스케이트장,보라매공원,126.9197115,37.4932342
동작구,테니스장,노량진근린공원 테니스장,126.9281351,37.5075564
동작구,테니스장,동작주차공원 테니스장,126.9772942,37.5036663
동작구,테니스장,동작테니스장,126.9778434,37.5033405
동작구,축구장,노들나루공원 인조잔디구장,126.953907,37.5138235
동작구,테니스장,현충근린공원 테니스장,126.9596033,37.4978614
동작구,게이트볼장,노량진근린공원(대방) 게이트볼장,126.9285912,37.5100726
동작구,게이트볼장,노량진근린공원(고구동산) 게이트볼장,126.9541709,37.5086944
동작구,게이트볼장,현충근린공원(달마) 게이트볼장,126.865421,37.484025
동작구,족구장,노들나루공원 족구장,126.953907,37.5138235
동작구,풋살장,노들나루공원 풋살장,126.953907,37.5138235
동작구,간이운동장,노량진근린공원(고구동산) 다목적구장,126.9541709,37.5086944
동작구,간이운동장,송학대공원,126.943711,37.508627
동작구,배드민턴장,보라매공원,126.9197115,37.4932342
동작구,배드민턴장,송학대공원 배드민턴장,126.943711,37.508627
동작구,축구장,보라매공원 인조구장,126.9197115,37.4932342
동작구,테니스장,보라매공원 테니스장,126.9190652,37.4950042
동작구,게이트볼장,보라매공원,126.9197115,37.4932342
동대문구 ,테니스장,중랑천1체육공원,127.075431,37.566925
동대문구,학교체육시설,숭인중학교,127.04388,37.573706
동대문구,테니스장,장평근린공원 테니스장,127.0739112,37.5668194
동대문구,농구장,간데메공원 농구장,127.048663,37.573581
동대문구,수영장,동대문구 야외수영장,127.0761511,37.5681263
동대문구,학교체육시설,전동초등학교,127.061378,37.579472
도봉구,게이트볼장,도봉게이트볼장,127.0504324,37.6814902
도봉구,학교체육시설,창일중학교,127.047166,37.648245
도봉구,학교체육시설,도봉중학교,127.045696,37.670655
도봉구,학교체육시설,창동중학교,127.049801,37.66272
도봉구,학교체육시설,초당초등학교,127.022289,37.658083
도봉구,학교체육시설,도봉초등학교,127.038365,37.679317
도봉구,축구장,다락원체육공원,127.0480981,37.6893266
도봉구,테니스장,다락원체육공원,127.0480981,37.6893266
도봉구,배드민턴장,다락원체육공원,127.0480981,37.6893266
도봉구,풋살장,초안산 풋살경기장,127.0414291,37.6474261
도봉구,농구장,쌍문근린공원,127.0290879,37.6541919
도봉구,농구장,창동산 농구장,127.0413585,37.6441026
도봉구,축구장,초안산 창골인조잔디구장,127.0414291,37.6474261
도봉구,테니스장,창동 생활체육테니스장,127.051524,37.657598
도봉구,학교체육시설,신도봉중학교,127.033217,37.649517
도보구,축구장,창동축구장,127.050426,37.656196
노원구,축구장,불암산축구장,127.0840075,37.6391199
노원구,풋살장,불암산풋살장,127.0840075,37.6391199
노원구,국궁장,수락정,127.08544,37.683879
노원구,족구장,불암산족구장,127.0840075,37.6391199
노원구,야구장,육사야구장,127.0979415,37.629688
노원구,수영장,중랑천워터파크,127.056264,37.6444435
노원구,축구장,마들스타디움 축구장,127.0585375,37.6438715
노원구,테니스장,마들스타디움 테니스장,127.0585375,37.6438715
노원구,론볼장,불암산론볼장,127.0840075,37.6391199
노원구,야구장,불암산야구장,127.0840075,37.6391199
노원구,테니스장,불암산테니스장,127.0840075,37.6391199
노원구,축구장,초안산근린공원 축구장,127.0519475,37.6383233
노원구,테니스장,초안산근린공원 테니스장,127.0519475,37.6383233
노원구,풋살장,초안산풋살장,127.0519475,37.6383233
노원구,풋살장,당고개풋살장,127.0883127,37.6758576
노원구,골프연습장,중랑천파크골프장,127.058363,37.6372286
노원구,간이운동장,공릉동다목적구장,127.0884994,37.6234019
노원구,골프연습장,공릉동근린공원,127.087187,37.6207689
노원구,축구장,노해근린공원 축구장,127.0706261,37.6481175
노원구,학교체육시설,당현초등학교,127.058438,37.64856
노원구,학교체육시설,수암초등학교,127.081521,37.648311
노원구,학교체육시설,중현초등학교,127.066353,37.632489
노원구,학교체육시설,중평중학교,127.062346,37.636923
노원구,학교체육시설,상경초등학교,127.05168,37.670392
노원구,학교체육시설,상원중학교,127.059406,37.67173
노원구,학교체육시설,하계중학교,127.071575,37.640758
노원구,학교체육시설,청계초등학교,127.066207,37.644838
금천구,풋살장,안양천박미풋살장,126.901076,37.4382814
금천구,테니스장,독산 테니스장,126.9064282,37.4749586
금천구,축구장,독산동 잔디축구장,126.8841338,37.4636133
금천구,학교체육시설,독산고등학교,126.910976,37.476624
구로구,축구장,고척근린공원 운동장,126.853168,37.505969
구로구,양궁장,안양천체육생태공원,126.8805914,37.5077345
구로구,국궁장,안양천체육생태공원,126.8805914,37.5077345
구로구,인라인스케이트장,안양천체육생태공원,126.8805914,37.5077345
구로구,야구장,안양천체육생태공원,126.8805914,37.5077345
구로구,게이트볼장,안양천체육생태공원,126.8805914,37.5077345
구로구,축구장,안양천체육생태공원 C구장,126.8805914,37.5077345
구로구,축구장,안양천체육생태공원 B구장,126.8805914,37.5077345
구로구,축구장,안양천체육생태공원 A구장,126.8805914,37.5077345
구로구,축구장,고척스카이돔 야외 축구장,126.8674899,37.4958302
구로구,풋살장,고척스카이돔 야외 풋살장,126.8672325,37.4987976
구로구,학교체육시설,구로초등학교,126.885983,37.49719
구로구,학교체육시설,신도림고등학교,126.882053,37.514207
구로구,학교체육시설,구현고등학교,126.874523,37.502219
구로구,학교체육시설,개웅중학교,126.851237,37.487244
구로구,농구장,고척돔구장 주차장 내 농구장,126.8674899,37.4958302
구로구,축구장,계남근린공원 인조잔디 축구장,126.8555162,37.5086492
구로구,테니스장,신도림테니스장,126.8820604,37.5127968
구로구,축구장,계남근린공원 축구장,126.855354,37.508683
구로구,테니스장,고척근린공원 테니스장,126.853168,37.505969
광진구,생활체육관,광진청소년수련관 농구장,127.1065423,37.5461603
광진구,야구장,구의야구공원,,
광진구,축구장,뚝섬한강공원,127.075835,37.528161
광진구,족구장,뚝섬한강공원,127.0762385,37.5277575
광진구,농구장,뚝섬한강공원,127.0762385,37.5277575
광진구,수영장,뚝섬한강공원,127.067039,37.529825
광진구,배드민턴장,뚝섬한강공원,127.0738405,37.528537
광진구,테니스장,뚝섬한강공원,127.0753793,37.5278859
광진구,인라인스케이트장,광장동체육부지 인라인스케이트장,127.106831,37.545705
광진구,인라인스케이트장,중랑천체육공원 인라인스케이트장,,
광진구,게이트볼장,어린이대공원 게이트볼장,127.0818126,37.549363
광진구,축구장,어린이대공원 잔디축구장,127.0818126,37.549363
광진구,풋살장,어린이대공원 풋살장,127.0818126,37.549363
광진구,테니스장,어린이대공원 테니스장,127.0818126,37.549363
광진구,테니스장,아차산배수지체육공원 테니스장,127.0958048,37.5486303
광진구,간이운동장,아차산배수지체육공원,127.0958048,37.5486303
광진구,축구장,아차산배수지 인조잔디축구장,127.09698,37.548796
광진구,인라인스케이트장,광장동체육공원,127.1052825,37.5478086
광진구,학교체육시설,광남초등학교,127.100714,37.541111
광진구,학교체육시설,구의초등학교,127.080344,37.543094
관악구,축구장,성보고등학교,126.9207947,37.4801177
관악구,농구장,성보고등학교,126.9207947,37.4801177
관악구,족구장,당곡중학교,126.9330422,37.4919353
관악구,간이운동장,당곡중학교,126.9330422,37.4919353
관악구,테니스장,당곡고등학교,126.9346016,37.4916205
관악구,학교체육시설,관악초등학교,126.943311,37.480723
관악구,학교체육시설,당곡중학교,126.933189,37.491986
관악구,학교체육시설,남부초등학교,126.922095,37.484942
관악구,농구장,당곡고등학교,126.9346016,37.4916205
관악구,테니스장,난우공원 테니스장,126.9383251,37.4626176
관악구,테니스장,선우공원 테니스장,126.9383251,37.4626176
관악구,테니스장,관악구민 테니스장,126.9569753,37.4753202
관악구,축구장,관악구민운동장,126.9569753,37.4753202
관악구,축구장,관악제2구민운동장,126.9516133,37.4784063
관악구,국궁장,관악정 궁도장,126.9516133,37.4784063
관악구,족구장,선우공원 족구장,126.9137832,37.4683524
관악구,배드민턴장,난우공원 배드민턴장,126.9214408,37.4781214
강서구,축구장,우장산 인조잔디구장,126.845108,37.550438
강서구,족구장,강서한강공원 족구장,126.8143969,37.5879925
강서구,축구장,강서한강공원 축구장,126.815224,37.588229
강서구,축구장,가양축구장,126.865356,37.559879
강서구,테니스장,우장 테니스장,126.845811,37.550593
강서구,테니스장,구립 테니스장,126.815581,37.583794
강서구,족구장,양천로족구장,126.8190645,37.5835919
강서구,국궁장,서울공항정,126.842843,37.552295
강서구,테니스장,서남물재생센터공원테니스장,126.824228,37.574421
강서구,농구장,서남물재생센터공원,126.822494,37.57649
강서구,축구장,서남물재생센터공원,126.813873,37.5764563
강서구,풋살장,서남물재생센터공원,126.820716,37.577124
강서구,게이트볼장,서남물재생센터공원,126.820271,37.577972
강서구,학교체육시설,치현초등학교,126.814632,37.57555
강서구,학교체육시설,가곡초등학교,126.835818,37.555371
강서구,학교체육시설,경서중학교,126.858638,37.561189
강서구,학교체육시설,가양초등학교,126.858954,37.561762
강북구,족구장,오동근린공원 족구장,127.038191,37.6284908
강북구,학교체육시설,우이초등학교,127.014898,37.638722
강북구,학교체육시설,수송중학교,127.033889,37.636975
강북구,학교체육시설,수송초등학교,127.033317,37.637204
강북구,학교체육시설,미양초등학교,127.013725,37.621261
강북구,축구장,강북구민운동장,127.037716,37.6295726
강동구,학교체육시설,길동초등학교,127.144761,37.538107
강동구,생활체육관,강동유소년 스포츠센터,127.1718747,37.5506038
강동구,족구장,샘터근린공원,127.15142,37.5372136
강동구,수영장,광나루한강공원 수영장,127.1221964,37.5521525
강동구,축구장,광나루한강공원 축구장1~2,127.1216882,37.5499421
강동구,배구장,광나루한강공원 배구장,127.1216882,37.5499421
강동구,농구장,광나루한강공원 농구장,127.1221964,37.5521525
강동구,야구장,광나루 성인 야구장,127.1129382,37.5378693
강동구,야구장,광나루 성인 야구장,127.119443,37.5464653
강동구,야구장,광나루 어린이 야구장,127.119443,37.5464653
강동구,족구장,광나루한강공원 족구장,127.1221964,37.5521525
강동구,족구장,광나루한강공원 족구장,127.119443,37.5464653
강동구,농구장,광나루한강공원 농구장,127.119443,37.5464653
강동구,배구장,광나루한강공원 배구장,127.119443,37.5464653
강동구,축구장,인조잔디축구장,127.119443,37.5464653
강동구,테니스장,한강공원 광나루지구 테니스장,127.1216882,37.5499421
강동구,축구장,동명근린공원 인조잔디축구장,127.16486,37.5607615
강동구,테니스장,강일테니스장,127.1648136,37.574449
강동구,테니스장,강동테니스장,127.1645763,37.5517031
강동구,테니스장,명일중학교테니스장,127.1477463,37.557063
강동구,골프연습장,해공골프연습장,127.1288401,37.5410386
강동구,인라인스케이트장,광나루 인라인스케이트장,127.1175022,37.5433954
강동구,X-게임장,강동 X-게임장,127.1176826,37.5422956
강동구,레이싱경기장,한강공원 광나루지구 레이싱경기장,127.1221964,37.5521525
강동구,학교체육시설,성일초등학교,127.128338,37.529085
강남구 ,축구장,탄천물재생센터축구장,127.0895837,37.495207
강남구 ,테니스장,탄천물재생센터테니스장,127.0895837,37.495207
강남구,학교체육시설,신구초등학교,127.024022,37.523334
강남구,학교체육시설,대왕초등학교,127.105153,37.464252
강남구,학교체육시설,논현초등학교,127.026129,37.508387
강남구,학교체육시설,언주초등학교,127.037155,37.486695
강남구,학교체육시설,영희초등학교,127.080963,37.492235
강남구,학교체육시설,언북초등학교,127.045044,37.519789
강남구,학교체육시설,포이초등학교,127.052808,37.476239
